#{"t_start": 1774783934.0679562, "env_id": "None"}
r,l,t
9.897968,11,123.034702
3.751841,10,123.049472
3.79445,10,123.059371
3.956562,10,123.069549
3.84603,10,123.078548
4.08582,10,123.080552
3.780604,10,123.096542
9.772255,11,123.107628
3.828138,10,123.112813
9.789952,11,123.127964
2.79231,9,123.127964
3.912465,10,123.143602
9.42675,11,123.15317
2.576185,10,123.164181
3.892419,10,123.172222
3.895093,10,123.175244
9.832403,11,123.190964
9.842045,11,123.202873
10.603728,12,123.207868
9.874918,11,123.223166
9.822783,11,123.223166
3.034755,9,123.238607
3.340929,10,123.238607
3.966792,10,123.259846
10.47946,12,123.270476
4.004695,10,123.270476
9.089078,12,123.286356
9.834759,11,123.286356
9.813445,11,123.313589
3.04913,9,123.317919
3.962899,10,123.317919
9.837052,11,123.341526
10.529884,12,123.352948
3.852649,10,123.357819
9.80366,11,123.365679
3.94299,10,123.382719
4.003668,10,123.390757
3.857067,10,123.396535
10.513694,12,123.407759
3.948667,10,123.415366
9.960561,11,123.428335
3.905794,10,123.428335
2.790183,9,123.444323
9.766519,11,123.453001
3.874731,10,123.46093
3.844878,10,123.46093
3.910826,10,123.475965
10.475472,12,123.491689
9.899866,11,123.504467
9.93508,11,123.509201
3.83445,10,123.523404
9.835082,11,123.523404
10.526035,12,123.539053
4.030117,10,123.555281
3.917966,10,123.557806
9.812776,11,123.571559
10.453233,12,123.587743
3.938369,10,123.596554
10.73336,12,123.606192
3.954178,10,123.61434
3.798662,10,123.61434
3.991066,10,123.630462
10.564701,12,123.630462
9.838454,11,123.653123
2.892681,9,123.657742
9.808496,11,124.999679
9.826965,11,125.016552
2.976138,9,125.030635
3.902979,10,125.04846
10.473694,12,125.070477
3.875376,10,125.087555
10.478192,12,125.10998
3.909901,10,125.125618
10.483433,12,125.146732
3.797752,10,125.164592
9.775881,11,125.183039
3.921729,10,125.196525
9.891761,11,125.207716
2.942695,9,125.21356
3.838834,10,125.239362
9.786279,11,125.257788
3.93063,10,125.271788
9.906768,11,125.287486
3.895994,10,125.287486
9.773196,11,125.308071
9.768507,11,125.327155
3.814035,10,125.351125
9.891021,11,125.36692
3.975824,10,125.36692
3.73761,10,125.382018
3.888798,10,125.397874
9.910048,11,125.407816
3.903859,10,125.414722
10.732902,12,125.429955
3.976476,10,125.45797
3.836945,10,125.478908
3.969207,10,125.492543
3.928604,10,125.508938
2.990672,9,125.523646
9.811875,11,125.541417
3.836397,10,125.551489
3.777513,10,125.564414
3.765984,10,125.575137
3.941462,10,125.585206
3.986199,10,125.595512
2.937374,9,125.6062
9.784249,11,125.618126
9.888631,11,125.626178
3.899833,10,125.639942
3.794999,10,125.65036
2.904166,9,125.657948
3.874883,10,125.672237
10.618392,12,125.682786
3.817271,10,125.696599
10.539705,12,125.707697
4.842609,12,125.722591
2.878037,9,125.73215
3.86526,10,125.744157
3.833702,10,125.753296
3.814178,10,125.762614
10.63026,12,125.77753
3.80012,10,125.78155
3.966041,10,125.803183
10.513034,12,125.824933
3.852111,10,125.844446
9.818727,11,125.860613
3.811229,10,125.871463
4.030484,10,125.878497
3.013431,9,125.878497
9.847605,11,125.90137
4.005021,10,125.910023
9.847659,11,125.917068
3.94023,10,125.928645
3.762788,10,125.928645
10.525023,12,125.952947
3.914618,10,125.960697
3.941811,10,125.960697
9.910549,11,125.976938
3.904747,10,125.992013
3.832368,10,126.002871
9.801667,11,126.008643
9.770679,11,126.023825
4.011535,10,126.040628
10.524158,12,126.060006
3.830888,10,126.060006
3.034481,9,126.071779
3.777276,10,126.086966
3.820023,10,126.103249
9.821288,11,126.122015
3.825818,10,126.144063
3.75025,10,126.163118
9.875789,11,126.19014
3.81429,10,126.229145
3.866844,10,126.26061
3.947355,10,126.283098
10.473293,12,126.307877
3.963807,10,126.327735
3.86892,10,126.352286
9.896979,11,126.378765
3.863139,10,126.394609
4.007828,10,126.410655
3.850295,10,126.423294
10.587903,12,126.440303
9.853766,11,126.455796
4.041648,10,127.537072
3.848446,10,127.549286
3.824278,10,127.561458
3.861231,10,127.571452
3.802444,10,127.585782
10.565008,12,127.59901
3.7685,10,127.610881
10.49596,12,127.624802
10.488368,12,127.636328
10.467266,12,127.642085
3.959097,10,127.661075
9.890796,11,127.678546
7.883453,12,127.690813
9.774832,11,127.702879
9.830433,11,127.717771
9.857337,11,127.730649
3.924044,10,127.740658
2.893301,9,127.746261
10.559805,12,127.762175
4.077346,10,127.762175
3.864458,10,127.77718
3.91982,10,127.77718
2.863248,9,127.792933
3.990567,10,127.807711
9.82643,11,127.809329
2.940158,9,127.824865
2.974397,9,127.83751
9.808908,11,127.849475
10.498013,12,127.860536
9.83319,11,127.862883
3.839615,10,127.881231
10.535583,12,127.896215
9.849833,11,127.911277
4.037336,10,127.911813
10.982654,13,127.925492
3.726069,10,127.94115
3.711976,10,127.953067
10.518475,12,127.965537
10.567122,12,127.975541
3.989217,10,127.97953
1.748964,8,127.97953
2.803396,9,127.994628
3.953482,10,128.008019
3.984441,10,128.017187
9.845914,11,128.026234
3.94543,10,128.026234
10.505728,12,128.041904
9.761546,11,128.053164
9.804949,11,128.0583
9.888473,11,128.073309
3.824525,10,128.073309
3.956009,10,128.089018
9.811993,11,128.089018
3.734405,10,128.107569
3.883211,10,128.121722
4.035406,10,128.121722
-4.150272,10,128.136283
9.771024,11,128.151999
3.885171,10,128.15789
3.913622,10,128.168588
9.82541,11,128.168588
4.034377,10,128.183476
2.784353,9,128.183476
3.872085,10,128.207679
4.864006,12,128.215525
9.795705,11,128.215525
3.786509,10,128.230952
3.965401,10,128.230952
3.785056,10,128.253113
3.868477,10,128.263275
9.798717,11,128.263275
3.937063,10,128.282605
3.962593,10,128.292122
3.850732,10,128.3084
2.879565,9,128.312507
3.475979,10,128.327227
3.843145,10,128.345134
3.869522,10,128.355281
2.859383,9,128.359574
3.871509,10,128.359574
9.095174,12,128.386247
2.85734,9,128.390204
3.858819,10,128.408566
3.803364,10,128.408566
9.917862,11,128.421897
3.791485,10,128.437644
9.718654,13,128.460898
4.002867,10,128.480563
3.790737,10,128.498562
10.587874,12,128.512981
3.806056,10,128.529552
3.919227,10,128.543912
3.746332,10,128.552914
3.886566,10,128.560577
10.588288,12,128.586023
2.881414,9,128.603142
3.753597,10,128.627042
9.917526,11,128.654251
9.337118,11,129.57036
9.925664,11,129.589069
9.859529,11,129.61069
3.858304,10,129.626038
3.884715,10,129.645796
3.939214,10,129.665545
3.746313,10,129.686214
3.256786,10,129.708741
3.910058,10,129.728474
2.962039,9,129.744123
-4.367642,10,129.762661
3.902583,10,129.778757
9.780499,11,129.778757
3.824007,10,129.802844
9.843445,11,129.811076
9.92273,11,129.826327
3.976529,10,129.84477
4.001042,10,129.857771
3.901497,10,129.867605
3.790276,10,129.876608
3.896863,10,129.87942
9.979899,11,129.902506
9.903947,11,129.914591
9.807183,11,129.92559
3.948332,10,129.940464
4.025373,10,129.955897
3.816065,10,129.967838
9.82032,11,129.989184
3.824079,10,130.008763
3.752441,10,130.025965
3.802116,10,130.040322
3.757463,10,130.056154
9.805184,11,130.076401
9.893293,11,130.092155
2.906758,9,130.106521
3.802725,10,130.12119
9.768974,11,130.13721
3.88646,10,130.153071
10.472328,12,130.171918
3.847053,10,130.185303
3.872265,10,130.195307
2.935004,9,130.203356
3.757244,10,130.214676
10.558362,12,130.227669
3.845753,10,130.236668
3.773181,10,130.245674
3.912968,10,130.254185
3.966797,10,130.262834
3.915026,10,130.271599
9.915266,11,130.281612
9.878382,11,130.290817
9.793815,11,130.299816
4.062143,10,130.308867
9.774526,11,130.319403
10.501966,12,130.331403
9.793282,11,130.340424
9.816581,11,130.349424
3.839628,10,130.356951
2.817593,9,130.365187
3.749682,10,130.373195
2.755724,9,130.381194
2.845489,9,130.388196
3.810327,10,130.397197
10.478328,12,130.40635
10.514555,12,130.417619
3.921513,10,130.425571
3.917431,10,130.433571
3.846336,10,130.442462
3.789204,10,130.450001
3.855998,10,130.458677
3.887494,10,130.465682
3.852849,10,130.473685
3.947219,10,130.481684
3.904119,10,130.489695
3.950148,10,130.499007
3.722749,10,130.508325
3.780253,10,130.516332
3.903895,10,130.524098
9.768013,11,130.533098
9.815576,11,130.544106
3.965294,10,130.553108
3.87671,10,130.561729
10.497148,12,130.572645
3.959755,10,130.580593
3.907038,10,130.589602
3.958223,10,130.597595
9.809324,11,130.60761
3.970561,10,130.616262
3.967727,11,130.625263
3.962898,10,130.634325
9.891648,11,130.643332
10.492708,12,130.653838
3.919871,10,130.662683
3.958823,10,130.669689
3.926968,10,130.677689
10.474166,12,130.68669
9.78077,11,130.695695
3.751844,10,130.704202
3.766871,10,130.720151
9.820577,11,131.443361
9.961537,11,131.455874
3.872696,10,131.46502
3.769227,10,131.475026
10.468127,12,131.487325
3.88916,10,131.497575
3.833708,10,131.507588
3.949201,10,131.518195
3.982019,10,131.528195
9.863303,11,131.540199
3.856198,10,131.550201
9.848401,11,131.561534
9.929441,11,131.572534
2.761569,9,131.581535
9.817638,11,131.592538
9.761516,11,131.601537
9.771933,11,131.612188
10.567873,12,131.623823
10.615658,12,131.635823
3.893959,10,131.643827
3.934966,10,131.651844
3.872943,10,131.65996
3.71707,10,131.667959
10.529694,12,131.676712
10.45762,12,131.686712
4.020548,10,131.694716
3.963785,10,131.704238
3.982959,10,131.714759
9.773105,11,131.725342
10.538347,12,131.735356
9.814192,11,131.743361
3.916643,10,131.752344
2.947389,9,131.760886
3.883586,10,131.769548
3.895144,10,131.779948
3.801521,10,131.789562
9.798235,11,131.798602
9.790416,11,131.807716
3.995244,10,131.816319
3.844458,10,131.824321
3.976268,10,131.83277
3.756226,10,131.842778
10.576428,12,131.851779
3.974249,10,131.863788
3.899128,10,131.873266
9.978904,11,131.882265
9.81386,11,131.89128
9.857463,11,131.900278
3.894164,10,131.911006
9.923629,11,131.92061
2.896936,9,131.92761
2.837777,9,131.936609
3.905817,10,131.944614
3.903318,10,131.953125
9.817813,11,131.962652
4.032997,10,131.970446
3.947958,10,131.978447
9.762411,11,131.988452
9.90361,11,131.997449
3.932828,10,132.006961
9.857792,11,132.015993
3.881565,10,132.02469
9.825181,11,132.033911
3.962526,10,132.041919
9.823071,11,132.051229
3.943305,10,132.058907
9.764129,11,132.068189
4.002301,10,132.07619
3.856612,10,132.090369
3.882738,10,132.098369
10.466318,12,132.109399
9.871555,11,132.118396
3.967049,10,132.127399
9.828529,11,132.136401
3.857904,10,132.14541
9.761371,11,132.153916
3.931517,10,132.16201
9.778207,11,132.171675
3.745777,10,132.179682
3.734339,10,132.188684
9.932355,11,132.197684
3.348528,10,132.206774
9.842013,11,132.216288
9.371024,11,132.226537
3.816669,10,132.234536
3.753184,10,132.24254
9.853298,11,132.25154
3.948813,10,132.259558
9.780112,11,132.268286
10.496192,12,132.277291
9.924772,11,132.287165
10.524373,12,132.298009
3.822299,10,132.311024
2.899594,9,132.320335
3.719101,10,132.328635
3.879426,10,132.336254
9.844169,11,132.345241
9.770942,11,133.057591
9.82666,11,133.069406
3.866413,10,133.079403
9.803715,11,133.091407
3.973997,10,133.101408
3.730113,10,133.109987
10.558337,12,133.120533
9.786502,11,133.132535
9.77618,11,133.144543
3.809123,10,133.15406
10.457895,12,133.166548
3.807259,10,133.177545
3.979181,10,133.188549
9.782974,11,133.200549
3.967673,10,133.211139
10.601316,12,133.222139
3.886297,10,133.231144
3.958065,10,133.243146
3.852907,10,133.253151
3.931531,10,133.260811
3.832219,10,133.268811
3.971174,10,133.276594
9.807475,11,133.285649
2.856978,9,133.292658
3.851271,10,133.300658
3.738596,10,133.307967
9.877518,11,133.316575
3.875275,10,133.324579
9.966909,11,133.333579
3.842022,10,133.340582
3.852667,10,133.34859
3.848476,10,133.357646
3.943612,10,133.366343
3.915129,10,133.374341
3.912361,10,133.382336
3.923207,10,133.390344
9.8738,11,133.40141
3.806326,10,133.410241
9.88293,11,133.418249
3.862632,10,133.427524
3.782278,10,133.434523
3.913525,10,133.443532
9.839521,11,133.451531
3.771101,10,133.460558
3.925892,10,133.468576
9.828187,11,133.477557
3.851955,10,133.485557
3.801847,10,133.493577
4.050949,10,133.500561
9.370464,11,133.509107
9.83917,11,133.517106
3.915237,10,133.524833
9.801602,11,133.532833
3.9972,10,133.540853
3.754766,10,133.548852
9.907505,11,133.556368
3.762944,10,133.564878
3.868721,10,133.57275
10.497365,12,133.581767
3.858676,10,133.589758
3.990959,10,133.59676
9.817518,11,133.605266
3.773882,10,133.612775
3.772493,10,133.620318
9.861129,11,133.628318
9.830306,11,133.637314
11.017218,13,133.646317
10.500917,12,133.655434
3.936312,10,133.661949
9.838763,11,133.670559
3.797377,10,133.677559
9.797828,11,133.68556
4.054546,10,133.693566
10.594921,12,133.703072
8.010619,12,133.710592
3.815397,10,133.719209
9.885516,11,133.726209
9.863635,11,133.735209
3.905861,10,133.742216
9.818091,11,133.751573
10.607368,12,133.761237
3.862991,10,133.768237
9.807175,11,133.77732
3.812986,10,133.784321
3.937175,10,133.792329
3.721372,10,133.799326
3.910753,10,133.807663
3.399599,10,133.814939
10.593681,12,133.825515
3.88203,10,133.832513
3.872816,10,133.839517
3.907458,10,133.847517
9.771441,11,133.855853
9.823266,11,133.863369
2.992379,9,133.872744
9.349881,11,133.882741
3.875275,10,133.890742
4.012071,10,133.898741
9.844927,11,134.636297
9.882642,11,134.651302
3.827392,10,134.663119
3.788721,10,134.674317
3.825773,10,134.684313
2.963028,9,134.69354
3.763998,10,134.705196
9.85061,11,134.718269
9.886105,11,134.73461
10.490958,12,134.753748
-4.218044,10,134.765318
9.840385,11,134.782996
9.805932,11,134.79606
4.047924,10,134.811939
3.846352,10,134.823798
9.86261,11,134.834733
3.527872,10,134.846889
3.811189,10,134.856036
3.00029,9,134.865169
3.772606,10,134.874172
4.004365,10,134.884424
3.479625,10,134.893606
3.318463,10,134.901609
10.622794,12,134.913817
3.993735,10,134.923537
3.968244,10,134.931537
3.404786,10,134.940543
3.890851,10,134.949544
10.568319,12,134.961878
9.850074,11,134.972494
9.882454,11,134.981382
3.92866,10,134.989444
10.561223,12,135.000453
3.900679,10,135.009252
10.50602,12,135.01901
9.846971,11,135.028011
3.909039,10,135.03801
3.994248,10,135.047014
3.987252,10,135.05514
3.841138,10,135.063377
3.753118,10,135.070376
3.723976,10,135.078381
9.786582,11,135.087379
3.841998,10,135.0944
3.94897,10,135.102886
10.464257,12,135.111548
9.817095,11,135.120548
3.913751,10,135.127546
10.4984,12,135.136545
3.845445,10,135.144548
3.739008,10,135.151548
2.89977,9,135.15913
3.963467,10,135.16613
3.951027,10,135.173888
3.999772,10,135.180889
3.915704,10,135.18889
10.557827,12,135.19789
9.802994,11,135.206092
9.949867,11,135.214602
9.861189,11,135.224155
3.949724,10,135.231154
3.967027,10,135.239196
9.78556,11,135.247178
10.569355,12,135.256695
9.781154,11,135.264836
9.874848,11,135.272845
10.511572,12,135.282849
9.256304,12,135.292362
10.536834,12,135.302004
9.974711,11,135.310035
3.838742,10,135.318596
3.937118,10,135.325597
3.988769,10,135.333589
3.858517,10,135.341593
9.930886,11,135.350593
2.914819,9,135.357605
10.594823,12,135.367237
9.812567,11,135.375239
3.71594,10,135.383238
2.865028,9,135.389249
3.922829,10,135.398243
9.108332,12,135.406973
3.995983,10,135.415258
10.47193,12,135.424928
2.822709,9,135.432925
3.85419,10,135.440946
3.953643,10,135.447944
10.529766,12,135.457966
10.567225,12,135.465973
3.838161,10,135.474412
3.782086,10,135.481796
3.918768,10,135.489744
3.987902,10,135.496744
9.80515,11,135.505251
9.832957,11,135.513123
3.841834,10,135.521129
3.929421,10,135.52913
3.977419,10,136.217295
3.814557,10,136.227296
3.848421,10,136.238295
9.831634,11,136.2493
3.71287,10,136.259581
9.917292,11,136.26858
9.780923,11,136.27915
10.626694,12,136.291231
10.003298,11,136.301232
9.780776,11,136.312795
9.781468,11,136.323352
3.920912,10,136.335347
9.82883,11,136.345352
10.657604,12,136.355864
9.817264,11,136.367589
3.416303,10,136.377588
3.845691,10,136.386588
3.789643,10,136.394595
10.550485,12,136.406211
10.529606,12,136.417283
9.775421,11,136.426284
9.814703,11,136.436284
3.911222,10,136.444296
1.793452,8,136.451293
9.779594,11,136.460024
3.865584,10,136.469033
2.822817,9,136.476032
3.771153,10,136.484028
3.7929,10,136.492034
9.984874,11,136.500032
9.795705,11,136.508703
3.913296,10,136.516706
8.652389,12,136.526345
10.559848,12,136.535258
9.914662,11,136.543262
3.759996,10,136.551262
3.762667,10,136.55924
9.850224,11,136.567448
3.879715,10,136.579304
9.823211,11,136.588844
9.818877,11,136.596845
10.504539,12,136.606901
9.895139,11,136.615026
9.831533,11,136.623563
4.07886,10,136.632567
9.776432,11,136.640567
3.940652,10,136.647568
9.868202,11,136.656077
3.937106,10,136.663797
3.791982,10,136.671815
3.940519,10,136.678835
3.854184,10,136.68684
4.025956,10,136.693845
3.960126,10,136.701844
9.848718,11,136.709863
10.500207,12,136.71859
3.905249,10,136.72559
3.927996,10,136.733611
9.790925,11,136.740593
9.820303,11,136.749593
3.934926,10,136.7561
3.864107,10,136.763673
3.953543,10,136.771792
3.725175,10,136.778527
3.968038,10,136.785527
3.926173,10,136.793531
2.90075,9,136.800531
2.939285,9,136.807752
9.833582,11,136.815269
3.84732,10,136.822871
3.794064,10,136.829871
9.826916,11,136.837871
10.635503,12,136.846891
2.846454,9,136.853981
3.977154,10,136.861059
9.97925,11,136.870616
3.968524,10,136.877609
3.968889,10,136.891626
9.799268,11,136.901801
3.841036,10,136.910834
9.916264,11,136.92141
3.84696,10,136.932932
10.587704,12,136.94194
3.834233,10,136.950936
9.812862,11,136.968457
3.920479,10,136.977459
3.931865,10,136.985855
9.76299,11,136.995861
3.936092,10,137.003365
3.77114,10,137.012471
9.844702,11,137.021472
3.722523,10,137.029742
3.844292,10,137.037587
3.8709,10,137.046811
3.889266,10,137.054883
3.852196,10,137.064584
2.899338,9,137.072359
3.850545,10,137.080359
4.070153,10,137.821152
3.921744,10,137.831246
3.806085,10,137.84125
3.279766,10,137.850251
2.905299,9,137.859375
3.907709,10,137.868374
9.828469,11,137.878376
9.843304,11,137.889379
9.762534,11,137.901047
4.042872,10,137.913779
3.889151,10,137.927444
3.920132,10,137.938448
3.937277,10,137.947447
9.854439,11,137.960101
2.970714,9,137.970853
3.980533,10,137.978854
9.272324,11,137.988857
9.888013,11,137.998858
9.096127,12,138.010923
9.778182,11,138.022495
3.892316,10,138.032595
3.955604,10,138.040594
9.7981,11,138.050597
10.45273,12,138.059628
3.961346,11,138.069215
3.94213,10,138.077215
3.856986,10,138.085215
4.017333,10,138.093222
10.537378,12,138.104557
4.026309,10,138.114499
9.292145,11,138.123499
3.899007,10,138.132496
3.905592,10,138.140493
3.831211,10,138.149493
9.835005,11,138.159591
3.745008,10,138.16797
3.929956,10,138.176607
3.946667,10,138.183607
10.536152,12,138.193614
10.46842,12,138.204538
4.028399,10,138.212672
9.83124,11,138.221622
10.458897,12,138.230621
9.913729,11,138.239625
2.850567,9,138.245624
2.836302,9,138.253127
9.910762,11,138.260642
9.312184,11,138.269262
3.98994,10,138.276268
9.876378,11,138.285377
3.996405,11,138.29338
3.88242,10,138.302033
9.819323,11,138.309675
9.886314,11,138.318352
9.791319,11,138.326352
3.853187,10,138.334352
3.958861,10,138.342363
9.835214,11,138.351364
9.88827,11,138.359414
3.415846,10,138.367172
2.90757,9,138.374179
3.978756,10,138.382169
9.837581,11,138.390175
3.964379,10,138.398171
9.9792,11,138.406345
9.798124,11,138.414706
3.780779,10,138.422491
3.963318,10,138.429495
3.775092,10,138.437495
3.845414,10,138.444499
9.363781,11,138.453004
9.917031,11,138.460793
10.040349,11,138.469624
9.981976,11,138.478629
9.912438,11,138.48663
3.87005,10,138.493643
9.835499,11,138.501668
3.932353,10,138.509686
3.910155,10,138.516684
10.495687,12,138.525225
3.874638,10,138.533232
3.00449,9,138.540251
9.902417,11,138.548251
3.880819,10,138.555348
3.808599,10,138.562856
9.870447,11,138.570582
9.851867,11,138.578582
3.877045,10,138.5866
1.64059,8,138.592589
3.860788,10,138.60059
3.981489,10,138.607601
9.808359,11,138.616154
10.448856,12,138.625154
9.839672,11,138.633146
3.878453,10,138.640187
3.990244,10,138.648186
9.911385,11,138.655212
3.750333,10,138.663587
9.95265,11,139.762422
9.797295,11,139.780237
3.863732,10,139.792703
9.813336,11,139.810957
9.776339,11,139.826245
2.879385,9,139.837631
3.996615,10,139.851718
2.976346,9,139.867105
3.820376,10,139.879289
9.772485,11,139.895034
9.847889,11,139.914175
9.80674,11,139.928175
3.809449,10,139.940108
3.915431,10,139.951542
10.966188,13,139.964159
3.83362,10,139.973159
9.762285,11,139.983154
2.876085,9,139.992175
1.606699,8,139.999177
3.84615,10,140.007831
4.066788,10,140.015872
9.833617,11,140.024619
2.805601,9,140.031618
9.823106,11,140.041624
3.82954,10,140.049641
9.927374,11,140.05985
3.881454,10,140.067849
9.835135,11,140.076746
3.728103,10,140.085748
3.816843,10,140.094751
3.944722,10,140.103058
4.006055,10,140.111437
9.806101,11,140.120597
3.92934,10,140.128604
9.879601,11,140.137527
10.529637,12,140.147531
3.925614,10,140.156054
3.939639,10,140.165381
10.502488,12,140.174385
3.859162,10,140.182385
9.860534,11,140.191389
3.949025,10,140.198392
10.524796,12,140.207906
3.893269,10,140.215977
3.923369,10,140.222978
3.836057,10,140.230977
2.967303,9,140.237977
9.864419,11,140.246999
9.821665,11,140.256081
2.837474,9,140.263948
3.91009,10,140.27095
9.812911,11,140.279968
9.810936,11,140.28846
9.879637,11,140.29623
3.934177,10,140.303231
3.824706,10,140.311004
3.986278,10,140.319006
10.455949,12,140.327596
3.825951,10,140.335595
3.971674,10,140.342624
3.836995,10,140.350624
3.781473,10,140.357807
2.854092,9,140.364924
4.009755,10,140.371684
9.838865,11,140.380698
3.868436,10,140.388692
3.875362,10,140.395691
3.941724,10,140.403196
4.014655,10,140.410716
9.82423,11,140.420268
3.838858,10,140.427268
9.804769,11,140.43527
3.843504,10,140.443278
2.862603,9,140.450276
3.79134,10,140.456416
3.723136,10,140.464662
9.89456,11,140.472666
9.783268,11,140.480671
9.771346,11,140.488676
9.803586,11,140.497682
3.803013,10,140.505183
9.815908,11,140.513361
9.922754,11,140.521359
3.879481,10,140.528367
10.520225,12,140.537367
8.542349,13,140.547371
9.88869,11,140.555878
10.45709,12,140.564388
9.92619,11,140.572388
9.936637,11,140.580388
3.904989,10,140.587388
9.847767,11,140.596394
3.898472,10,140.603394
2.812426,9,140.610876
9.859474,11,140.619233
9.808462,11,140.62763
9.800325,11,140.637788
3.951515,10,140.646135
9.836083,11,141.340101
3.978209,10,141.350106
2.749753,9,141.359325
3.852761,10,141.368325
9.879196,11,141.379483
3.781787,10,141.389486
10.612346,12,141.401487
3.910079,10,141.412126
3.743866,10,141.422685
3.85349,10,141.430686
2.861635,9,141.439871
9.778354,11,141.45087
3.898009,10,141.460797
3.780411,10,141.470361
3.72086,10,141.480362
10.473374,12,141.495369
9.824404,11,141.505876
4.030551,10,141.516598
3.986568,10,141.525597
9.869677,11,141.5356
3.94605,10,141.543606
3.962686,10,141.551605
10.489115,12,141.562364
9.820268,11,141.571347
3.817951,10,141.579363
3.838076,10,141.587347
3.925933,10,141.595351
9.833901,11,141.603863
9.781513,11,141.611574
3.877208,10,141.619575
3.99378,10,141.628314
3.95669,10,141.635314
9.80433,11,141.644463
9.907012,11,141.652973
3.937758,10,141.661507
9.813905,11,141.670386
3.85238,10,141.678402
10.47258,12,141.693665
3.744791,10,141.707899
9.861735,11,141.716912
9.865823,11,141.724912
10.003933,11,141.733929
3.889164,10,141.741916
3.922246,10,141.749916
10.475773,12,141.75893
9.802047,11,141.766129
9.138526,12,141.775129
3.755386,10,141.7829
2.919982,9,141.789912
3.895938,10,141.797909
2.981478,9,141.805019
3.949094,10,141.812563
3.944741,10,141.819563
9.798094,11,141.828783
3.833083,10,141.835781
3.841739,10,141.843788
4.534087,12,141.851788
9.810547,11,141.86051
9.942984,11,141.868509
3.514254,10,141.876252
9.797843,11,141.884252
3.948821,10,141.892253
3.961308,10,141.899253
3.952992,10,141.908805
9.798737,11,141.916805
3.948207,10,141.924532
10.020937,12,141.934536
10.551153,12,141.943542
3.979122,10,141.950539
3.871642,10,141.958047
3.275057,10,141.96589
9.83941,11,141.97389
1.821241,11,141.981892
4.006001,10,141.989894
3.720706,10,141.997034
3.848991,10,142.005293
9.770611,11,142.015045
3.746912,10,142.022044
9.337954,11,142.030044
3.848709,10,142.038044
3.812262,10,142.04555
3.867052,10,142.053285
1.603121,8,142.060884
9.848319,11,142.068968
3.882874,10,142.081087
3.928813,11,142.096091
3.798885,10,142.107809
9.92074,11,142.116864
3.934079,11,142.12676
9.876674,11,142.13576
10.590773,12,142.145779
4.052928,10,142.154878
3.864722,10,142.162403
9.787294,11,142.172048
9.772631,11,142.181049
3.830479,10,142.191816
3.749633,10,142.200257
9.83706,11,142.208914
9.832674,11,142.948586
9.866817,11,142.958987
3.859326,11,142.969635
9.262928,11,142.980633
10.460849,12,142.991761
3.773162,10,143.001764
3.88369,10,143.015326
3.887397,10,143.025336
9.998201,11,143.036336
3.99627,10,143.045343
3.916896,10,143.055853
3.858941,10,143.065653
3.847393,10,143.075655
9.890259,11,143.085654
3.888659,10,143.094668
9.810452,11,143.106179
3.936983,10,143.115324
9.812522,11,143.125325
3.994826,10,143.137321
3.869443,10,143.146333
9.857918,11,143.156455
3.88315,10,143.163977
3.982544,10,143.172703
9.773298,11,143.180702
3.714037,10,143.188737
3.964674,10,143.196735
3.935647,10,143.206911
9.89796,11,143.215444
9.878305,11,143.225169
9.801629,11,143.234168
9.857935,11,143.243182
10.640457,12,143.255254
9.875971,11,143.263763
9.821176,11,143.273375
10.505764,12,143.284155
2.877394,9,143.296225
10.491419,12,143.307846
3.820586,10,143.317382
9.778431,11,143.326365
3.848895,10,143.334365
9.914253,11,143.342405
3.746252,10,143.350404
3.853489,10,143.357908
3.898458,10,143.365758
3.803396,10,143.373757
3.838943,10,143.380755
3.730494,10,143.388757
9.765398,11,143.396758
3.845976,10,143.404265
3.725351,10,143.412378
3.871957,10,143.41938
9.768741,11,143.428394
3.910142,10,143.436394
10.451283,12,143.445395
9.941246,11,143.453395
3.85753,10,143.461092
3.936072,10,143.469089
9.779042,11,143.477805
3.925621,10,143.484804
4.98207,12,143.493809
3.78786,10,143.500809
3.85965,10,143.508642
9.231211,12,143.516642
3.865847,10,143.525287
3.993527,10,143.532288
9.137329,12,143.541291
3.935765,10,143.54929
3.915529,10,143.556383
9.775022,11,143.565748
4.039558,10,143.573754
9.822945,11,143.581753
9.851296,11,143.589755
9.896049,11,143.597755
9.782265,11,143.606265
9.874535,11,143.614308
10.488348,12,143.622308
3.769202,10,143.630316
3.98324,10,143.637315
9.918195,11,143.646321
2.862377,9,143.653322
2.753596,10,143.660351
9.910653,11,143.667996
2.892085,9,143.675
3.98988,10,143.682997
9.780906,11,143.691
3.979905,10,143.698
3.958107,10,143.705125
3.913256,10,143.713393
4.048328,10,143.720393
3.806271,10,143.727393
9.812623,11,143.735393
9.837303,11,143.743397
9.901725,11,143.752397
3.731484,10,143.760599
9.881001,11,143.768599
3.82023,10,143.776223
3.954292,10,143.783223
9.942922,11,144.450438
3.722492,10,144.46048
3.95792,10,144.470542
3.90947,10,144.480544
10.453464,12,144.493545
9.792342,11,144.504912
9.779812,11,144.517495
4.05121,10,144.531282
2.428927,9,144.540322
3.955288,10,144.554377
2.885569,9,144.56845
3.821551,10,144.582254
3.865363,10,144.595263
9.978946,11,144.611539
9.133408,12,144.624879
9.817226,11,144.637883
3.948072,11,144.648896
10.568424,12,144.659951
3.867273,10,144.668521
3.721273,10,144.676521
9.766348,11,144.686994
