episode,deliveries_completed,fuel_used,steps_taken,reward
6299,1,15.446,10,14.273
6300,0,17.547,11,3.938
6301,1,15.637,10,13.047
6302,0,15.523,11,-14.073
6303,0,13.203,7,-2.042
6304,1,18.531,11,12.131
6305,0,18.104,10,0.731
6306,0,15.322,9,-0.482
6307,0,16.056,11,-4.731
6308,0,17.401,10,3.553
6309,1,15.13,8,14.892
6310,0,17.18,9,5.018
6311,1,14.474,10,18.268
6312,0,13.174,9,5.585
6313,0,15.558,10,-7.967
6314,0,16.398,10,-1.851
6315,0,16.047,10,0.171
6316,0,18.455,10,-4.293
6317,2,18.789,12,32.353
6318,0,17.165,10,-1.041
6319,0,14.917,9,-3.595
6320,0,15.055,10,1.439
6321,0,17.081,11,-8.858
6322,0,15.318,8,-3.045
6323,0,17.068,9,1.909
6324,0,15.619,10,-6.114
6325,0,18.124,10,2.625
6326,0,17.721,9,-4.822
6327,0,18.446,11,3.005
6328,0,13.971,9,0.051
6329,0,18.999,11,-1.378
6330,1,14.717,11,14.219
6331,0,18.976,10,-1.072
6332,0,17.868,10,0.522
6333,1,16.003,12,17.995
6334,0,16.46,11,5.818
6335,0,18.234,13,3.643
6336,1,16.65,8,14.298
6337,0,18.807,13,-1.331
6338,0,14.329,10,1.467
6339,0,16.206,12,4.967
6340,1,17.74,10,14.591
6341,0,15.955,9,-1.817
6342,0,13.195,7,-1.528
6343,0,16.044,9,1.161
6344,0,19.095,12,0.608
6345,0,18.817,13,-11.276
6346,0,16.133,10,0.575
6347,0,18.141,10,-2.927
6348,0,13.25,8,2.464
6349,0,16.192,9,-6.597
6350,1,18.797,11,13.844
6351,0,16.165,11,3.947
6352,1,16.048,8,6.309
6353,0,15.906,10,-7.463
6354,0,14.945,8,-4.167
6355,0,13.889,7,0.893
6356,0,13.772,10,-3.705
6357,1,17.673,9,17.511
6358,0,17.227,11,-2.13
6359,0,16.517,10,-0.452
6360,1,15.251,10,20.105
6361,1,15.328,9,17.362
6362,1,16.391,10,18.643
6363,0,16.994,11,-14.82
6364,0,17.42,10,-2.555
6365,0,18.135,10,1.676
6366,0,14.497,10,2.85
6367,0,16.065,9,0.96
6368,0,18.2,10,-2.177
6369,0,17.118,9,-1.988
6370,0,19.343,11,-1.143
6371,1,14.43,9,13.763
6372,0,15.958,9,1.848
6373,0,16.72,10,-5.974
6374,0,16.234,10,-2.68
6375,1,16.064,9,15.096
6376,1,15.285,10,21.006
6377,0,15.686,10,6.274
6378,0,14.042,8,-3.06
6379,1,16.615,11,17.899
6380,1,14.995,10,15.904
6381,0,16.777,9,2.558
6382,1,16.24,10,13.732
6383,0,17.115,10,-0.051
6384,0,17.86,10,6.502
6385,0,14.573,9,1.993
6386,0,18.094,11,1.841
6387,0,17.609,12,2.229
6388,0,13.897,9,-3.21
6389,0,13.161,8,2.99
6390,1,17.782,11,8.89
6391,0,18.141,13,3.064
6392,1,16.457,10,15.037
6393,0,15.631,9,-6.085
6394,0,17.613,10,1.324
6395,0,17.37,10,-4.537
6396,0,13.899,10,3.872
6397,0,19.06,10,-2.234
6398,0,12.887,9,2.368
6399,0,13.752,9,0.203
6400,0,15.325,9,-4.882
6401,0,14.618,9,-5.279
6402,0,17.452,11,-2.123
6403,0,15.852,10,-1.257
6404,1,14.185,9,14.366
6405,0,18.103,10,0.198
6406,0,13.01,9,-1.455
6407,0,13.29,7,1.36
6408,1,16.888,11,16.524
6409,0,16.046,10,-4.31
6410,0,17.067,12,4.381
6411,0,18.394,11,2.014
6412,0,14.719,10,0.328
6413,0,16.411,11,-4.148
6414,0,14.557,9,-0.083
6415,0,16.498,9,0.128
6416,1,16.658,10,16.136
6417,1,16.186,9,17.219
6418,0,15.446,9,3.333
6419,1,18.713,12,21.59
6420,0,15.779,12,-6.189
6421,1,17.199,12,19.383
6422,0,16.957,9,-0.418
6423,0,14.064,8,-3.679
6424,0,15.066,200,-199.115
6425,0,18.022,11,0.446
6426,0,17.869,10,3.483
6427,0,14.272,9,-1.053
6428,0,17.329,10,-0.608
6429,0,15.911,10,2.374
6430,0,19.363,11,3.447
6431,0,18.393,10,-0.467
6432,1,15.418,8,17.014
6433,1,14.838,9,15.218
6434,0,16.514,10,-3.496
6435,0,15.793,10,5.715
6436,0,15.454,10,3.253
6437,0,15.797,12,3.52
6438,0,13.512,7,-6.501
6439,1,16.071,10,18.695
6440,1,15.745,8,16.142
6441,0,13.452,7,-2.067
6442,1,16.727,11,18.329
6443,0,16.472,9,-2.494
6444,0,18.158,12,1.691
6445,0,12.528,9,2.668
6446,0,15.613,9,4.252
6447,0,17.973,9,0.253
6448,0,16.731,10,4.305
6449,0,16.807,10,6.651
6450,1,15.189,11,19.662
6451,0,14.51,9,-7.129
6452,0,15.53,8,-2.825
6453,1,16.485,10,18.167
6454,0,16.839,10,2.405
6455,1,17.505,11,11.149
6456,0,16.68,10,1.11
6457,0,12.183,8,3.932
6458,1,16.606,10,10.992
6459,1,17.633,11,17.915
6460,0,15.2,9,-5.47
6461,0,16.492,10,5.751
6462,0,14.971,9,-2.075
6463,0,17.042,10,1.024
6464,1,17.894,10,16.427
6465,0,18.018,11,2.933
6466,0,15.057,8,-1.149
6467,0,15.136,9,-0.564
6468,1,14.422,10,13.458
6469,1,16.719,10,19.493
6470,0,19.592,11,3.091
6471,0,19.397,12,-1.968
6472,0,16.107,10,-5.113
6473,0,18.102,11,-2.171
6474,0,18.515,12,3.219
6475,0,13.387,8,-2.043
6476,0,19.142,10,3.448
6477,0,16.059,10,4.426
6478,0,16.2,11,-4.502
6479,0,15.223,9,-2.601
6480,2,15.015,10,31.593
6481,0,18.799,10,1.762
6482,1,17.35,11,10.882
6483,1,18.209,11,17.024
6484,1,14.19,8,18.686
6485,0,14.885,11,1.04
6486,0,17.666,11,-4.77
6487,0,16.909,9,-4.741
6488,0,15.912,10,-4.193
6489,0,14.065,10,-3.951
6490,1,17.338,9,15.064
6491,0,14.439,9,0.306
6492,0,18.799,11,-2.786
6493,0,14.224,10,0.303
6494,1,17.527,13,19.023
6495,0,17.586,10,-4.559
6496,0,17.847,12,-3.585
6497,1,12.863,7,14.781
6498,0,19.731,13,-4.253
6499,0,17.766,11,1.65
6500,1,15.483,10,5.233
6501,1,16.359,10,5.319
6502,0,14.523,8,-3.109
6503,1,18.469,11,14.277
6504,1,16.818,9,12.385
6505,1,12.856,8,13.127
6506,0,17.332,11,-1.811
6507,0,17.882,11,1.775
6508,1,15.828,9,13.627
6509,0,17.205,11,3.205
6510,1,14.871,9,15.215
6511,0,19.696,12,-0.464
6512,0,16.748,10,-0.734
6513,0,16.975,11,-9.03
6514,0,14.707,8,-1.114
6515,0,12.219,7,2.237
6516,0,13.707,8,-6.395
6517,0,17.332,11,1.517
6518,0,16.688,10,1.821
6519,1,18.031,11,14.999
6520,0,12.492,8,0.797
6521,0,18.152,10,0.983
6522,2,17.309,13,39.801
6523,0,14.491,9,3.851
6524,0,16.042,9,3.992
6525,0,12.465,7,2.243
6526,0,17.097,11,-5.027
6527,0,12.485,7,-4.32
6528,1,15.489,10,13.929
6529,2,13.221,8,31.53
6530,1,13.009,9,14.332
6531,0,14.441,10,0.454
6532,0,16.719,11,1.378
6533,0,17.294,11,-4.104
6534,1,18.572,11,11.49
6535,0,15.642,11,-10.88
6536,0,18.104,12,-9.455
6537,0,14.472,10,-3.647
6538,1,15.613,11,16.255
6539,1,18.083,10,9.976
6540,0,17.401,11,-3.901
6541,0,14.58,9,1.485
6542,0,16.224,9,0.326
6543,0,16.345,10,-2.645
6544,0,17.054,10,-6.762
6545,1,19.111,12,16.115
6546,0,13.86,10,-1.375
6547,0,15.045,9,-4.555
6548,0,14.754,8,-2.037
6549,0,17.935,9,-1.116
6550,0,16.978,12,-2.076
6551,0,14.462,8,-7.871
6552,0,14.144,11,-9.076
6553,0,14.552,9,4.723
6554,1,17.759,9,9.841
6555,0,13.964,9,-9.271
6556,0,14.108,9,6.142
6557,0,16.211,11,-8.643
6558,0,16.833,8,-2.011
6559,0,18.998,12,4.849
6560,0,13.314,9,3.29
6561,1,17.575,11,13.659
6562,2,16.089,11,34.588
6563,1,15.876,10,19.704
6564,0,17.066,11,-1.181
6565,0,16.61,9,-4.443
6566,0,13.583,8,1.986
6567,1,14.404,10,15.337
6568,0,14.824,9,-10.943
6569,1,16.833,11,22.091
6570,0,14.92,8,1.951
6571,0,13.18,9,-4.368
6572,0,17.835,12,-12.625
6573,0,14.582,8,0.36
6574,1,18.065,11,10.962
6575,1,16.561,10,18.26
6576,0,17.094,10,-1.678
6577,2,19.314,13,37.303
6578,0,14.471,10,-4.658
6579,0,19.049,12,0.571
6580,0,13.992,8,2.907
6581,0,19.967,13,-0.252
6582,0,13.603,8,-8.617
6583,0,15.624,9,-4.912
6584,0,13.627,7,-2.039
6585,0,16.918,10,-5.276
6586,0,17.394,11,0.839
6587,1,17.493,9,12.19
6588,1,14.386,9,14.963
6589,1,15.618,9,14.455
6590,0,14.457,8,-3.846
6591,0,18.311,10,2.946
6592,2,14.668,9,32.433
6593,0,13.499,10,-0.088
6594,0,15.635,9,-1.213
6595,1,17.484,10,14.897
6596,0,18.489,9,4.407
6597,1,14.915,9,15.71
6598,0,17.413,10,6.081
6599,0,15.422,9,-6.592
6600,0,14.465,8,-1.09
6601,0,16.456,10,-6.089
6602,1,17.493,9,11.681
6603,1,18.335,12,19.072
6604,0,13.2,8,-0.904
6605,0,14.872,9,-1.709
6606,0,19.532,13,-2.651
6607,0,15.691,10,3.368
6608,0,14.636,8,-5.836
6609,0,14.848,10,-0.628
6610,0,12.082,7,-3.715
6611,1,15.542,9,14.97
6612,2,17.251,10,30.232
6613,1,16.167,11,21.848
6614,0,14.689,9,-7.476
6615,0,14.914,10,2.707
6616,1,16.662,9,19.25
6617,1,17.343,12,13.729
6618,0,13.866,9,5.17
6619,0,15.471,9,-0.756
6620,0,15.297,10,-2.975
6621,0,18.573,12,-1.655
6622,0,15.434,9,-0.269
6623,1,16.445,11,14.541
6624,0,17.255,11,5.439
6625,1,15.85,11,5.687
6626,1,16.167,9,19.285
6627,0,16.657,10,1.279
6628,0,13.011,8,-1.118
6629,0,16.612,10,-0.679
6630,0,12.383,8,-2.895
6631,0,12.877,7,-3.695
6632,1,13.032,9,14.573
6633,0,17.398,10,-1.657
6634,1,16.997,10,15.993
6635,0,13.143,8,0.504
6636,0,14.656,9,3.305
6637,0,15.932,10,2.05
6638,0,13.832,9,-0.879
6639,0,17.054,11,-4.628
6640,0,16.262,10,0.287
6641,0,17.777,9,-4.656
6642,0,16.225,10,-1.377
6643,0,17.113,11,-2.615
6644,0,19.136,11,0.228
6645,0,13.8,10,1.22
6646,1,16.257,10,19.139
6647,0,18.198,11,3.4
6648,0,18.051,12,-3.277
6649,0,14.448,9,2.739
6650,0,13.365,8,2.107
6651,0,17.767,11,5.876
6652,1,14.418,9,14.855
6653,0,15.663,9,-2.416
6654,0,17.939,11,-5.514
6655,0,16.383,9,4.743
6656,0,16.201,11,1.535
6657,0,16.796,10,-4.38
6658,1,14.723,8,15.451
6659,2,16.005,10,35.22
6660,2,19.43,12,34.375
6661,0,16.238,11,0.883
6662,0,12.667,9,1.919
6663,0,13.009,9,2.944
6664,0,16.045,8,-0.404
6665,0,17.872,11,-1.648
6666,0,18.001,11,5.466
6667,0,16.828,10,-3.362
6668,0,15.666,10,0.347
6669,0,13.142,9,5.96
6670,0,16.684,11,5.582
6671,0,16.37,9,-4.812
6672,2,13.263,7,24.267
6673,0,19.307,13,1.905
6674,0,15.195,9,2.316
6675,0,13.664,10,-6.211
6676,0,14.967,10,-2.797
6677,0,15.167,8,-5.801
6678,1,15.733,10,16.544
6679,0,15.018,10,0.524
6680,0,15.056,8,1.222
6681,0,16.296,11,-1.604
6682,0,16.097,9,2.14
6683,1,17.896,10,14.773
6684,0,16.893,9,4.489
6685,0,15.163,11,2.403
6686,0,13.373,9,5.044
6687,1,18.863,10,13.064
6688,0,15.238,8,3.59
6689,0,14.998,8,-3.724
6690,0,17.546,11,-7.433
6691,0,15.088,8,-1.581
6692,1,15.157,8,12.926
6693,0,13.482,10,3.685
6694,1,12.914,8,12.556
6695,2,19.073,10,26.807
6696,0,14.809,8,2.019
6697,1,17.224,8,15.983
6698,0,19.137,11,-0.522
6699,0,17.684,10,-6.668
6700,0,16.4,10,1.909
6701,0,18.299,10,-2.976
6702,0,13.656,8,3.655
6703,0,13.086,8,-1.565
6704,0,14.361,8,4.327
6705,0,17.162,10,-1.742
6706,0,14.914,9,4.765
6707,0,13.302,8,-1.23
6708,0,14.648,8,-0.819
6709,0,15.703,9,0.726
6710,0,12.357,7,-7.614
6711,1,16.388,12,21.212
6712,0,17.883,12,7.504
6713,1,18.893,12,8.337
6714,0,17.777,11,-0.845
6715,0,14.155,9,0.079
6716,0,14.37,9,-10.698
6717,0,13.344,8,3.236
6718,0,15.252,9,2.695
6719,0,16.261,9,2.424
6720,0,14.198,10,-0.137
6721,0,16.557,9,0.21
6722,0,13.391,8,4.32
6723,1,13.958,7,14.284
6724,0,18.979,12,1.964
6725,0,17.663,11,-1.342
6726,0,18.326,12,-0.476
6727,0,18.347,12,4.929
6728,1,19.248,10,16.492
6729,0,18.067,10,-4.849
6730,0,17.895,10,2.392
6731,0,17.908,12,-0.545
6732,0,19.318,11,-8.093
6733,1,13.615,7,13.992
6734,0,14.337,10,2.236
6735,0,12.312,9,-4.981
6736,0,13.891,7,-11.15
6737,1,14.459,8,13.967
6738,0,16.408,11,3.509
6739,0,14.816,8,4.368
6740,0,16.544,11,7.3
6741,0,17.086,10,1.638
6742,0,17.471,9,-2.523
6743,0,16.247,10,1.325
6744,0,18.773,12,-1.531
6745,1,17.305,10,17.483
6746,0,17.606,11,-0.411
6747,0,14.999,9,-5.022
6748,1,14.264,9,16.547
6749,1,15.622,10,13.329
6750,0,18.606,13,-9.235
6751,0,16.749,10,-2.856
6752,0,19.938,12,-5.094
6753,0,12.93,9,3.242
6754,0,12.78,7,-2.0
6755,1,13.586,8,11.809
6756,0,13.364,8,-9.119
6757,0,16.496,9,3.494
6758,1,15.111,9,18.548
6759,0,14.683,9,1.651
6760,0,16.788,9,5.386
6761,0,15.926,8,-4.24
6762,0,16.744,11,-5.609
6763,0,17.979,11,0.568
6764,0,15.052,9,2.789
6765,0,14.553,9,-4.505
6766,0,18.978,11,-1.22
6767,0,13.737,8,3.121
6768,0,18.2,11,-0.896
6769,0,15.001,10,-5.065
6770,0,18.114,13,-0.834
6771,0,14.116,8,-6.355
6772,0,15.816,10,-1.499
6773,0,16.112,10,-3.067
6774,0,15.617,9,-4.876
6775,0,17.511,10,-2.348
6776,0,16.9,10,4.798
6777,0,18.111,12,3.217
6778,1,13.982,8,17.091
6779,0,13.254,9,-3.154
6780,2,15.271,10,34.886
6781,0,17.164,9,2.804
6782,1,18.141,10,14.003
6783,0,14.629,8,1.809
6784,1,15.938,11,10.323
6785,0,13.296,9,-6.85
6786,1,14.894,10,17.663
6787,1,18.126,10,17.797
6788,0,14.388,8,1.761
6789,1,15.469,11,16.995
6790,0,15.683,9,-2.579
6791,1,18.836,11,16.811
6792,0,14.859,10,-4.843
6793,1,15.527,9,12.27
6794,0,18.547,12,-5.325
6795,0,12.562,7,-2.847
6796,0,14.951,9,5.269
6797,0,12.751,10,-0.4
6798,0,18.21,11,4.657
6799,0,12.973,8,1.344
6800,1,16.926,10,19.241
6801,0,15.818,8,-2.392
6802,0,15.158,11,-2.913
6803,0,18.485,11,5.618
6804,0,16.91,9,0.557
6805,0,17.37,11,-7.098
6806,0,12.118,7,-2.719
6807,0,13.041,7,1.12
6808,0,15.258,10,6.913
6809,1,17.162,10,14.336
6810,0,13.674,8,-1.895
6811,0,16.782,10,0.571
6812,0,18.374,12,-0.724
6813,1,16.494,9,15.339
6814,0,15.477,8,-4.848
6815,0,16.481,9,1.911
6816,0,17.366,11,-1.311
6817,2,18.891,10,35.366
6818,0,14.119,9,3.108
6819,0,14.713,8,3.099
6820,1,17.476,10,17.139
6821,0,13.782,8,2.892
6822,0,15.568,10,1.603
6823,1,19.19,12,20.468
6824,0,16.161,9,2.504
6825,0,18.267,10,-0.327
6826,1,14.339,8,15.419
6827,0,17.182,11,-1.44
6828,1,14.013,8,13.66
6829,0,18.993,11,-5.217
6830,1,14.292,9,14.037
6831,0,15.077,11,0.587
6832,0,13.137,8,-0.589
6833,0,18.759,12,5.644
6834,1,16.165,10,17.75
6835,1,17.241,11,19.582
6836,0,15.288,9,-1.979
6837,0,13.351,8,3.765
6838,0,15.139,8,-3.814
6839,0,18.539,11,-8.104
6840,0,18.397,10,-1.44
6841,0,17.138,11,4.224
6842,0,16.689,11,0.581
6843,0,16.446,11,-0.538
6844,0,16.631,10,-4.263
6845,0,14.68,10,-1.114
6846,0,13.586,7,-2.82
6847,0,19.226,12,-1.933
6848,0,18.272,12,-7.149
6849,0,13.673,8,1.077
6850,1,13.796,8,14.948
6851,0,17.605,10,-3.274
6852,0,13.851,9,3.198
6853,0,16.099,9,2.474
6854,1,17.68,10,24.162
6855,1,18.046,10,22.084
6856,0,19.457,10,-10.957
6857,1,17.364,10,16.379
6858,0,14.392,9,-4.035
6859,1,17.475,12,16.412
6860,0,14.888,9,2.495
6861,0,16.169,9,-2.095
6862,0,15.331,9,5.809
6863,0,15.312,9,-2.122
6864,1,13.221,8,6.156
6865,0,17.635,11,-1.236
6866,0,16.992,11,8.676
6867,0,15.139,9,-2.092
6868,0,19.086,10,-2.22
6869,0,16.052,11,4.033
6870,0,14.245,10,-3.824
6871,0,13.41,8,-5.626
6872,0,13.835,8,0.425
6873,0,14.718,8,1.2
6874,0,16.112,10,1.23
6875,0,15.607,8,-4.861
6876,0,17.241,11,-0.131
6877,0,16.762,9,-0.028
6878,0,15.864,9,3.906
6879,1,13.3,8,17.522
6880,0,18.348,11,0.231
6881,0,17.399,12,-4.312
6882,0,15.871,9,2.933
6883,0,18.748,11,3.163
6884,1,18.201,10,20.257
6885,0,17.277,10,-1.056
6886,0,17.209,10,4.743
6887,1,15.85,11,20.844
6888,2,14.772,10,33.532
6889,1,18.111,12,9.011
6890,1,16.956,9,14.849
6891,0,14.889,9,0.589
6892,0,15.521,9,-0.291
6893,1,16.757,12,19.056
6894,0,13.958,8,2.302
6895,0,18.783,12,2.996
6896,0,14.407,9,0.856
6897,1,15.106,9,20.8
6898,0,18.397,10,-0.414
6899,2,13.885,7,29.762
6900,0,14.806,9,2.74
6901,1,13.599,8,12.96
6902,0,16.878,12,1.61
6903,0,16.671,10,6.613
6904,0,12.658,8,2.227
6905,1,19.029,10,15.01
6906,1,17.672,11,19.162
6907,0,13.772,9,-5.373
6908,0,13.698,9,-0.479
6909,0,14.522,8,1.441
6910,0,16.08,10,3.562
6911,0,13.526,8,0.147
6912,1,15.031,9,16.11
6913,0,18.39,10,-3.059
6914,0,13.822,9,1.961
6915,0,18.091,12,3.891
6916,0,14.696,8,-1.296
6917,1,14.418,8,12.334
6918,0,14.812,9,-7.088
6919,1,13.878,9,14.553
6920,0,17.739,10,-4.045
6921,0,16.731,11,5.108
6922,1,14.248,10,18.576
6923,0,15.193,10,-1.444
6924,0,15.942,8,-3.709
6925,0,13.089,8,-0.581
6926,0,12.29,7,1.414
6927,1,14.347,9,15.767
6928,0,16.564,10,3.471
6929,0,18.986,11,2.885
6930,0,18.721,11,-0.294
6931,0,16.24,10,-0.724
6932,0,13.986,11,1.998
6933,0,17.277,10,3.822
6934,0,14.113,8,3.214
6935,1,18.182,11,25.434
6936,0,15.748,10,-0.175
6937,0,17.487,12,-5.221
6938,0,14.468,9,4.935
6939,0,14.257,10,-6.078
6940,0,18.786,12,-6.122
6941,0,17.789,12,-6.077
6942,0,13.996,7,-6.95
6943,1,16.727,10,16.807
6944,1,14.558,8,17.396
6945,1,15.52,9,15.35
6946,0,15.754,9,-3.797
6947,0,18.211,11,-3.828
6948,0,16.695,9,2.115
6949,1,18.433,10,13.575
6950,0,14.357,10,0.592
6951,0,15.03,9,-6.453
6952,0,13.536,9,-4.404
6953,0,15.664,9,-6.444
6954,0,18.608,12,1.639
6955,1,17.367,10,15.923
6956,1,15.102,10,19.413
6957,0,16.672,10,-0.139
6958,0,12.275,8,-8.884
6959,0,16.051,9,-0.283
6960,0,18.128,11,3.191
6961,0,14.231,9,0.938
6962,1,17.09,11,14.308
6963,0,18.664,15,0.128
6964,0,19.241,13,-6.074
6965,0,15.926,9,0.355
6966,1,18.468,11,14.391
6967,0,16.329,10,-10.157
6968,0,16.058,10,-1.61
6969,0,13.958,10,4.853
6970,0,16.808,10,0.664
6971,0,15.225,11,2.361
6972,0,16.569,11,-4.141
6973,0,15.202,9,2.461
6974,0,15.82,10,-2.054
6975,0,16.915,9,-13.942
6976,1,16.346,9,10.084
6977,0,18.318,12,-2.799
6978,0,13.53,8,-0.127
6979,0,14.515,8,3.425
6980,0,18.042,11,-2.182
6981,0,13.997,8,3.75
6982,1,15.593,9,9.291
6983,1,15.725,10,14.844
6984,0,16.598,12,6.7
6985,0,18.558,11,-2.878
6986,1,14.47,9,11.463
6987,0,16.754,10,-2.851
6988,0,18.652,12,-1.083
6989,0,14.438,10,7.188
6990,1,17.217,9,20.018
6991,2,19.57,13,32.09
6992,0,12.182,8,-3.618
6993,0,16.197,11,-6.098
6994,1,17.277,12,22.781
6995,1,12.678,10,9.948
6996,0,16.895,10,-1.978
6997,1,16.557,11,22.042
6998,0,13.785,10,-1.547
6999,0,16.978,11,-6.648
7000,0,16.83,11,-4.233
7001,0,11.903,8,4.669
7002,0,15.74,10,5.242
7003,1,15.326,11,18.846
7004,0,15.025,10,-5.474
7005,1,15.292,8,13.949
7006,0,17.004,10,-2.711
7007,1,13.661,8,15.314
7008,1,18.854,11,17.893
7009,1,13.891,8,11.671
7010,1,18.331,12,16.384
7011,0,17.404,12,0.155
7012,1,16.436,9,16.088
7013,0,13.841,8,4.094
7014,2,14.52,9,19.643
7015,0,14.844,8,-7.413
7016,1,14.484,9,13.325
7017,1,14.078,8,13.934
7018,0,12.846,8,-1.102
7019,0,17.429,11,-5.068
7020,2,15.207,9,25.926
7021,0,13.164,8,-5.963
7022,0,18.63,11,1.396
7023,1,15.379,9,9.94
7024,0,15.205,9,1.543
7025,0,12.1,8,0.308
7026,0,14.997,9,0.796
7027,1,18.294,12,18.593
7028,1,14.944,9,17.311
7029,0,16.391,10,2.357
7030,0,16.818,11,5.1
7031,1,16.747,10,13.236
7032,0,17.744,10,3.786
7033,0,18.462,10,-5.289
7034,2,13.97,8,31.099
7035,0,19.285,10,-4.561
7036,0,15.335,10,-2.044
7037,0,14.529,9,-0.378
7038,0,18.03,11,1.847
7039,0,18.576,10,1.014
7040,0,17.433,9,2.477
7041,1,18.768,10,14.651
7042,0,17.836,11,0.459
7043,1,16.464,11,14.595
7044,0,16.22,9,4.096
7045,0,15.174,8,-3.037
7046,1,18.57,11,14.892
7047,0,16.39,10,1.533
7048,0,17.029,11,-0.542
7049,0,12.489,7,0.044
7050,0,16.306,9,3.733
7051,1,16.982,10,10.721
7052,0,18.514,10,0.465
7053,0,16.962,10,-1.623
7054,0,14.134,8,-0.487
7055,1,15.075,8,13.58
7056,0,16.274,9,2.357
7057,0,14.59,9,0.419
7058,0,12.883,9,3.29
7059,1,15.728,10,13.146
7060,1,17.34,9,10.969
7061,0,15.73,9,0.005
7062,0,15.77,9,-7.084
7063,0,14.948,10,-3.66
7064,0,14.665,9,-2.174
7065,0,12.865,9,0.275
7066,0,15.22,8,3.678
7067,0,15.07,9,0.789
7068,0,13.205,7,-1.396
7069,0,12.252,7,-2.487
7070,0,15.977,10,4.451
7071,0,16.545,11,3.646
7072,0,16.148,11,1.581
7073,0,16.714,10,-7.271
7074,0,18.344,9,-0.641
7075,0,15.131,9,1.135
7076,0,15.334,9,-6.227
7077,0,16.145,11,-8.337
7078,1,15.429,9,9.48
7079,1,17.092,10,18.791
7080,0,13.573,9,0.215
7081,0,13.681,8,-1.011
7082,0,12.592,8,-1.287
7083,0,19.021,11,2.348
7084,0,12.715,9,-6.968
7085,0,14.926,8,4.467
7086,1,12.649,7,14.502
7087,0,14.309,10,-5.659
7088,1,18.76,11,15.045
7089,0,19.064,12,-5.904
7090,0,13.808,9,5.486
7091,0,17.083,11,5.574
7092,0,13.902,9,-1.097
7093,1,19.165,10,11.709
7094,0,12.939,8,1.678
7095,0,15.334,10,1.71
7096,0,16.845,10,5.44
7097,0,16.388,9,-7.817
7098,0,13.639,9,2.086
7099,0,14.499,8,4.318
7100,1,17.609,11,12.952
7101,0,18.246,10,-3.91
7102,0,15.537,10,-1.082
7103,1,17.373,12,15.973
7104,0,13.646,7,1.499
7105,0,19.329,12,2.667
7106,0,14.096,8,-6.353
7107,1,18.259,10,12.691
7108,0,16.018,10,-2.826
7109,1,16.837,12,14.659
7110,1,12.66,8,11.914
7111,0,15.904,8,1.051
7112,0,14.109,10,-8.822
7113,0,17.152,12,8.867
7114,0,15.278,9,-1.39
7115,0,16.635,8,-2.02
7116,0,14.529,8,-4.581
7117,0,11.86,7,-0.408
7118,0,15.6,11,-3.282
7119,0,16.983,10,2.718
7120,0,14.717,9,6.101
7121,0,14.103,8,-3.996
7122,0,13.903,8,1.259
7123,1,16.149,10,21.048
7124,0,15.064,10,-2.219
7125,0,15.573,10,-5.901
7126,0,12.967,8,2.401
7127,0,14.632,8,2.235
7128,1,15.826,9,19.974
7129,0,14.832,9,1.236
7130,1,17.698,9,14.332
7131,1,14.759,9,13.915
7132,0,15.561,10,-5.554
7133,0,14.759,8,2.324
7134,0,14.826,8,-2.796
7135,1,18.788,11,11.279
7136,0,13.764,8,-5.805
7137,1,18.436,12,18.135
7138,2,16.301,10,31.088
7139,0,17.885,12,-2.745
7140,1,17.353,10,14.047
7141,0,16.112,11,-5.833
7142,0,15.998,10,-10.518
7143,1,18.084,10,11.743
7144,1,17.67,10,16.348
7145,0,19.132,11,2.474
7146,0,18.696,117,-117.769
7147,1,15.596,9,16.707
7148,0,16.569,11,0.211
7149,0,16.898,10,-8.901
7150,0,15.844,9,-4.634
7151,0,12.87,8,2.794
7152,0,15.774,9,0.071
7153,0,13.611,9,-4.711
7154,0,17.463,12,-2.862
7155,0,14.846,9,-6.079
7156,0,18.433,10,6.688
7157,0,18.101,12,-0.638
7158,0,16.681,10,-5.093
7159,0,18.534,10,-8.678
7160,0,14.701,10,-0.287
7161,0,18.354,12,2.263
7162,1,16.898,10,16.823
7163,0,15.25,7,-5.075
7164,0,13.102,8,3.227
7165,2,18.631,10,30.341
7166,0,18.054,10,-6.578
7167,0,12.862,7,1.578
7168,0,17.599,9,5.284
7169,0,15.5,9,2.998
7170,0,14.188,10,5.702
7171,1,17.13,10,20.046
7172,1,14.152,8,16.636
7173,0,14.674,9,-2.478
7174,0,15.694,8,-2.242
7175,0,14.363,8,0.664
7176,0,16.843,11,2.451
7177,0,16.377,9,-7.799
7178,1,14.983,9,16.472
7179,1,13.547,9,9.795
7180,0,18.199,11,1.03
7181,0,12.757,8,1.396
7182,0,14.176,10,-2.918
7183,1,16.73,10,13.651
7184,0,13.665,8,-0.042
7185,0,12.927,7,0.18
7186,0,18.428,9,3.101
7187,0,14.129,9,2.422
7188,1,18.745,9,12.899
7189,0,14.191,8,-0.501
7190,0,17.834,11,-11.345
7191,0,15.935,10,-3.339
7192,0,18.603,11,1.89
7193,0,16.37,10,0.081
7194,0,15.571,11,1.109
7195,0,19.058,11,4.306
7196,0,14.546,9,3.332
7197,0,18.311,12,5.489
7198,1,16.685,10,10.812
7199,2,18.342,11,37.065
7200,1,13.347,7,15.067
7201,1,17.567,11,15.206
7202,0,13.381,10,1.447
7203,1,13.41,7,15.52
7204,0,14.321,9,-1.008
7205,0,17.092,9,-1.031
