episode,deliveries_completed,fuel_used,steps_taken,reward
137,1,17.5,12,14.619
138,0,13.0,200,-194.498
139,0,15.0,11,0.692
140,0,14.0,11,-2.778
141,0,18.0,13,-12.25
142,0,14.0,11,-3.396
143,2,17.5,14,21.881
144,0,19.5,15,7.66
145,0,12.5,200,-210.718
146,0,15.5,11,-4.332
147,0,14.5,12,5.999
148,0,14.5,11,-2.572
149,0,15.0,12,3.044
150,0,13.0,9,-15.316
151,0,15.5,14,2.207
152,0,12.5,200,-198.291
153,0,15.0,11,0.278
154,1,17.5,14,17.952
155,0,15.0,10,-4.1
156,1,14.0,11,10.183
157,1,18.0,13,18.102
158,1,14.5,11,16.548
159,1,16.0,13,18.115
160,1,14.5,11,21.351
161,0,14.5,200,-197.65
162,0,13.0,200,-194.387
163,0,17.0,13,-11.74
164,1,17.0,12,18.245
165,1,13.5,10,18.887
166,0,14.5,11,4.748
167,0,15.5,12,-4.525
168,0,11.5,200,-198.799
169,0,14.5,11,-4.046
170,0,18.0,13,-1.611
171,0,19.5,15,-0.754
172,0,14.5,11,-15.066
173,1,17.5,12,15.609
174,0,13.5,11,-0.363
175,1,18.5,13,23.811
176,0,16.5,13,-10.943
177,0,12.5,200,-206.577
178,1,17.0,30,-15.908
179,0,12.5,200,-202.793
180,0,15.5,10,-0.607
181,0,18.5,14,-0.45
182,0,13.0,200,-204.082
183,0,14.5,10,4.418
184,1,18.5,13,9.529
185,1,14.0,11,17.265
186,0,12.5,200,-200.77
187,0,19.0,14,-1.675
188,1,17.0,12,15.173
189,0,14.5,10,-1.322
190,1,17.5,12,11.639
191,0,15.0,12,7.942
192,0,15.5,11,3.87
193,0,16.0,12,7.496
194,0,13.5,200,-201.12
195,0,15.5,200,-199.82
196,1,17.0,12,20.223
197,1,16.5,12,17.966
198,1,18.5,13,14.883
199,0,15.5,200,-209.613
200,0,16.0,12,0.2
201,0,15.5,12,-2.417
202,0,13.5,10,2.684
203,0,13.5,11,-0.928
204,1,12.5,9,14.477
205,1,16.5,12,12.432
206,0,14.0,10,-2.8
207,0,12.0,200,-206.002
208,0,13.5,200,-205.704
209,0,14.0,200,-202.601
210,0,18.5,14,-4.918
211,1,17.5,14,23.077
212,1,16.0,12,14.119
213,0,14.5,11,4.366
214,1,15.0,12,7.317
215,0,19.0,13,-17.392
216,0,12.5,200,-200.757
217,1,17.0,13,17.17
218,0,15.5,12,5.282
219,0,15.0,12,-7.128
220,1,14.5,11,15.003
221,0,13.0,200,-201.012
222,1,15.0,10,9.675
223,1,15.0,25,-9.46
224,0,13.5,200,-201.982
225,0,17.5,12,2.92
226,0,14.0,10,-4.157
227,0,15.0,13,2.043
228,0,15.5,13,2.5
229,0,15.5,200,-185.068
230,0,18.5,14,-7.875
231,0,17.5,13,-8.824
232,0,18.0,13,-0.425
233,1,16.0,13,12.789
234,1,16.0,200,-184.022
235,0,19.5,15,0.1
236,1,15.0,33,-6.509
237,1,17.5,12,9.25
238,1,18.5,13,23.27
239,0,19.0,14,-0.826
240,0,14.5,11,2.393
241,1,15.5,13,18.087
242,0,19.0,15,-3.75
243,0,17.0,12,-8.013
244,0,17.0,200,-210.739
245,1,13.5,11,21.29
246,0,18.0,14,-6.444
247,0,17.5,15,-5.4
248,2,18.5,16,31.185
249,1,14.0,12,17.97
250,0,15.5,12,-1.347
251,0,14.0,10,-9.311
252,1,15.5,11,20.744
253,1,19.0,14,15.817
254,1,17.0,13,14.803
255,1,17.5,14,12.121
256,0,15.5,12,-1.463
257,0,17.0,15,-3.35
258,0,18.0,13,-3.45
259,0,15.5,11,-0.889
260,0,14.5,10,4.416
261,0,15.5,12,-5.061
262,0,15.5,12,4.95
263,0,13.5,11,-7.444
264,1,16.0,12,21.633
265,0,12.5,200,-203.248
266,0,11.0,200,-205.743
267,1,15.0,12,9.545
268,0,13.0,10,5.452
269,0,15.5,12,2.44
270,1,16.0,12,17.915
271,1,19.5,13,5.62
272,2,17.5,12,37.676
273,0,12.5,10,-4.05
274,0,19.5,15,1.742
275,0,14.5,12,2.075
276,0,16.5,13,1.57
277,0,18.0,13,2.416
278,0,16.5,13,-10.798
279,0,15.5,12,4.35
280,0,16.5,11,5.916
281,1,14.0,11,14.61
282,0,13.0,11,-2.29
283,0,16.5,11,1.293
284,0,16.0,13,-7.594
285,0,17.5,13,-14.321
286,0,14.5,12,-5.639
287,0,15.5,10,-1.422
288,0,16.0,10,-1.925
289,1,17.5,12,12.077
290,0,15.5,11,6.4
291,1,14.5,13,3.752
292,1,16.5,13,21.998
293,1,15.5,12,16.298
294,1,17.0,55,-31.299
295,1,18.0,14,22.989
296,0,15.5,200,-195.744
297,1,18.0,13,21.658
298,0,16.0,12,2.628
299,0,15.0,12,3.632
300,0,15.5,200,-199.074
301,0,14.5,11,4.966
302,0,16.0,11,-1.022
303,0,16.5,12,5.01
304,0,17.5,12,-0.763
305,1,15.0,11,11.691
306,0,16.5,13,4.666
307,1,18.0,14,14.424
308,1,16.0,12,11.122
309,2,17.5,200,-161.538
310,0,17.0,13,-9.507
311,1,18.0,13,21.898
312,0,15.5,11,2.134
313,1,14.0,11,15.919
314,1,18.0,14,19.059
315,0,18.0,200,-205.144
316,1,15.5,11,22.691
317,0,17.5,13,-9.144
318,0,12.5,200,-208.099
319,1,17.0,66,-49.354
320,0,13.5,11,2.5
321,0,15.0,12,2.134
322,0,17.0,14,-3.028
323,0,17.5,13,1.498
324,1,18.0,74,-54.376
325,0,16.0,13,6.672
326,1,16.0,11,9.988
327,2,14.5,10,33.472
328,0,14.5,10,2.85
329,1,18.0,15,22.149
330,1,14.5,24,-5.746
331,1,15.0,12,21.044
332,3,12.0,9,84.65
333,0,16.5,13,0.428
334,0,19.5,14,4.782
335,1,18.5,14,13.937
336,0,12.5,200,-197.85
337,1,18.0,14,14.469
338,0,15.0,11,7.278
339,0,13.5,9,0.649
340,1,14.5,10,8.256
341,0,13.0,200,-205.105
342,0,16.0,11,-4.15
343,0,13.5,11,-5.385
344,0,13.5,200,-206.092
345,3,19.0,14,85.239
346,0,16.5,13,2.898
347,1,18.0,15,1.067
348,0,15.5,13,-9.111
349,2,14.5,11,37.307
350,1,16.5,13,19.687
351,0,17.0,13,-8.774
352,0,15.5,200,-195.565
353,0,14.5,10,5.478
354,1,14.5,12,11.967
355,2,17.0,14,34.856
356,0,15.0,200,-205.431
357,1,16.0,25,-2.238
358,0,18.0,13,-8.425
359,0,17.5,13,2.046
360,1,16.0,13,0.795
361,0,14.5,200,-208.455
362,0,12.0,200,-208.0
363,1,19.0,30,-16.254
364,0,13.0,10,-3.915
365,0,16.0,12,-12.966
366,0,19.0,14,-4.285
367,0,12.5,200,-202.25
368,0,14.0,200,-198.521
369,0,18.0,12,-10.426
370,0,13.0,200,-201.132
371,0,19.5,14,-9.575
372,1,15.5,11,17.615
373,0,14.0,11,-8.524
374,0,18.0,13,-9.422
375,1,17.5,13,12.262
376,1,19.0,14,11.306
377,0,14.5,12,0.968
378,0,18.0,13,-4.922
379,0,18.0,200,-196.736
380,0,17.0,200,-198.493
381,0,17.5,13,-4.7
382,0,16.0,12,-15.906
383,2,17.5,14,33.951
384,0,18.5,13,-10.775
385,1,18.5,60,-34.084
386,1,13.5,9,18.172
387,1,15.5,11,17.717
388,0,14.0,11,0.804
389,0,17.0,13,-1.611
390,1,15.0,11,20.817
391,0,15.5,11,-0.243
392,0,14.5,11,-2.411
393,0,17.0,13,-5.55
394,0,15.5,200,-188.05
395,0,15.5,200,-200.092
396,1,17.5,16,15.873
397,1,18.0,13,17.541
398,0,15.0,12,-5.054
399,0,14.0,11,5.382
400,0,13.5,10,7.138
401,1,18.5,16,6.135
402,0,14.5,10,1.72
403,0,12.5,200,-202.227
404,0,15.5,11,0.618
405,0,19.0,15,-1.639
406,0,13.5,200,-206.475
407,0,15.5,11,-7.154
408,0,18.5,200,-209.348
409,0,15.0,12,3.778
410,1,13.0,10,21.477
411,0,18.5,14,-3.175
412,0,14.5,11,0.316
413,0,19.5,14,-3.122
414,0,18.5,13,3.972
415,0,14.5,200,-203.992
416,0,13.5,11,-2.946
417,0,18.5,14,-8.525
418,0,12.5,200,-205.604
419,0,11.5,200,-203.348
420,0,16.5,12,6.148
421,0,12.0,200,-198.046
422,0,18.0,200,-205.87
423,0,11.5,200,-203.501
424,0,18.5,12,-6.972
425,1,18.0,14,18.977
426,0,17.5,13,-2.548
427,0,18.5,14,-2.628
428,0,14.5,12,3.699
429,0,12.5,200,-199.001
430,1,17.5,11,17.195
431,0,15.5,12,-13.51
432,1,14.0,10,14.817
433,0,16.0,12,-4.525
434,1,15.5,12,15.482
435,0,17.5,13,-4.072
436,0,16.0,200,-201.387
437,0,14.0,11,1.722
438,1,14.0,12,16.145
439,0,15.0,11,-1.139
440,0,17.0,12,2.998
441,1,18.0,13,11.349
442,0,18.0,13,-2.839
443,1,17.0,16,17.507
444,1,18.5,14,10.307
445,0,14.0,11,-3.55
446,0,19.0,13,-9.261
447,0,13.5,11,-6.052
448,0,10.5,200,-201.124
449,2,17.0,12,28.06
450,0,19.0,12,-1.941
451,1,18.0,14,23.863
452,0,19.0,200,-204.52
453,1,13.5,10,12.01
454,0,17.0,13,-2.928
455,0,14.5,12,-1.275
456,0,17.0,13,-14.392
457,0,15.5,12,7.438
458,1,19.0,14,11.117
459,1,15.0,12,18.3
460,0,13.5,12,2.22
461,0,15.0,11,-7.446
462,0,13.5,10,-9.922
463,0,17.5,13,3.77
464,1,14.5,12,16.491
465,0,13.5,12,1.176
466,2,17.0,13,37.139
467,0,11.5,200,-198.399
468,0,16.5,12,-1.147
469,0,17.0,13,-6.578
470,0,13.5,9,-2.511
471,1,15.5,14,11.095
472,0,18.0,14,3.066
473,0,13.0,10,-1.257
474,2,16.5,13,31.798
475,1,17.0,13,16.966
476,0,17.5,13,5.998
477,0,18.0,200,-202.841
478,1,13.5,10,14.559
479,0,17.0,13,2.048
480,0,12.5,200,-208.542
481,0,18.5,13,-4.175
482,0,17.5,14,7.578
483,0,17.0,12,6.642
484,1,15.0,11,20.751
485,0,19.0,13,0.378
486,1,17.0,13,7.271
487,1,17.5,12,12.345
488,0,16.0,12,6.56
489,0,13.0,10,1.3
490,1,15.0,14,24.96
491,0,17.0,14,-6.144
492,1,18.0,16,-0.028
493,0,18.0,16,6.72
494,1,14.0,10,10.906
495,0,14.5,11,-5.835
496,0,13.5,10,-0.554
497,0,11.5,200,-202.634
498,0,18.0,200,-200.898
499,0,17.0,14,-4.086
500,0,16.5,12,-7.15
501,0,16.5,200,-186.784
502,0,14.5,12,2.678
503,0,14.5,10,-3.228
504,0,14.0,200,-202.4
505,0,15.0,200,-201.778
506,1,19.0,13,6.882
507,0,18.5,200,-205.275
508,1,18.5,14,0.146
509,0,17.5,15,-2.8
510,0,13.5,12,1.561
511,1,18.0,13,9.17
512,0,18.5,15,0.818
513,1,18.5,13,18.905
514,0,16.5,14,2.178
515,0,12.5,200,-201.357
516,0,14.5,11,-4.225
517,0,13.5,11,-0.543
518,1,14.5,12,9.367
519,0,13.5,12,0.861
520,0,12.5,200,-197.828
521,0,12.5,11,-1.8
522,1,14.0,10,21.82
523,0,15.0,12,-4.4
524,0,14.0,10,2.565
525,0,14.0,11,-5.078
526,0,16.5,11,-2.4
527,1,18.5,14,15.854
528,0,12.0,200,-204.182
529,0,18.0,13,9.895
530,0,17.5,14,6.05
531,0,13.0,10,-16.942
532,0,15.5,10,4.02
533,0,18.0,14,-1.028
534,0,16.0,13,-5.894
535,1,16.0,13,0.91
536,1,17.0,17,10.175
537,1,16.0,200,-190.604
538,0,17.5,13,-1.528
539,0,14.5,200,-200.416
540,1,18.5,14,23.347
541,1,18.0,15,17.562
542,0,12.5,200,-205.809
543,3,12.5,11,87.678
544,0,17.5,12,-2.563
545,0,17.0,14,2.544
546,0,14.0,11,-8.024
547,0,15.5,11,1.398
548,0,11.0,200,-208.1
549,1,15.0,11,12.904
550,0,18.0,200,-206.4
551,1,13.5,12,4.997
552,0,19.5,16,0.475
553,0,18.5,15,6.2
554,0,14.5,11,-16.7
555,0,16.5,12,4.116
556,0,15.5,11,-2.446
557,1,15.0,12,20.633
558,0,19.0,13,-0.522
559,0,15.0,11,-4.05
560,0,18.5,12,-9.707
561,0,15.5,11,-16.314
562,1,13.5,10,17.244
563,0,16.5,13,-0.304
564,0,17.5,14,5.122
565,1,16.5,12,7.542
566,0,14.0,11,0.575
567,1,19.0,14,17.689
568,0,14.0,11,-7.607
569,1,16.0,11,18.779
570,1,16.5,13,6.635
571,1,17.0,15,23.394
572,1,15.5,11,20.093
573,0,16.5,12,3.322
574,0,13.5,200,-196.35
575,0,15.5,11,3.628
576,0,18.0,14,-3.178
577,0,18.5,13,2.862
578,0,12.5,10,-1.661
579,0,13.0,11,-9.978
580,0,17.5,13,-6.725
581,1,13.0,11,16.862
582,1,15.5,12,1.899
583,0,14.5,12,-12.816
584,1,16.0,11,7.626
585,1,15.0,12,14.799
586,1,15.5,11,16.802
587,0,15.0,12,8.4
588,1,17.5,12,20.709
589,0,16.0,12,-6.011
590,0,18.0,200,-204.639
591,0,13.5,200,-202.759
592,0,11.5,200,-201.993
593,0,14.0,200,-198.924
594,1,14.0,10,15.956
595,1,18.5,13,6.153
596,0,14.5,200,-209.168
597,1,17.5,13,11.775
598,0,14.0,10,-3.028
599,0,13.5,10,1.992
600,0,19.0,14,5.166
601,0,14.5,11,-8.472
602,2,17.0,12,19.185
603,0,15.5,13,-3.979
604,1,18.0,14,25.559
605,0,18.0,12,-7.0
606,0,18.5,13,1.628
607,1,18.5,13,10.495
608,0,13.0,9,3.678
609,1,15.0,12,20.959
610,0,18.5,16,7.192
611,0,14.5,11,-0.811
612,1,14.0,10,21.526
613,1,14.5,11,9.65
614,0,15.0,11,1.648
615,0,10.5,200,-204.032
616,0,18.5,13,1.646
617,0,12.5,200,-203.448
618,0,14.5,11,-0.659
619,0,15.5,12,-2.417
620,1,19.0,14,17.113
621,0,17.0,13,2.75
622,0,16.0,12,-4.786
623,0,14.0,10,-15.449
624,1,18.5,13,6.921
625,0,13.0,200,-196.3
626,1,17.0,13,24.627
627,0,19.0,15,-4.025
628,1,17.0,12,21.474
629,0,14.0,200,-204.83
630,0,16.0,11,-6.861
631,0,18.0,11,3.812
632,0,14.5,200,-201.482
633,1,18.5,66,-45.957
634,0,11.0,200,-200.902
635,2,18.5,12,17.458
636,1,15.0,13,3.968
637,0,13.0,11,-1.261
638,0,15.5,12,3.987
639,1,14.0,11,15.328
640,0,14.0,12,3.633
641,0,15.5,11,-7.746
642,1,16.5,15,20.084
643,0,15.5,12,3.192
644,0,16.0,14,3.372
645,0,19.0,15,5.516
646,0,14.5,12,-3.763
647,1,18.0,14,14.991
648,0,17.0,13,-0.722
649,1,14.0,10,19.869
650,0,14.0,10,5.411
651,0,14.0,11,-2.522
652,0,16.0,11,-9.661
653,0,15.0,12,-10.762
654,0,18.5,12,7.61
655,0,14.0,11,-0.309
656,1,15.5,11,17.367
657,0,19.0,17,-0.378
658,0,18.0,200,-199.3
659,0,15.0,200,-200.702
660,0,17.5,11,-3.3
661,1,14.5,12,4.635
662,0,18.0,12,3.714
663,0,19.0,14,-1.772
664,0,17.5,13,-19.425
665,1,17.5,12,7.101
666,0,16.0,12,-0.902
667,1,17.5,13,15.354
668,1,14.5,11,20.989
669,0,15.5,13,5.472
670,0,17.0,13,-18.01
671,0,14.0,11,-8.412
672,0,14.5,11,-6.108
673,0,13.5,11,4.742
674,1,15.5,13,8.454
675,0,15.5,11,2.085
676,0,18.0,200,-205.1
677,0,17.0,12,-2.867
678,0,15.0,11,4.471
679,1,19.0,22,3.951
680,0,15.5,13,5.606
681,0,16.5,14,5.838
682,0,14.0,10,-13.336
683,0,14.5,12,-2.35
684,1,13.5,10,15.535
685,2,16.5,12,38.287
686,1,17.0,12,18.239
687,1,16.0,12,14.717
688,0,18.5,15,-18.172
689,1,14.5,12,16.836
690,0,14.0,200,-203.804
691,1,16.0,11,18.896
692,1,19.5,23,-4.977
693,1,14.5,12,22.524
694,0,17.5,12,3.256
695,0,16.0,12,2.07
696,0,14.0,11,-4.85
697,0,16.5,200,-204.542
698,0,15.5,12,7.046
699,0,13.5,10,-1.222
700,1,15.5,12,18.694
701,1,13.5,10,13.901
702,1,15.0,11,18.789
703,1,14.5,11,12.224
704,0,17.0,13,0.594
705,0,17.5,12,4.971
706,1,18.0,13,9.032
707,0,16.5,12,2.05
708,1,14.5,11,15.179
709,1,13.5,11,16.378
710,0,18.5,14,5.212
711,1,15.0,11,13.818
712,1,14.5,11,5.693
713,0,14.5,12,2.278
714,0,11.5,200,-198.498
715,0,16.0,13,6.683
716,0,16.0,11,4.881
717,0,16.0,12,4.37
718,0,16.5,13,-6.522
719,0,12.0,200,-198.707
720,0,16.0,12,5.428
721,0,15.5,12,-1.204
722,0,18.0,200,-186.011
723,0,13.0,10,5.628
724,1,16.0,10,17.487
725,0,17.5,12,-4.006
726,1,17.5,12,16.067
727,0,15.0,10,-9.966
728,1,17.5,14,23.727
729,1,14.0,9,12.789
730,1,16.5,12,7.306
731,0,16.0,13,2.843
732,0,17.0,12,-4.802
733,1,16.0,13,16.013
734,0,15.0,11,-8.65
735,0,19.5,14,1.427
736,0,17.5,13,0.309
737,1,14.0,10,17.546
738,1,13.5,9,18.091
739,0,17.0,14,5.472
740,0,16.0,12,-10.026
741,1,16.5,12,10.045
742,0,15.5,200,-204.109
743,0,13.5,200,-204.154
744,0,15.0,12,-5.3
745,0,15.5,12,0.52
746,0,12.5,200,-197.811
747,0,17.5,12,4.364
748,2,14.5,11,21.778
749,0,16.5,200,-204.692
750,0,17.0,13,4.592
751,0,18.0,15,1.948
752,0,12.0,200,-201.204
753,0,15.0,12,-0.754
754,1,13.5,11,22.2
755,1,15.0,13,14.179
756,0,19.5,14,0.194
757,0,16.5,13,4.849
758,0,16.0,12,-2.715
759,0,13.5,200,-196.35
760,0,17.5,13,1.17
761,0,19.0,13,3.883
762,1,19.0,14,23.128
763,0,17.5,16,6.692
764,0,14.5,13,-1.5
765,0,13.0,200,-198.949
766,0,15.5,13,-7.218
767,0,18.0,14,-16.272
768,1,14.0,11,19.082
769,0,16.5,10,-8.035
770,0,19.0,14,1.516
771,0,18.5,14,-9.648
772,0,14.0,200,-194.73
773,1,18.0,16,20.339
774,1,14.5,26,2.216
775,0,15.0,12,7.042
776,0,16.0,12,-9.249
777,0,18.5,13,9.171
778,0,18.5,14,4.392
779,0,14.0,10,1.898
780,0,18.5,13,1.798
781,0,13.5,200,-203.23
782,0,17.0,13,1.392
783,0,15.0,11,9.021
784,0,18.0,13,-4.65
785,0,13.0,200,-195.12
786,0,18.5,14,2.822
787,1,18.0,13,12.386
788,0,17.5,12,-0.222
789,0,17.5,12,-1.676
790,1,18.0,15,12.618
791,1,15.0,11,15.117
792,0,17.0,11,-15.316
793,0,16.5,13,7.096
794,0,18.5,13,-2.656
795,0,18.0,13,-3.417
796,0,15.0,200,-206.1
797,0,13.5,10,-8.425
798,1,14.0,12,21.177
799,0,15.0,11,-3.615
800,1,15.0,13,12.817
801,0,18.5,13,2.97
802,1,17.5,14,9.599
803,1,15.0,11,13.528
804,0,18.0,12,-8.898
805,0,18.0,13,-1.678
806,1,15.5,12,14.278
807,0,18.0,15,-3.765
808,1,16.5,12,9.295
809,0,17.5,14,2.52
810,0,14.5,12,6.583
811,0,14.0,10,-0.863
812,0,15.0,12,-1.849
813,0,17.5,13,-1.875
814,0,15.0,200,-203.498
815,0,19.0,13,7.882
816,1,14.0,43,-28.711
817,1,14.0,11,11.522
818,1,18.0,28,3.452
819,0,16.0,11,-0.836
820,0,16.5,14,0.522
821,1,17.5,13,15.141
822,0,13.5,11,-4.6
823,0,15.5,13,-8.605
824,2,14.0,12,35.901
825,0,16.5,13,2.762
826,0,16.5,12,-0.496
827,0,15.0,200,-199.772
828,0,14.0,10,-3.272
829,0,19.5,200,-199.45
830,0,12.5,200,-198.842
831,1,17.0,13,16.612
832,0,17.0,14,7.042
833,0,17.5,12,-0.193
834,1,17.0,13,21.506
835,0,18.0,13,5.382
836,0,17.5,12,-15.538
837,0,16.0,12,6.992
838,1,17.5,13,21.209
839,0,19.0,15,-12.316
840,0,13.5,13,2.793
841,0,16.5,14,1.766
842,0,13.5,10,0.65
843,0,15.0,11,1.964
844,0,14.0,200,-198.724
845,0,16.5,11,3.2
846,0,16.5,13,1.598
847,1,17.5,12,3.868
848,0,14.0,11,-9.878
849,0,18.5,13,-9.383
850,1,16.0,12,15.778
851,0,16.5,12,3.192
852,0,16.5,10,-0.793
853,0,19.0,15,-4.65
854,1,18.0,14,20.98
855,0,16.0,12,-17.242
856,1,15.5,12,15.478
857,0,15.0,12,-4.7
858,1,14.5,10,14.358
859,0,17.0,14,-2.148
860,0,14.0,12,7.839
861,0,19.5,14,-2.206
862,0,15.0,11,1.15
863,0,18.5,13,4.866
864,0,17.5,13,2.393
865,0,18.0,12,0.1
866,0,19.0,13,-3.922
867,0,13.5,12,7.666
868,0,16.0,13,-14.592
869,0,17.0,14,8.06
870,0,18.0,14,-3.078
871,0,12.5,200,-194.732
872,1,15.0,12,21.777
873,1,15.0,13,20.244
874,1,14.5,11,13.898
875,0,18.5,15,-15.588
876,0,12.5,10,2.422
877,0,15.0,11,-1.422
878,0,18.0,13,-9.848
879,0,15.5,200,-208.261
880,0,18.5,200,-193.62
881,1,18.5,14,20.576
882,0,16.0,13,-10.476
883,0,19.0,13,-8.696
884,0,14.0,12,0.826
885,0,16.0,13,-13.457
886,0,12.0,200,-206.0
887,0,18.0,15,9.561
888,0,14.0,12,-9.628
889,1,17.0,11,6.845
890,0,13.5,10,7.546
891,0,14.0,10,-9.918
892,0,14.5,11,-2.4
893,0,19.0,13,3.422
894,0,13.5,200,-207.552
895,1,18.5,13,10.795
896,2,18.0,13,39.439
897,0,18.5,13,-12.162
898,0,13.5,10,-0.368
899,0,17.5,13,6.3
900,1,17.5,200,-194.019
901,0,19.0,17,0.278
902,0,18.0,12,4.262
903,1,14.0,12,20.839
904,1,19.5,14,11.591
905,0,13.5,11,6.433
906,0,16.0,12,-12.328
907,0,15.5,14,-1.806
908,0,14.5,11,-4.998
909,1,15.0,12,6.377
910,1,18.5,14,14.689
911,0,13.5,200,-196.911
912,0,15.0,200,-196.546
913,0,18.0,13,3.522
914,0,14.5,10,6.392
915,1,13.0,10,16.488
916,0,13.5,200,-206.029
917,1,12.5,10,14.732
918,0,14.0,11,-9.148
919,0,15.0,12,6.332
920,1,14.5,11,13.302
921,0,12.5,9,-3.257
922,1,15.5,11,9.202
923,0,15.5,11,-4.7
924,0,14.0,10,-5.072
925,1,19.5,13,9.556
926,0,13.5,12,0.435
927,0,14.0,200,-198.441
928,1,17.0,13,19.83
929,0,18.5,14,-2.23
930,1,13.0,10,19.211
931,0,17.5,14,-9.025
932,0,14.5,12,3.02
933,0,16.5,13,0.483
934,1,15.0,11,10.665
935,0,18.0,14,-1.1
936,0,19.5,14,-8.622
937,1,16.5,12,14.589
938,0,15.0,200,-194.226
939,0,16.0,13,-16.464
940,0,17.0,13,-10.299
941,0,15.5,12,-10.899
942,1,14.0,11,15.198
943,0,16.5,13,8.625
944,0,17.0,14,-7.687
945,0,14.5,11,8.882
946,0,16.0,12,2.07
947,0,17.0,13,-2.95
948,1,16.5,13,19.617
949,0,14.0,11,-2.398
950,0,15.5,12,5.61
951,1,14.5,11,21.183
952,1,18.5,15,16.58
953,0,19.0,14,-2.748
954,1,13.5,12,13.3
955,0,15.0,11,-2.422
956,0,14.5,12,1.45
957,2,14.5,11,33.886
958,0,15.0,11,1.31
959,1,18.5,70,-55.744
960,0,14.0,10,-6.915
961,0,18.5,14,-14.682
962,0,14.0,200,-194.366
963,0,14.0,200,-204.062
