#{"t_start": 1774802566.2353065, "env_id": "None"}
r,l,t
1.8446,32,6.741473
-8.038897,28,6.773743
-15.938897,33,6.805242
-10.438897,33,6.837698
8.388872,29,6.864502
-6.638897,28,6.885705
-18.713453,34,6.918149
-0.838897,25,6.935587
3.090833,29,6.955137
-5.017325,26,6.981493
10.3446,22,6.997303
-14.038897,33,7.017288
-14.461033,36,7.050839
-10.859227,24,7.069456
-9.817325,32,7.094399
3.80359,30,7.119321
9.95359,24,7.135868
-7.863453,25,7.154943
7.00359,28,7.185878
7.6446,26,7.205235
-5.138897,25,7.22677
29.646384,27,7.250218
-17.663453,33,7.28328
-7.738897,29,7.311267
-3.172231,37,7.341938
8.616736,58,7.388918
-0.861033,21,7.405197
7.966736,29,7.428936
1.114316,34,7.461066
-11.111033,55,7.502164
-8.338897,31,7.528636
-15.288897,34,7.559293
-2.538897,25,7.583988
8.438872,39,8.759405
36.079059,25,8.78539
7.088872,31,8.806833
-10.838897,29,8.835893
9.30359,25,8.856382
-2.938897,27,8.880972
-7.238897,27,8.905884
-6.617325,28,8.929094
-2.588897,24,8.949089
-7.163453,25,8.969269
-11.283169,25,8.987836
4.3446,30,9.012125
-3.288897,24,9.033668
7.691961,62,9.082846
4.377769,30,9.107354
15.588872,24,9.126789
-8.917325,30,9.151297
8.616736,30,9.176749
-13.183169,29,9.198253
-14.513453,30,9.216787
-8.061033,27,9.244784
5.888872,36,9.2773
14.010445,25,9.299227
-5.567325,27,9.319369
-2.1554,34,9.345121
6.390833,24,9.364396
-10.735109,26,9.493752
-2.511033,22,9.544779
14.138872,26,9.574137
-2.811033,22,9.585835
10.20359,24,9.61325
8.514316,27,9.645679
10.638872,33,9.695869
-0.917325,21,9.71494
33.657486,21,9.726853
-15.183169,29,9.75538
-0.317325,21,9.770922
30.922205,37,9.797491
20.088872,22,9.818053
-22.026653,62,9.86324
-4.988897,25,9.883354
12.034623,29,9.907104
13.366736,24,9.92665
6.068542,26,9.935433
-22.863453,61,9.99745
11.527769,22,10.013667
14.538872,24,10.035647
-4.288897,28,10.061375
-9.024179,25,10.086049
27.937157,24,10.104983
-0.438897,23,10.123404
-10.013453,26,10.139802
-12.213453,30,10.165847
-9.738897,31,10.185681
12.114316,24,10.21344
15.556196,23,10.226622
3.1946,30,10.255419
12.410445,28,10.276631
11.109447,59,10.317322
9.064316,29,10.335823
-18.138897,33,10.36981
-9.038897,29,10.3936
15.866736,22,10.413134
15.938872,22,10.426847
12.577769,24,10.450372
-3.511033,24,10.467345
-18.752606,31,10.498333
-12.963453,29,10.514194
-6.511033,27,10.535346
9.364316,27,10.565264
-8.738897,29,10.593795
28.787157,42,11.744917
-15.602606,28,11.769671
-3.438897,25,11.791506
-2.288897,21,11.813848
11.214316,25,11.835661
10.1446,22,11.856099
0.011103,24,11.878936
10.814316,29,11.907911
-9.638897,29,11.926742
13.938872,24,11.952578
16.410445,25,11.975361
14.032018,22,11.985767
25.193778,26,12.013233
-6.788897,24,12.035883
-4.538897,24,12.055186
-5.413453,23,12.071901
-4.938897,27,12.096513
-13.763453,31,12.119045
36.835351,24,12.135549
3.438872,24,12.157459
12.238872,27,12.176662
12.332018,24,12.198017
16.988872,21,12.216667
-3.938897,23,12.234928
6.992661,27,12.254071
2.011103,20,12.266686
1.627769,31,12.293595
16.238872,24,12.311261
10.432018,26,12.332103
-4.867325,25,12.35549
15.682018,22,12.376509
12.588872,24,12.398343
-4.911033,24,12.408011
12.360445,30,12.440062
11.332018,29,12.467743
2.077769,32,12.493814
17.988872,21,12.510987
31.296384,26,12.526635
14.866736,23,12.548442
-2.688897,21,12.563267
12.027769,24,12.587943
18.288872,23,12.605101
15.588872,23,12.620884
10.727769,24,12.641758
-5.061033,25,12.66349
-4.288897,24,12.687441
-3.688897,26,12.707142
17.766736,21,12.714788
-6.945752,24,12.735841
-1.161033,21,12.75848
-6.461033,24,12.776764
-12.788897,32,12.800318
12.714316,24,12.818157
-6.038897,25,12.837943
-3.945752,24,12.860031
3.568779,30,12.88599
11.2446,24,12.905273
14.510445,25,12.926871
14.338872,27,12.951003
-5.288897,26,12.971135
14.416736,24,12.989758
18.238872,23,13.005064
35.096384,23,13.026702
20.838872,21,13.047451
-0.788897,23,13.066599
-2.438897,21,13.088189
-1.417325,24,13.112196
15.232018,21,13.141738
-0.517325,22,13.17337
9.575163,22,13.20458
-0.611033,21,13.232692
7.338872,25,13.273047
15.360445,25,13.306667
16.088872,25,13.345764
30.557486,22,13.374856
1.311103,21,13.409486
-9.588897,30,13.447031
10.068542,22,13.472461
35.361275,21,13.496474
11.664316,25,13.528627
-4.838897,23,13.558506
15.138872,26,13.587467
2.223347,38,13.630771
19.388872,23,14.757432
18.116736,21,14.775168
13.716736,25,14.795167
17.938872,24,14.818913
-6.3,23,14.838052
12.692661,22,14.85533
16.388872,23,14.8789
17.388872,22,14.902276
15.227769,20,14.916521
-0.488897,22,14.939462
16.132018,22,14.957095
17.488872,23,14.978841
17.016736,22,14.995097
11.764316,24,15.011941
-1.861033,22,15.033195
36.107486,45,15.068407
-4.511033,25,15.085554
-1.838897,23,15.105486
0.382675,22,15.12658
14.732018,23,15.14365
19.188872,23,15.162957
12.8946,20,15.181437
37.435351,23,15.196775
16.577769,19,15.215494
13.788872,20,15.233477
19.488872,22,15.249099
-0.238897,23,15.264827
25.822205,31,15.296428
-0.861033,21,15.316428
-10.245752,28,15.335902
7.427769,28,15.36514
31.607486,44,15.402226
32.622205,25,15.417453
18.488872,23,15.435793
37.285351,23,15.463751
10.3946,25,15.487723
12.414316,24,15.507118
17.766736,21,15.523277
-7.417325,28,15.54735
-12.063453,29,15.568869
32.207486,22,15.585427
17.488872,19,15.60539
-4.088897,24,15.626734
34.113215,21,15.643686
-2.688897,21,15.655336
-0.967325,23,15.678968
-1.567325,23,15.695924
34.172205,21,15.712473
-4.263453,23,15.730459
29.272205,28,15.749988
-0.788897,23,15.776705
12.042661,22,15.80859
-3.311033,23,15.833214
15.588872,21,15.85301
-7.711033,27,15.885407
0.761103,21,15.909196
18.488872,23,15.93064
10.1446,22,15.957295
9.814316,28,15.989479
-12.033169,26,16.021145
6.449342,25,16.048854
-8.388897,25,16.072403
13.638872,24,16.09746
16.060445,25,16.115543
34.650632,24,16.14954
14.538872,22,16.174829
-3.561033,24,16.194207
15.916736,21,16.215755
8.5946,25,16.237473
-0.338897,22,16.257153
15.666736,21,16.27363
17.332018,21,16.291435
19.138872,21,16.307063
1.461103,20,16.317159
16.410445,22,16.335683
-4.611033,24,16.364785
11.238872,27,16.387695
6.918779,27,16.405518
12.966736,24,16.435492
14.582018,23,16.450018
-2.461033,22,16.465193
11.682018,24,16.49712
-0.488897,22,16.513679
6.449342,26,16.535553
-5.738897,25,16.555074
32.863215,22,16.572809
37.750632,21,17.705273
-1.238897,23,17.728703
1.082675,21,17.746318
11.3946,21,17.762156
18.988872,22,17.777343
13.4446,22,17.801777
20.288872,21,17.822235
18.116736,21,17.840377
10.164316,24,17.861266
-0.661033,22,17.883142
16.338872,22,17.901649
-1.438897,21,17.905748
19.710445,22,17.93748
2.082675,20,17.955431
-0.067325,23,17.976692
20.438872,21,17.99373
16.538872,24,18.011039
11.564316,24,18.026601
2.561103,21,18.047134
18.088872,20,18.068225
30.757486,24,18.090525
-1.538897,23,18.117441
33.263215,21,18.135394
14.327769,22,18.15512
33.607486,21,18.174996
1.761103,20,18.191636
-0.488897,22,18.209033
34.857486,20,18.228569
-0.138897,23,18.246614
-0.561033,21,18.266062
-7.538897,25,18.285644
-3.75,20,18.30572
-5.138897,25,18.329035
36.896384,21,18.337306
16.816736,21,18.375055
-5.588897,24,18.393305
19.610445,22,18.421577
12.342661,19,18.435487
15.866736,23,18.459053
11.7446,21,18.480746
16.466736,22,18.501667
11.864316,23,18.522184
14.866736,24,18.545171
34.413215,21,18.568535
16.538872,23,18.591548
-4.811033,26,18.623247
13.366736,25,18.65082
-1.538897,20,18.675774
18.960445,22,18.697198
21.038872,20,18.713087
33.807486,20,18.72665
7.314316,47,18.76177
12.066736,24,18.785713
11.764316,25,18.808004
-7.138897,25,18.832687
36.585351,23,18.85273
14.438872,22,18.870018
-2.288897,22,18.885828
15.566736,22,18.905464
-5.7,23,18.930635
-2.967325,25,18.948898
16.716736,22,18.96503
19.266736,19,18.976626
-2.888897,24,18.996606
16.732018,20,19.012702
15.427769,21,19.029365
37.446384,20,19.046897
33.713215,21,19.061333
15.966736,23,19.087339
14.05359,21,19.105354
-3.261033,23,19.123281
18.888872,20,19.137833
0.861103,22,19.155415
14.866736,24,19.174799
-1.961033,22,19.185591
1.282675,22,19.209257
31.007486,27,19.227357
31.845583,21,19.25078
21.388872,20,19.263905
-0.788897,23,19.280981
1.961103,21,19.300201
-0.017325,22,19.30525
1.861103,21,19.333308
-3.338897,25,19.355558
39.207486,23,19.371635
36.696384,22,19.391994
35.082931,22,19.40536
-1.238897,23,19.428648
21.138872,20,19.435691
18.138872,23,19.466208
-4.895752,24,19.486274
13.127769,23,20.563933
12.990833,19,20.585719
41.879059,20,20.597454
35.107486,23,20.626744
11.864316,25,20.650051
37.546384,20,20.665202
16.766736,22,20.685709
14.764316,20,20.701593
38.800632,19,20.716286
15.166736,23,20.737783
-0.611033,23,20.761158
14.388872,19,20.780977
-4.463453,23,20.799044
-0.911033,21,20.81789
0.032675,22,20.837595
28.307486,25,20.862429
33.957486,21,20.883008
-0.517325,21,20.902318
33.159447,20,20.925458
-1.911033,22,20.950369
15.127769,21,20.974847
20.660445,19,20.993506
37.632931,20,21.015538
39.685351,20,21.037789
38.957486,20,21.059583
14.716736,23,21.083853
-4.011033,24,21.111543
-3.111033,22,21.138592
18.716736,20,21.157412
13.50359,22,21.166664
18.188872,23,21.193785
34.696384,37,21.224944
-1.267325,23,21.247211
-1.611033,22,21.269529
34.407486,21,21.287674
17.638872,23,21.30526
88.757486,25,21.323168
16.277769,19,21.339767
20.788872,20,21.359528
16.216736,21,21.37685
-2.711033,23,21.386024
-4.311033,27,21.419011
13.027769,22,21.435489
14.377769,22,21.455366
-8.985109,24,21.476918
13.3946,20,21.485801
1.911103,21,21.513801
19.110445,22,21.53429
-3.145752,24,21.557443
17.116736,20,21.574553
34.829059,26,21.585661
15.988872,22,21.611137
19.088872,21,21.627117
36.246384,21,21.635578
1.011103,21,21.655061
-0.817325,21,21.678985
40.785351,20,21.69711
39.779059,21,21.713198
14.242661,20,21.732734
12.342661,19,21.735524
17.966736,20,21.763333
38.835351,22,21.783901
-2.961033,23,21.803588
10.688872,21,21.832544
-0.561033,21,21.853917
13.2946,22,21.88096
16.188872,21,21.889096
21.238872,20,21.917397
14.60359,20,21.936602
34.663215,20,21.955032
37.407486,21,21.973568
-0.817325,21,21.985853
16.788872,20,22.009279
2.361103,21,22.024953
15.864316,22,22.035691
37.885351,22,22.06349
13.982018,22,22.085839
16.516736,22,22.103446
16.032018,22,22.12036
-1.411033,23,22.139665
15.988872,23,22.155142
36.272205,19,22.176534
41.757486,19,22.191865
42.657486,21,22.211037
14.538872,25,22.22972
32.157486,23,22.248355
19.738872,21,22.263413
33.772205,22,22.276582
16.566736,21,22.296214
16.364316,22,22.319429
14.477769,21,22.337881
19.860445,22,22.358768
39.332931,19,22.37903
17.832018,19,22.390379
34.846384,23,22.405805
16.488872,21,23.541691
34.207486,21,23.555135
39.885351,21,23.581807
38.346384,20,23.599686
39.150632,20,23.624326
-0.188897,23,23.64835
11.342661,23,23.665663
13.788872,22,23.689438
36.696384,21,23.707137
34.063215,21,23.715792
38.607486,21,23.743799
13.992661,18,23.75505
18.016736,21,23.776801
20.838872,21,23.800115
14.182018,22,23.820555
37.096384,20,23.835837
10.527769,23,23.859899
19.816736,20,23.877288
0.438967,20,23.887039
20.188872,22,23.917575
40.957486,19,23.932563
16.188872,21,23.951545
42.157486,19,23.964686
38.700632,20,23.983195
0.532675,20,24.000604
-2.261033,22,24.018399
35.563215,19,24.035602
39.035351,21,24.052503
19.360445,23,24.063269
14.277769,22,24.093959
34.263215,20,24.109366
38.582931,19,24.124381
16.377769,19,24.141012
15.516736,24,24.156767
36.496384,21,24.182684
19.510445,20,24.185541
19.688872,22,24.215662
14.814316,21,24.235456
19.288872,22,24.255146
1.611103,21,24.273353
21.638872,20,24.289683
14.177769,21,24.305157
17.064316,19,24.320356
36.435351,24,24.339558
35.022205,20,24.357813
13.692661,21,24.376889
36.707486,21,24.393831
38.007486,21,24.418063
21.938872,20,24.437866
0.811103,22,24.45921
40.935351,20,24.479554
13.077769,23,24.503285
33.313215,21,24.522863
-0.067325,23,24.544437
16.764316,20,24.564065
18.666736,21,24.583482
18.516736,20,24.601346
37.361275,20,24.617746
19.466736,20,24.637903
14.827769,21,24.65492
37.157486,22,24.665767
0.138967,20,24.693656
38.957486,21,24.70944
1.132675,21,24.726702
12.688872,19,24.744536
40.457486,20,24.76141
1.911103,21,24.776803
20.438872,21,24.798142
37.946384,20,24.80518
19.588872,21,24.826817
34.287157,20,24.843478
39.432931,19,24.863607
18.288872,23,24.886425
40.085351,20,24.906814
16.316736,22,24.92876
37.346384,21,24.956712
13.50359,19,24.976932
19.188872,22,25.003814
15.327769,21,25.030159
20.588872,21,25.054306
2.661103,20,25.076485
18.532018,18,25.094112
40.235351,21,25.113625
37.907486,20,25.128741
-3.211033,24,25.15228
17.566736,21,25.172715
15.366736,23,25.194402
19.488872,21,25.214827
20.488872,19,25.229913
17.888872,22,25.249286
39.800632,19,25.263411
19.710445,20,25.285429
18.016736,21,25.303952
12.9446,19,25.321341
15.364316,22,25.339142
15.838872,22,25.359854
13.0946,20,25.378195
0.311103,22,25.401814
19.688872,22,26.713584
37.646384,20,26.729702
34.307486,21,26.745548
36.911275,18,26.761321
34.722205,21,26.779685
15.564316,19,26.797338
16.727769,19,26.809269
39.150632,20,26.826931
17.538872,20,26.835607
16.264316,20,26.861368
14.177769,21,26.880234
18.510445,21,26.898953
19.338872,22,26.917071
35.307486,20,26.931437
34.622205,20,26.946937
21.838872,20,26.962844
40.000632,19,26.978958
40.985351,20,26.985485
37.946384,18,27.005402
38.700632,20,27.010595
38.750632,20,27.037735
17.316736,22,27.055118
17.064316,18,27.070534
10.677769,25,27.089286
20.810445,19,27.105019
36.882931,36,27.133084
20.960445,21,27.136245
19.860445,20,27.155404
13.6946,19,27.183275
34.813215,20,27.199821
38.532931,19,27.205234
0.782675,20,27.228793
16.214316,21,27.249098
40.885351,20,27.255466
35.072205,21,27.276912
40.835351,20,27.293707
1.611103,21,27.318156
18.066736,21,27.333558
40.285351,21,27.353097
30.787157,21,27.369564
38.446384,18,27.385584
39.046384,40,27.415844
32.963215,22,27.435741
36.422205,19,27.448344
2.961103,20,27.46412
36.413215,19,27.485563
37.272205,19,27.500378
13.827769,21,27.511769
15.464316,20,27.532452
36.872205,19,27.535768
38.500632,20,27.564702
18.066736,21,27.577139
16.616736,21,27.598892
34.307486,21,27.605065
39.250632,19,27.630183
20.088872,22,27.650603
35.057486,18,27.668692
36.832931,20,27.684113
15.264316,20,27.703708
14.638872,21,27.720548
38.846384,20,27.739826
1.911103,21,27.755271
14.527769,20,27.772331
19.238872,22,27.789803
16.038872,21,27.805207
34.807486,20,27.826859
21.988872,20,27.83567
15.714316,20,27.855462
36.722205,19,27.874759
36.811275,18,27.886666
36.572205,19,27.905005
15.914316,20,27.916278
36.157486,19,27.935518
15.177769,20,27.955176
16.864316,19,27.971662
39.857486,19,27.985627
38.146384,20,28.00045
38.357486,21,28.018905
38.950632,19,28.033139
40.585351,20,28.055078
40.235351,21,28.064741
14.127769,21,28.090252
39.007486,20,28.107685
34.272205,21,28.126766
15.114316,20,28.141763
13.9446,19,28.155924
16.377769,19,28.174863
35.946384,19,28.190105
38.396384,20,28.205402
20.410445,19,28.219715
41.435351,20,28.236507
39.800632,19,28.250119
18.016736,20,28.266047
39.735351,21,28.282331
37.372205,19,28.285871
13.0946,20,28.316635
89.657486,18,28.336608
37.396384,21,28.355575
16.477769,20,28.377516
35.363215,20,28.401525
41.835351,20,29.702406
40.335351,20,29.719634
34.346384,24,29.739555
-0.188897,22,29.760207
16.377769,19,29.777281
41.535351,20,29.796947
13.492661,39,29.832382
39.300632,20,29.850537
40.957486,34,29.877443
38.550632,20,29.88581
38.882931,19,29.917802
15.677769,19,29.933645
21.938872,20,29.949314
0.032675,22,29.966991
18.016736,21,29.982856
16.614316,19,29.99899
37.900632,20,30.017112
37.835351,23,30.033283
38.285351,23,30.048995
39.450632,19,30.067303
21.210445,19,30.083743
12.8446,20,30.10135
36.872205,19,30.112408
19.766736,20,30.133236
43.357486,20,30.155302
34.459447,19,30.174425
16.982018,20,30.191967
38.457486,20,30.20701
21.938872,20,30.225166
36.372205,19,30.238328
38.635351,22,30.255394
18.532018,18,30.270128
37.346384,21,30.290587
42.957486,21,30.309647
36.107486,20,30.317378
37.146384,20,30.335791
-3.738897,22,30.359176
16.732018,20,30.381798
34.963215,20,30.39721
36.272205,19,30.416192
33.907486,19,30.432972
34.735351,25,30.452573
19.466736,20,30.46726
19.416736,20,30.482677
20.988872,21,30.500836
35.007486,18,30.515971
37.157486,21,30.53541
34.663215,20,30.546928
39.185351,22,30.5617
36.722205,19,30.586184
18.738872,23,30.605119
36.646384,21,30.615589
41.585351,20,30.635612
16.588872,21,30.655077
35.413215,20,30.688006
15.277769,20,30.719301
40.585351,20,30.743568
9.277769,25,30.795221
18.988872,20,30.823707
37.557486,21,30.849008
37.896384,20,30.871046
36.511275,20,30.893742
39.407486,23,30.916071
17.938872,20,30.937715
37.546384,21,30.957252
33.457486,21,30.976859
38.607486,20,30.993551
34.722205,20,31.011032
43.357486,20,31.02955
14.827769,21,31.05188
37.296384,21,31.067883
34.496384,21,31.087744
2.711103,19,31.109898
15.677769,18,31.126796
39.107486,20,31.145571
34.513215,21,31.176883
39.900632,19,31.196781
19.760445,20,31.218119
37.482931,20,31.237375
39.300632,20,31.257216
17.666736,22,31.278957
34.146384,24,31.299223
20.910445,19,31.32211
40.707486,20,31.335424
19.438872,22,31.355069
36.463215,19,31.371323
15.538872,22,31.391445
20.888872,20,31.405129
1.911103,21,31.426707
38.146384,20,31.435772
-0.188897,23,31.466014
35.646384,22,31.483274
40.485351,20,31.496385
35.600632,23,31.51873
15.877769,19,31.530863
14.1946,19,31.546442
40.535351,21,31.566126
16.664316,19,31.581234
35.596384,23,31.602893
36.111275,21,32.655375
36.113215,19,32.680841
20.160445,20,32.698916
39.529059,22,32.71548
18.860445,37,32.749346
15.038872,22,32.769679
40.335351,21,32.787755
36.122205,19,32.796427
16.677769,20,32.812127
36.396384,22,32.837591
2.511103,18,32.856449
38.635351,22,32.878848
38.357486,20,32.899071
38.585351,22,32.919157
43.657486,41,32.957262
15.164316,21,32.981067
19.066736,20,32.997143
36.896384,21,33.014379
39.332931,19,33.032754
38.250632,21,33.045457
39.507486,41,33.077448
21.638872,20,33.093071
39.200632,20,33.118027
36.522205,19,33.126912
32.322205,22,33.140446
18.766736,20,33.168745
22.238872,20,33.18499
21.988872,20,33.18917
35.246384,22,33.218877
41.457486,19,33.235594
17.316736,20,33.251802
41.385351,20,33.265393
41.035351,32,33.285471
44.057486,20,33.297494
0.411103,20,33.322659
19.838872,22,33.34157
15.564316,20,33.36165
33.957486,19,33.382625
37.296384,21,33.406997
38.750632,20,33.415476
40.885351,20,33.441571
-2.911033,22,33.462303
40.885351,20,33.482481
43.329059,19,33.502648
39.300632,19,33.521173
43.207486,20,33.543361
39.685351,21,33.569647
40.035351,21,33.593149
0.811103,22,33.61804
42.457486,20,33.640377
40.835351,20,33.666518
15.764316,20,33.693198
39.335351,21,33.717351
39.335351,21,33.743268
39.785351,21,33.762331
-0.267325,21,33.785491
38.732931,19,33.797359
41.385351,20,33.813034
17.316736,22,33.835727
40.435351,21,33.857266
15.988872,35,33.888328
36.596384,22,33.905025
40.935351,20,33.926647
33.663215,21,33.946017
38.346384,20,33.955401
-0.267325,21,33.983145
14.664316,20,33.996249
39.600632,19,34.012331
17.666736,21,34.028324
35.557486,18,34.046661
38.850632,20,34.066051
14.277769,22,34.085578
37.032931,20,34.102157
2.961103,20,34.113622
36.872205,19,34.135906
19.088872,20,34.147507
35.911275,21,34.17374
40.635351,20,34.191023
41.679059,20,34.205182
18.032018,18,34.218389
19.688872,21,34.235806
35.563215,19,34.25526
21.838872,20,34.265941
40.600632,19,34.289844
19.738872,19,34.309081
16.038872,21,34.326946
36.957486,21,34.341403
41.585351,20,34.359246
40.557486,19,34.376473
14.688872,19,34.393228
34.737157,18,34.40504
0.111103,22,34.426754
18.988872,20,34.443427
13.892661,21,34.461134
18.566736,20,34.47689
18.838872,19,34.498552
15.077769,19,34.511986
41.285351,20,35.609927
36.696384,21,35.627073
37.546384,21,35.637772
39.382931,19,35.663527
36.196384,21,35.676729
16.466736,22,35.701751
39.057486,20,35.71697
37.600632,21,35.735544
36.457486,19,35.755389
35.272205,20,35.77563
36.411275,20,35.793614
38.282931,19,35.815317
39.885351,21,35.829387
41.185351,20,35.85164
36.582931,20,35.872572
41.185351,20,35.899828
40.585351,20,35.92312
34.472205,21,35.940874
21.538872,18,35.957179
36.711275,20,35.972832
40.385351,21,35.987048
41.929059,20,36.005112
38.246384,20,36.025078
19.710445,20,36.0457
36.822205,19,36.060729
16.864316,19,36.078291
15.914316,20,36.096106
0.511103,18,36.115008
37.907486,21,36.135618
42.529059,19,36.157827
38.246384,20,36.18075
38.796384,20,36.199451
-1.661033,22,36.231004
43.229059,19,36.25515
41.485351,20,36.268151
18.716736,20,36.285818
41.607486,19,36.305485
40.950632,35,36.335402
39.185351,22,36.358279
37.846384,20,36.378779
18.738872,19,36.397692
38.596384,20,36.415707
37.350632,21,36.435718
39.157486,20,36.45063
19.366736,20,36.469495
17.988872,20,36.485447
41.485351,20,36.499865
35.622205,19,36.513174
40.285351,21,36.530873
42.757486,32,36.555186
36.057486,39,36.585776
40.000632,19,36.603146
36.682931,21,36.620636
40.207486,20,36.637804
38.607486,21,36.655428
36.096384,21,36.673301
33.511275,22,36.691457
42.429059,19,36.705383
19.466736,20,36.726579
38.757486,20,36.742759
39.300632,20,36.755327
39.835351,21,36.776831
39.432931,19,36.796494
19.416736,20,36.805504
41.685351,20,36.826758
43.229059,19,36.840586
40.485351,21,36.863047
39.635351,21,36.88579
38.835351,21,36.905073
38.485351,23,36.926064
36.246384,33,36.950665
39.332931,19,36.964204
37.346384,19,36.985462
20.060445,20,36.998586
36.257486,20,37.014439
39.907486,20,37.032316
19.216736,20,37.046137
15.388872,19,37.059184
41.157486,19,37.076819
39.985351,21,37.088496
40.485351,20,37.11248
41.085351,20,37.132818
37.246384,21,37.151616
40.485351,20,37.175646
38.632931,19,37.194982
38.782931,19,37.211142
37.946384,20,37.226822
40.685351,21,37.246887
38.650632,20,37.26345
17.982018,34,37.28545
38.482931,19,37.305076
37.800632,21,37.315223
39.032931,19,37.341555
20.160445,20,37.36116
41.785351,20,37.382584
41.485351,20,37.40009
41.085351,20,37.415648
40.535351,20,37.434287
21.660445,21,38.602452
36.932931,20,38.621636
41.185351,20,38.639785
41.485351,20,38.661722
41.385351,20,38.676809
40.435351,21,38.698671
20.638872,21,38.715449
39.400632,19,38.739677
40.735351,21,38.759233
37.196384,21,38.775781
43.557486,20,38.793676
39.300632,19,38.811066
40.885351,20,38.837394
40.600632,19,38.855139
35.963215,19,38.873165
40.635351,20,38.892462
41.807486,22,38.920158
39.096384,20,38.941571
38.435351,21,38.96215
15.966736,22,38.982062
39.082931,19,38.999822
41.585351,20,39.01473
40.435351,21,39.037287
41.185351,20,39.05855
18.416736,21,39.07683
38.246384,20,39.088181
39.485351,22,39.119718
43.857486,20,39.137691
38.082931,20,39.155045
21.210445,19,39.173788
43.229059,19,39.191424
40.635351,20,39.21372
40.785351,20,39.24197
38.282931,20,39.262987
36.261275,21,39.285548
39.235351,21,39.305362
18.788872,22,39.32457
38.532931,19,39.342718
38.557486,20,39.361645
37.061275,20,39.378896
42.407486,21,39.396051
39.900632,19,39.405432
38.246384,20,39.426759
38.932931,19,39.444536
40.300632,34,39.471087
41.385351,20,39.488919
38.885351,22,39.505048
40.035351,21,39.526826
36.772205,19,39.541625
41.385351,20,39.561001
39.535351,21,39.57657
38.146384,20,39.595336
37.711275,20,39.614318
41.535351,20,39.631545
41.235351,20,39.651489
42.529059,19,39.667881
38.000632,21,39.684314
42.707486,21,39.701944
38.050632,21,39.721784
40.685351,20,39.73554
40.785351,20,39.755179
42.457486,21,39.764747
38.407486,20,39.787726
40.735351,20,39.798427
16.088872,21,39.814253
13.588872,20,39.840697
42.257486,21,39.862504
42.407486,21,39.876759
37.096384,21,39.896205
20.888872,20,39.917513
40.885351,20,39.935607
41.285351,20,39.954584
40.135351,21,39.972595
45.279059,34,39.997836
38.907486,20,40.005468
37.532931,21,40.029337
37.372205,19,40.035762
41.485351,20,40.055226
41.557486,19,40.065004
40.485351,21,40.090387
41.385351,20,40.105282
40.557486,19,40.115032
40.435351,21,40.137613
-0.088897,21,40.155119
36.211275,20,40.163088
38.857486,20,40.185382
40.635351,21,40.205388
41.485351,20,40.211088
41.135351,20,40.242149
40.150632,19,40.2579
41.485351,20,40.276797
40.100632,19,40.297081
42.329059,19,40.314558
21.938872,20,40.326564
41.485351,20,40.336129
40.835351,20,40.364959
15.064316,20,40.382462
36.296384,22,40.400489
39.185351,21,40.416243
41.885351,20,40.432108
