#{"t_start": 1774803535.6618693, "env_id": "None"}
r,l,t
0.454988,9,47.028558
-2.264419,9,47.035931
14.666901,8,47.052525
-1.928013,10,47.06532
2.295629,10,47.080694
-3.20087,11,47.096701
29.848667,9,47.11428
-11.233755,12,47.1332
-5.816076,8,47.136557
-5.199901,10,47.153033
17.135836,10,47.170891
2.404649,11,47.186194
5.619207,10,47.201656
-2.047721,12,47.215109
21.610092,9,47.21785
-2.71301,9,47.235758
16.046873,9,47.252008
4.210088,10,47.266306
28.319238,10,47.278676
19.27508,10,47.286401
16.312285,10,47.308865
1.716977,8,47.333848
3.307586,9,47.345774
17.889581,9,47.359154
2.491312,10,47.377364
17.976328,10,47.393758
-2.429705,9,47.408236
-0.300663,11,47.425316
-2.134967,7,47.43851
-1.226327,12,47.454724
-3.417438,8,47.465636
2.802584,10,47.480931
13.728189,9,47.489016
18.461792,9,47.505899
15.332878,9,47.519172
13.69837,9,47.528894
-4.762481,9,47.544121
-4.971835,9,47.556597
-0.745165,11,47.570894
12.747663,9,47.582776
-4.523116,8,47.594988
16.828416,10,47.611672
1.426085,8,47.658897
-0.261695,12,47.680637
1.845422,9,47.69444
-8.868687,9,47.708936
16.191199,9,47.726479
-10.087181,8,47.73653
36.589823,10,47.753587
0.570005,12,47.773475
-3.27541,8,47.783752
2.390466,8,47.796885
-3.739888,10,47.809236
0.046317,11,47.829338
12.139684,10,47.846359
3.678744,10,47.86106
-1.283093,8,47.872679
2.608788,8,47.886206
15.986947,10,47.898242
2.519997,9,47.911682
-5.189919,12,47.930735
21.227366,10,47.949166
9.295823,8,47.961541
3.822965,11,47.978543
-3.16668,8,48.002822
-2.606873,12,48.030236
1.176245,11,48.053091
16.388699,11,48.070168
-5.126401,11,48.090021
-0.472246,9,48.103251
-4.374611,9,48.116006
-7.011298,11,48.133859
2.970791,9,48.144406
-2.870192,8,48.154357
3.901459,8,48.167004
-4.636723,9,48.175041
29.496553,11,48.187753
0.166546,10,48.206714
-3.393781,8,48.211083
2.835053,8,48.228507
7.639783,11,48.237106
-4.993056,9,48.255074
-3.502136,10,48.270958
-0.495344,10,48.290262
-1.98759,10,48.310986
3.156578,9,48.356154
-5.269208,10,48.385509
12.852993,11,48.399933
-2.999991,11,48.408887
-0.865823,14,48.45897
4.087137,9,48.47278
4.011885,12,48.494267
-2.577558,9,48.520353
-0.257789,10,48.544876
6.117956,9,48.562153
-5.632103,9,48.592399
5.406609,11,48.623127
2.902915,9,48.637949
1.778849,10,48.659233
8.654175,11,48.697856
-1.499029,12,48.719666
-1.597293,7,48.737892
4.779712,10,48.759684
-10.833935,10,48.766398
3.571114,9,48.792179
-2.135867,10,48.820442
18.669297,9,48.844851
-7.575113,7,48.859293
-2.4397,9,48.877263
-0.435897,10,48.893345
-2.733016,11,48.922377
18.232755,9,48.937874
3.115116,10,48.952845
3.988993,9,48.965153
-6.548965,12,49.091347
-1.822671,11,49.148254
11.693533,9,49.163916
0.515121,9,49.180244
-1.399383,9,49.198123
5.236969,10,49.218244
-6.411579,10,49.228975
13.619833,10,49.250032
-3.12391,8,49.264925
0.833225,9,49.282616
1.150202,9,49.299518
2.876545,11,49.318086
17.802013,9,49.335203
-4.139148,10,49.351746
-5.333901,9,49.36859
9.603114,10,49.388808
2.255644,7,49.400507
17.015636,11,49.409035
-5.980075,11,49.429962
-6.954444,11,49.444135
20.531828,10,49.458925
-3.544974,8,49.472726
-4.322565,8,49.489658
18.887289,9,49.500062
3.822518,10,49.519318
13.284488,9,49.53636
-4.927399,11,49.554943
-3.382693,10,49.569147
2.252512,9,49.583571
-3.581784,9,49.598892
-5.542914,8,49.611198
1.816408,10,49.628473
2.857068,11,49.646805
1.888732,11,49.66311
14.594066,7,49.676468
2.255825,7,49.689104
4.434694,10,49.704735
1.45205,11,49.720417
-12.549695,10,49.732096
4.903437,10,49.748224
-8.873258,12,49.764675
3.731043,10,49.78157
18.556805,10,49.798022
18.161751,9,49.812683
34.694933,13,49.832903
-3.651376,9,49.848141
1.290803,8,49.858886
4.430934,8,49.868784
12.906107,11,49.886793
3.281015,8,49.899959
4.016053,9,49.915229
-7.223057,7,49.927353
-0.406746,10,49.943587
5.209112,10,49.961706
-4.165302,9,49.978885
17.089793,12,50.005831
5.942385,10,50.019576
-3.6732,9,50.038634
6.824475,11,50.052866
3.844157,9,50.069499
-0.442944,8,50.087713
29.993614,9,50.101858
-8.220416,7,50.114905
-4.124719,9,50.128848
1.176565,7,51.870401
0.285577,8,51.881
2.940422,9,51.893859
7.263236,12,51.900375
-0.150325,7,51.91462
17.55393,11,51.926413
14.521634,8,51.93644
18.728662,10,51.941343
2.112346,9,51.959338
2.544407,10,51.973514
18.59371,9,51.989558
-4.012485,10,51.998123
-5.653845,9,52.008929
-5.523421,10,52.019445
-4.521802,10,52.035274
-5.504822,11,52.049979
2.937628,10,52.065991
2.425939,9,52.078462
19.451161,12,52.0956
6.242406,10,52.109376
15.704595,9,52.128844
-5.679016,11,52.14809
3.918241,10,52.170065
8.335926,12,52.186496
2.540638,8,52.209267
0.082625,8,52.226454
3.380737,13,52.250391
-2.080162,11,52.261082
-11.058006,12,52.275143
19.822744,10,52.286932
17.974686,9,52.294965
-0.45763,9,52.30647
-1.1601,9,52.316897
3.026581,9,52.326261
-5.106574,10,52.341665
3.510213,10,52.352912
9.400658,9,52.362976
0.25203,11,52.37604
2.111251,9,52.389192
19.835446,10,52.401699
0.573562,11,52.426062
4.596077,11,52.446548
-3.782666,11,52.461978
-3.869691,9,52.470598
-3.898598,9,52.482664
-4.929473,8,52.491209
18.046323,9,52.499944
6.739495,10,52.513688
-6.15796,14,52.528844
3.959258,11,52.535545
0.03878,9,52.556269
2.553306,9,52.559307
20.782568,9,52.574149
-0.3214,11,52.584598
0.558539,9,52.584598
3.521485,8,52.603509
4.067338,10,52.609236
-9.321594,8,52.625059
4.091125,11,52.639791
14.891982,10,52.654392
-4.035335,9,52.666778
-2.198572,9,52.678667
-6.324097,10,52.685544
-1.532717,9,52.713017
-4.933254,12,52.728733
4.602641,11,52.748649
2.569689,7,52.763103
-3.402067,12,52.769434
-2.960207,10,52.793339
17.252803,12,52.805585
-11.702271,12,52.816706
-5.12265,11,52.82625
-6.461959,9,52.83915
3.916717,10,52.848184
-0.783685,10,52.861247
19.474301,10,52.873037
23.811439,9,52.880551
3.761754,9,52.893346
0.964963,11,52.90176
4.562894,10,52.908852
3.477004,10,52.92186
-0.596751,10,52.934408
8.919823,10,52.940614
3.10935,9,52.95212
-3.973201,9,52.960728
-5.5675,10,52.969831
-0.909885,8,52.980657
-6.380823,8,52.987041
-0.865444,11,53.001573
-5.98501,10,53.011174
-5.376897,9,53.023835
6.24244,9,53.030869
15.607451,10,53.036292
-0.884809,11,53.050938
18.765167,11,53.067245
15.432666,10,53.086307
19.359065,12,53.102824
-4.651349,10,53.112721
16.009193,8,53.118536
5.236397,8,53.128732
-4.609954,8,53.131121
3.766977,9,53.148412
33.872286,9,53.149919
-0.105899,9,53.166901
18.182666,9,53.169279
5.384549,9,53.185036
16.472294,9,53.186824
2.144315,8,53.202603
-2.391942,11,53.211004
17.946265,11,53.223518
-4.325734,10,53.236323
12.775803,9,53.247127
1.789502,12,53.257377
-3.553707,12,53.270657
-5.689891,10,53.279017
2.415767,11,53.285086
0.55937,11,53.304183
0.002928,9,53.342514
3.369794,10,53.387896
13.458374,10,53.410975
3.150479,10,53.430507
16.286055,7,53.447012
14.140108,8,53.49003
12.807466,11,53.51147
3.39295,9,53.529702
3.778159,8,53.545554
1.635879,9,53.58167
-5.213515,12,53.60797
5.42832,9,53.640039
0.85606,9,53.662785
2.968695,12,53.68257
0.078988,7,53.698182
-1.191415,12,53.715794
-0.792378,12,53.731124
13.979952,10,53.757636
6.777534,10,53.784259
1.266931,8,53.806716
2.139973,9,53.828797
-0.933443,8,53.857085
16.960306,10,53.891874
-6.798583,9,53.912779
-1.615365,8,53.93636
11.105564,9,53.9656
1.96277,10,54.009374
7.339949,11,54.058142
12.232364,11,54.078703
15.841656,10,54.103832
-2.456394,8,54.119748
-12.377994,11,54.143743
-0.680061,8,54.169468
18.443923,9,54.196436
2.987945,9,54.233024
3.29561,10,54.274361
-3.841289,9,54.291127
1.381527,11,54.317216
3.83973,7,54.330006
5.379792,10,54.345345
-3.952727,8,54.357647
15.071761,8,54.367944
-0.874871,10,54.380759
-1.349734,9,54.395349
2.615544,10,54.407589
-3.681697,9,54.425916
2.290472,9,54.442889
-5.046017,11,54.473577
4.961091,12,54.497101
15.78745,9,54.515357
1.005501,8,54.531034
24.640109,12,54.549609
1.699704,10,54.571619
-0.256458,9,54.587511
12.854431,12,54.603934
16.124307,11,54.623948
-3.247126,8,54.63774
19.136939,9,54.648751
0.659569,6,54.657728
17.428012,9,54.670062
15.887113,11,54.680568
17.243868,9,54.693805
2.496365,9,54.705333
-4.17685,7,54.713867
-0.569398,9,54.725749
1.511376,12,54.740744
-4.300281,9,54.753517
-1.2758,9,54.766742
-8.532664,9,54.780272
16.779647,10,54.794896
-4.555923,9,54.805406
-1.79966,11,54.823793
-0.448461,11,54.839725
31.784377,12,54.85897
3.534161,11,54.876156
20.826762,11,54.892985
-4.250025,11,54.908995
-5.891113,12,54.927221
13.8555,9,54.945363
14.752004,8,54.960874
-7.954174,11,54.982177
-2.550541,10,55.007732
18.032066,10,55.036476
3.216364,9,55.051228
3.800235,11,55.065757
1.914983,10,55.079261
34.498691,10,55.092932
6.548273,10,55.105035
10.680949,11,55.119031
-1.822562,8,55.130678
-10.654004,11,55.144272
-8.265579,8,55.161755
12.575866,10,55.183654
-3.936585,10,56.949885
3.688884,10,56.96804
3.083445,11,56.981407
6.343828,11,56.995007
-1.963689,10,57.009054
-0.333279,8,57.020042
15.143674,10,57.032557
3.207916,8,57.04929
15.703949,10,57.065703
-4.569379,9,57.076925
0.760227,8,57.088128
4.124102,11,57.101646
4.218961,9,57.114901
3.540574,10,57.12734
4.375143,11,57.142802
-0.54932,11,57.159287
6.50791,11,57.17387
-1.059307,11,57.192082
4.239871,9,57.211877
-0.0075,9,57.225591
-2.178758,11,57.240757
17.380045,8,57.25168
17.994032,10,57.271289
-2.534678,9,57.287365
-3.776319,9,57.306037
17.342434,8,57.317545
-8.733885,9,57.337185
1.397408,8,57.347444
12.215932,11,57.359069
17.623992,9,57.370652
2.74136,11,57.383731
1.062254,9,57.395329
-3.729783,10,57.407847
-2.805321,11,57.42337
16.641615,8,57.437498
-4.779766,10,57.450582
13.905303,11,57.470161
1.41845,8,57.479048
1.464846,9,57.491245
7.25618,10,57.502948
-4.587697,9,57.515075
10.407102,8,57.541921
-4.757739,10,57.556556
18.20261,9,57.567005
17.685868,11,57.581392
-9.238746,8,57.593614
1.212056,8,57.604582
-0.468288,10,57.618197
18.546741,10,57.632612
-7.74404,9,57.645833
32.544533,10,57.658788
1.357758,9,57.671925
-10.627026,11,57.68501
6.013365,10,57.6985
-6.634435,10,57.712113
12.314806,8,57.721118
-1.254353,12,57.733455
12.626194,9,57.744726
-0.742789,6,57.751257
3.213816,8,57.759398
0.643747,12,57.77099
-8.699606,12,57.782503
-7.773789,14,57.799906
5.856202,9,57.812503
-2.159488,9,57.823153
-3.36699,10,57.83626
-2.416712,8,57.84727
-1.272296,9,57.861297
0.598727,9,57.876004
3.479882,13,57.892801
2.085117,9,57.902068
1.9254,8,57.91219
3.688626,11,57.925818
-3.312222,10,57.942068
-2.052544,11,57.958831
2.998481,11,57.972457
0.056614,10,57.984895
16.461231,13,58.003799
5.079884,9,58.014327
0.848889,10,58.025946
-3.166889,11,58.040343
-1.846129,10,58.059971
5.338917,8,58.069769
17.963957,9,58.079838
16.49834,9,58.093009
3.146388,11,58.108376
5.803906,9,58.122625
18.186736,11,58.136546
31.162864,8,58.145149
3.660834,9,58.15448
2.237076,9,58.16666
17.316501,10,58.178771
14.099044,10,58.190345
2.276464,10,58.200848
17.210734,11,58.216965
6.250994,11,58.232293
18.875046,11,58.243931
18.816118,10,58.255454
7.575864,11,58.266558
2.792883,8,58.275084
-4.556128,10,58.284208
22.620967,12,58.295221
18.077773,10,58.30923
11.171128,11,58.326907
4.076699,11,58.343118
-1.101795,8,58.355635
1.390994,8,58.367767
2.826391,10,58.381691
1.474641,8,58.392824
19.226096,10,58.403364
15.000096,10,58.415484
2.510288,9,58.425261
-11.477456,10,58.439143
-10.732987,11,58.474444
-5.745819,8,58.492664
2.555338,10,58.514536
4.395271,9,58.546733
6.044595,11,58.582687
-2.671664,9,58.60392
-8.695209,9,58.612995
-4.047331,10,58.624009
15.100991,11,58.635535
-2.193424,9,58.647315
-4.582892,9,58.657525
-0.018744,11,58.671606
6.185085,9,58.681716
3.487411,7,58.690347
14.280407,11,58.701841
3.227743,10,58.714006
-10.828155,9,58.725279
29.056226,12,58.73642
3.166915,8,58.745421
-1.866694,8,58.755573
2.037452,12,58.770667
18.604246,9,58.781187
9.852163,11,58.80237
15.242599,8,58.815608
-1.273552,9,58.838093
4.923808,9,58.852325
25.295046,12,58.872569
-6.762632,11,58.894186
14.943914,8,58.910309
16.991945,11,58.928453
1.851326,11,58.947713
1.051314,12,58.971118
-3.238797,10,58.990748
15.944284,8,59.000211
1.535438,10,59.012764
19.076238,11,59.030566
1.967308,8,59.045443
0.09605,9,59.064977
-0.162154,12,59.081246
3.923717,9,59.096755
18.607015,10,59.110636
15.019312,9,59.122931
2.204902,11,59.138082
0.987447,10,59.150172
1.37027,8,59.161546
0.585814,8,59.172234
0.970116,12,59.187098
-6.031185,8,59.201232
1.027716,10,59.212323
17.230597,11,59.227021
-0.813844,11,59.242577
4.039784,8,59.258678
-2.304067,11,59.279957
9.3952,9,59.291559
4.306761,11,59.305101
78.791706,8,59.31528
-4.501609,9,59.332542
5.531642,10,59.345902
3.838183,10,59.366378
-2.608276,10,59.381865
3.105773,9,59.393629
0.79663,10,59.40665
31.629301,10,59.422164
-8.579716,12,59.44234
1.883369,9,59.454418
4.154716,10,59.467925
6.759525,11,59.481612
-2.126031,8,59.495658
-0.632191,9,59.507164
13.704238,11,59.521495
5.899423,10,59.533022
5.328797,10,59.545021
11.240192,9,59.557479
-6.357367,11,59.572626
-8.520277,8,59.582976
-6.797397,12,59.708572
-4.189026,11,59.777431
10.87987,9,59.834416
1.545588,9,59.852223
5.42523,9,59.871006
-3.815791,7,59.886568
-4.520186,9,59.898566
1.904917,10,59.912926
15.609009,10,59.931258
-7.131744,10,59.962129
3.427729,12,59.982616
6.967582,11,59.999018
-1.608452,9,60.020443
-2.679307,11,60.04219
-6.299208,11,60.076327
20.463854,10,60.095464
4.775816,10,60.113186
-0.700221,8,60.125996
0.639631,10,60.142553
-0.343623,11,60.159709
-4.930748,9,60.175103
0.744548,11,60.191606
0.935174,10,61.664353
21.295519,11,61.679726
-4.694738,11,61.694904
-4.98473,7,61.705082
-5.251232,10,61.71797
4.908538,10,61.735324
-0.766053,9,61.747679
-0.907819,8,61.76183
17.290211,11,61.785432
-1.639596,9,61.804055
-7.669289,7,61.827049
-2.208981,8,61.847337
30.047747,9,61.862783
2.038649,11,61.889038
1.875649,11,61.911809
-1.372539,7,61.927378
-8.481511,11,61.943709
-5.04968,7,61.95504
7.434851,11,61.969188
23.686228,10,61.984715
-3.732827,11,61.998409
-3.968689,8,62.016056
2.257478,9,62.038535
-0.246927,9,62.055816
-0.063296,10,62.072982
-3.321345,9,62.083503
2.969864,10,62.096353
5.207696,11,62.110484
-1.942721,12,62.126283
-1.478636,11,62.141395
-1.426503,10,62.156909
-8.675742,11,62.171061
16.138055,8,62.179241
16.37558,10,62.191257
-1.89468,9,62.202767
12.60185,10,62.213907
3.631178,10,62.224907
11.410472,8,62.23844
0.94348,11,62.25453
13.642955,10,62.273462
-7.286237,10,62.291826
3.897914,11,62.30409
7.050685,11,62.320206
-2.316087,8,62.327203
-3.681519,7,62.337322
-5.802029,8,62.345322
-3.823527,12,62.35784
0.855734,9,62.371243
2.986571,9,62.382532
-0.852793,9,62.393547
-1.964972,10,62.406062
3.769932,11,62.421434
-3.536192,8,62.43178
-2.768609,11,62.447653
16.815934,12,62.465819
-8.983507,10,62.480875
12.721707,10,62.496887
4.508997,11,62.513753
-11.417748,8,62.524489
-0.934995,10,62.537484
17.954101,11,62.547556
-7.090688,9,62.558984
15.023051,11,62.5706
-6.312603,11,62.583263
-1.910023,12,62.602219
14.947981,8,62.612787
11.292487,10,62.625357
-9.792308,10,62.64055
15.530821,11,62.654219
0.016305,11,62.669337
1.397333,9,62.679871
-4.278638,11,62.694655
21.417246,10,62.711923
-8.317649,9,62.725925
-1.774612,10,62.744761
16.262432,9,62.756775
2.588921,11,62.771345
0.915199,12,62.787191
-11.542485,11,62.799079
0.241834,12,62.820581
1.074031,9,62.83819
4.969468,12,62.859791
1.510359,9,62.873027
-3.766839,10,62.886717
25.996281,10,62.897719
16.616243,8,62.908602
3.981095,10,62.926465
17.070244,12,62.944655
0.125693,10,62.95946
4.160358,11,62.977838
-2.762002,11,62.992078
-0.587673,8,63.001227
5.034545,9,63.011442
1.769304,9,63.022059
7.077655,10,63.049656
-8.240979,10,63.072141
-5.218171,12,63.095918
2.951526,11,63.127022
19.08426,10,63.147185
22.264611,10,63.166084
-1.171555,11,63.188624
17.654302,8,63.200812
0.732934,11,63.222839
32.611013,9,63.233348
-2.314108,10,63.250484
1.341124,9,63.264628
-3.191147,9,63.280231
-8.741441,10,63.294815
-1.018103,8,63.306335
-0.847251,8,63.316594
2.169454,9,63.332211
15.333773,10,63.346223
33.630466,9,63.365862
1.972678,11,63.393514
5.830059,9,63.408636
0.608494,12,63.446227
2.669689,11,63.47073
1.001768,9,63.48917
2.385402,10,63.500686
1.155624,9,63.513071
20.010538,10,63.525692
-7.149787,11,63.541416
0.351248,11,63.557012
6.196534,15,63.577437
10.658206,13,63.597282
2.044389,9,63.611186
2.38268,10,63.632201
-7.728269,9,63.659466
4.355192,8,63.669487
19.621444,10,63.681757
1.950492,9,63.694352
4.309513,10,63.707502
-4.560053,10,63.72067
-4.32087,10,63.73258
1.176575,10,63.745872
-2.218123,8,63.755594
0.18966,10,63.76771
-9.278688,8,63.776709
2.921489,10,63.789074
3.030158,9,63.798072
19.386749,10,63.811093
0.57233,10,63.822698
-5.785577,9,63.832214
-4.219173,11,63.846226
4.50728,10,63.862254
-4.331629,9,63.877739
18.0797,8,63.89837
16.664405,8,63.912093
6.391945,9,63.926773
4.193793,10,63.945643
4.972688,9,63.964582
-3.453765,11,63.983829
10.235394,9,63.996964
1.161336,10,64.011803
2.132744,8,64.023836
1.240554,9,64.036476
-5.334228,9,64.049582
-0.489252,9,64.063167
14.859615,8,64.077503
17.658994,11,64.09476
-0.051908,13,64.124437
-4.299053,13,64.146354
0.405563,9,64.160492
6.800548,10,64.176141
5.763629,12,64.194927
-0.731455,12,64.212494
-4.586877,11,64.231848
19.056579,9,64.247159
-3.526875,12,64.271987
1.189831,9,64.292175
-6.286446,11,64.323817
-3.382737,8,64.344458
5.571662,12,64.381464
0.277782,11,64.400013
-7.113461,10,64.415831
16.525881,10,64.431424
0.144579,9,64.456628
-2.907277,10,64.478476
2.297272,10,64.492553
15.07308,12,64.50899
2.707802,11,64.522137
-1.021678,7,64.528646
-10.389643,11,64.542243
3.427433,10,64.55576
0.43844,8,64.566064
-1.146824,8,64.581434
-12.347579,9,64.596241
-0.841768,11,64.610038
3.996735,9,64.620067
15.133174,9,64.629075
-8.430706,11,64.642232
-7.92983,9,64.654746
-3.878178,8,64.664879
13.061037,10,64.679574
20.502263,10,64.691175
-0.114807,12,64.705473
-0.671026,8,64.713983
6.202578,10,64.729135
-0.055373,10,64.744283
-7.289674,9,64.755798
0.916014,12,64.771685
16.642342,9,64.785265
15.760755,9,64.798728
-0.496038,9,64.814402
-7.586712,11,64.826398
-3.277227,11,64.839483
-3.66147,11,64.85266
-3.811473,8,64.863793
-4.98897,9,66.293264
-1.945904,9,66.30523
-4.724699,13,66.31839
7.519151,10,66.330786
-5.501926,7,66.340423
1.858986,8,66.34993
3.838209,10,66.362039
4.232059,10,66.375878
-2.121477,9,66.389191
-0.790635,10,66.4033
-0.421934,9,66.415652
-5.021896,11,66.438065
-0.67192,10,66.451574
12.372538,10,66.463662
-8.124262,9,66.475667
3.872339,8,66.49008
-0.98285,8,66.501387
5.691185,9,66.515151
-3.108265,9,66.529815
15.156505,15,66.555666
-1.164493,11,66.568125
-4.658093,11,66.586395
-3.674195,8,66.596406
15.226673,10,66.611358
13.26448,10,66.628532
19.337531,10,66.646162
-11.341938,12,66.67224
1.585432,8,66.682123
0.041909,9,66.697824
-2.827345,11,66.713217
-4.686617,12,66.730498
4.364013,8,66.741235
-4.161949,9,66.762319
1.223021,11,66.776916
1.091765,7,66.786949
15.26748,9,66.802041
14.309009,9,66.815197
-5.823236,8,66.831471
-5.17122,9,66.847203
0.671229,10,66.876814
10.513757,8,66.894226
1.748229,11,66.912219
-8.096351,10,66.929808
18.66708,10,66.991538
-0.742735,12,67.148742
11.953802,9,67.166462
-7.789993,12,67.185497
23.251054,12,67.204904
10.024498,9,67.215417
1.057016,10,67.225925
17.874478,10,67.238943
-1.626423,9,67.253549
3.00531,10,67.268081
15.617164,9,67.281968
4.491989,8,67.292591
4.757332,11,67.308112
0.626057,9,67.326647
15.653481,11,67.347687
-5.855485,12,67.363724
-4.578421,10,67.384887
-0.158157,7,67.39571
-1.040531,8,67.412284
-3.022801,10,67.43577
6.062467,10,67.458446
38.021769,13,67.489525
-1.148919,10,67.510844
2.82798,7,67.526396
14.375125,8,67.543224
3.033943,11,67.563863
-8.451883,12,67.591489
12.419789,9,67.606971
3.407159,9,67.620504
0.001507,9,67.634257
-12.344674,8,67.6454
18.819176,9,67.657576
-6.270747,10,67.674242
-2.104801,10,67.689377
-7.510155,10,67.703546
-1.851476,9,67.71719
-3.814214,9,67.728692
5.064758,11,67.742218
-4.583498,10,67.755736
7.777279,10,67.774557
5.91828,12,67.802276
16.88204,8,67.840456
-3.29066,8,67.874321
4.288452,10,67.894243
1.316993,12,67.913625
-11.211054,9,67.927571
-1.636137,9,67.940744
4.140457,10,67.957281
2.763711,7,67.966509
-5.504529,10,67.981044
3.725362,8,67.994059
-4.104975,9,68.007577
3.164525,8,68.017185
-0.127657,9,68.032095
17.613273,11,68.048187
17.713454,12,68.062511
-3.432127,8,68.072476
15.216046,9,68.082554
2.190876,10,68.096666
0.375593,10,68.107752
-6.921079,12,68.125
-1.241038,10,68.137187
13.415298,9,68.147186
15.551964,11,68.162138
1.581822,10,68.177695
17.739731,9,68.190784
9.049674,9,68.20029
-6.110758,9,68.211819
-11.557566,9,68.226412
14.321325,10,68.245675
2.131526,10,68.2617
-10.780723,10,68.276205
-0.928678,8,68.285727
-3.716094,7,68.293307
14.243276,8,68.302834
2.268913,8,68.311008
-0.905729,10,68.321664
16.746621,12,68.337071
16.533494,8,68.346071
15.50443,10,68.360296
18.892738,9,68.375052
17.276016,12,68.389155
0.051541,12,68.407677
-4.29708,8,68.420206
3.8351,8,68.430375
13.765361,8,68.441385
6.928709,11,68.464861
4.262031,8,68.478028
-8.908935,10,68.491564
18.711466,10,68.5051
21.653546,9,68.514238
16.242361,10,68.52498
0.815587,9,68.534511
5.909868,10,68.544152
0.992718,10,68.556242
-1.401404,10,68.565343
-2.382916,9,68.579779
-3.512116,8,68.591161
17.011958,8,68.601228
-2.176322,9,68.611844
-2.075651,9,68.622521
-1.409724,9,68.632612
18.487356,12,68.646631
0.784256,9,68.657154
-3.656058,12,68.672313
2.624657,9,68.689142
1.749263,9,68.698714
13.368336,9,68.711697
3.510134,10,68.727742
4.829509,11,68.741878
5.009558,10,68.752399
14.023744,10,68.763586
6.481657,11,68.7774
13.491705,10,68.791672
16.325375,9,68.806077
7.947326,10,68.818015
1.058474,9,68.830053
8.431703,11,68.847507
-3.547894,9,68.862552
-13.708794,9,68.878484
0.076277,9,68.898165
1.014198,12,68.91541
-0.410537,12,68.933919
-0.614507,10,68.948617
-2.098701,9,68.967847
-2.864422,9,68.979596
-5.933217,10,68.992469
0.113256,9,69.007586
-2.312876,9,69.01987
17.900639,9,69.030385
-0.833266,8,69.042512
4.865372,10,69.056466
-1.399616,8,69.065991
21.299778,12,69.080089
11.889951,12,69.09669
-0.943149,7,69.109095
0.542803,9,69.123011
-5.570759,8,69.133006
-7.530176,9,69.145023
14.702808,9,69.157898
-4.917095,9,69.175855
3.21,9,69.195432
-5.380874,9,69.214341
-5.518029,9,69.240017
-2.509509,11,69.25527
0.760057,7,69.263807
16.937698,10,69.278469
5.680764,10,69.295124
1.109881,10,69.309754
4.691896,10,69.32515
-2.147649,7,69.33876
2.733422,10,69.35483
0.410842,11,69.371811
-2.848538,11,69.388648
13.14273,9,69.405302
-9.560034,10,69.426621
-7.422384,9,69.439128
0.687337,10,69.458924
4.140361,10,69.476336
-6.776755,11,69.497242
-0.445051,12,69.516617
2.807499,10,69.532137
-11.277202,9,69.548841
-3.325575,11,69.568902
8.977133,11,69.586028
36.255618,11,69.605158
-2.230067,7,69.612876
-5.924199,9,69.629651
-1.117871,10,69.646482
-0.060634,9,70.999219
-2.487132,12,71.023509
-4.218776,10,71.039589
-2.01541,11,71.056341
5.607117,10,71.069465
-9.838834,9,71.083984
-2.049841,8,71.103247
15.190105,9,71.124914
18.455452,11,71.143491
-1.157064,8,71.157913
4.272295,11,71.175979
-1.150085,10,71.193618
7.686753,11,71.210609
-3.460552,9,71.225203
18.79553,10,71.237333
13.089423,8,71.247331
7.374211,12,71.264325
1.742869,7,71.274327
2.870915,11,71.287668
10.319366,10,71.298456
-0.138777,9,71.312225
1.533188,7,71.323007
-4.966549,7,71.331531
-3.584491,12,71.347289
19.533972,11,71.361912
6.624298,12,71.377315
-1.037154,12,71.393218
0.234704,8,71.403742
-5.655872,8,71.412265
14.490691,9,71.427019
1.476879,9,71.440292
29.055114,10,71.454812
2.19336,12,71.469018
11.332521,13,71.487194
-3.80389,9,71.500958
0.323112,12,71.514087
2.185974,10,71.529183
-2.6045,11,71.547726
-10.964397,24,71.577043
4.932821,9,71.587883
16.966819,11,71.601207
17.176605,8,71.611223
17.099562,10,71.623793
-1.028737,9,71.637014
-1.554215,9,71.649026
-1.173008,9,71.659039
3.931178,11,71.672756
-6.451379,10,71.683276
-6.832917,11,71.696881
3.641946,10,71.709966
12.879113,10,71.726448
-2.421935,9,71.740153
-9.696535,9,71.754217
3.912802,8,71.764389
18.298347,9,71.780012
-1.873546,12,71.803318
3.111817,9,71.815484
17.795477,10,71.829469
-7.945641,11,71.843779
15.793352,11,71.862712
1.884493,12,71.889363
1.723308,8,71.905259
25.521379,10,71.921139
-5.171257,9,71.936011
-0.702335,8,71.957098
14.899094,11,71.978724
14.812482,10,71.995256
19.07098,8,72.007244
-8.155489,10,72.024258
-5.071037,11,72.042727
-0.25473,10,72.062675
16.372786,13,72.095035
5.841129,9,72.112078
0.946145,8,72.130199
2.66139,9,72.148295
0.967675,8,72.162254
-6.097683,11,72.182442
3.928723,11,72.200482
-2.297384,11,72.220131
-1.996655,9,72.237401
-3.632683,11,72.248597
-9.380963,12,72.262879
0.41807,11,72.282871
0.131937,9,72.297479
-5.85868,8,72.31016
-6.292931,10,72.324922
-7.007326,9,72.337014
15.451371,11,72.347023
-7.77057,7,72.356533
1.709367,9,72.368466
28.852365,11,72.387843
2.133527,12,72.400352
-1.21922,10,72.417629
-8.358268,8,72.427676
3.523096,9,72.439198
-5.02179,10,72.454345
-2.237663,8,72.462198
-0.927277,10,72.473818
-1.395037,10,72.486356
15.363546,10,72.497041
1.849242,9,72.51019
4.559233,9,72.523899
13.103465,8,72.532418
-7.529745,9,72.543272
-0.094351,10,72.554621
-4.675456,10,72.565172
1.351529,10,72.577757
16.622046,11,72.591799
