episode,deliveries_completed,fuel_used,steps_taken,reward
2213,3,17.0,16,90.157
2214,3,19.0,18,90.657
2215,2,20.0,20,41.485
2216,2,20.0,20,41.185
2217,3,17.0,16,89.857
2218,3,17.0,16,90.157
2219,3,17.0,16,89.557
2220,3,19.0,18,90.357
2221,3,17.0,16,90.157
2222,3,17.0,16,89.857
2223,3,19.5,18,90.107
2224,3,17.0,16,90.157
2225,3,17.0,16,90.157
2226,3,19.0,18,90.057
2227,3,19.0,18,89.757
2228,2,20.0,21,40.435
2229,2,20.0,19,42.979
2230,2,19.5,19,41.857
2231,2,20.0,21,40.085
2232,2,20.0,20,43.957
2233,2,20.0,20,43.957
2234,3,17.0,16,89.857
2235,3,17.0,16,89.857
2236,2,20.0,20,43.657
2237,1,20.0,20,21.339
2238,2,20.0,20,43.657
2239,2,20.0,20,43.657
2240,2,20.0,20,43.357
2241,2,20.0,20,43.657
2242,2,19.5,20,43.407
2243,3,19.0,18,89.957
2244,3,19.0,18,90.057
2245,2,20.0,20,43.657
2246,2,19.5,20,43.407
2247,2,20.0,20,43.957
2248,3,18.5,18,90.707
2249,2,20.0,20,40.885
2250,3,17.0,16,90.457
2251,2,19.5,20,43.707
2252,2,20.0,20,43.057
2253,2,20.0,20,43.357
2254,2,20.0,20,43.357
2255,3,19.0,18,90.057
2256,2,20.0,20,40.985
2257,3,17.0,16,90.157
2258,3,19.0,18,90.057
2259,3,19.5,18,90.107
2260,1,19.5,20,19.517
2261,3,17.0,16,89.857
2262,2,20.0,20,43.357
2263,2,20.0,20,43.657
2264,2,20.0,20,43.657
2265,3,19.0,18,90.657
2266,3,19.0,18,90.057
2267,3,17.0,16,89.857
2268,2,20.0,20,40.585
2269,2,20.0,21,42.907
2270,1,19.5,20,22.289
2271,2,20.0,20,43.657
2272,2,19.5,19,42.429
2273,3,17.0,16,89.857
2274,2,20.0,20,43.057
2275,2,20.0,20,43.257
2276,2,20.0,20,41.185
2277,2,20.0,20,43.057
2278,3,19.5,18,90.107
2279,3,19.0,18,90.357
2280,2,19.5,19,43.029
2281,3,17.0,16,89.857
2282,2,20.0,20,43.357
2283,1,20.0,20,20.489
2284,3,17.0,16,89.557
2285,2,20.0,20,40.885
2286,2,20.0,20,43.057
2287,2,20.0,20,44.157
2288,3,17.0,16,89.857
2289,3,19.0,18,90.357
2290,2,20.0,21,42.307
2291,2,20.0,20,43.657
2292,2,20.0,20,41.185
2293,2,20.0,21,40.135
2294,2,20.0,20,40.885
2295,2,20.0,20,43.857
2296,3,19.0,18,90.357
2297,2,20.0,20,43.357
2298,2,20.0,20,43.357
2299,2,20.0,20,41.485
2300,2,20.0,20,41.485
2301,2,20.0,20,41.185
2302,3,19.0,18,90.357
2303,3,17.0,16,90.157
2304,3,17.0,16,89.857
2305,2,20.0,20,41.185
2306,3,17.0,16,90.457
2307,2,20.0,20,43.057
2308,2,20.0,20,43.357
2309,2,20.0,20,43.657
2310,2,19.5,20,43.707
2311,3,17.0,16,89.557
2312,2,20.0,20,41.185
2313,2,20.0,20,43.657
2314,3,17.0,16,90.457
2315,2,19.5,20,43.107
2316,3,17.0,16,90.457
2317,2,20.0,20,41.485
2318,2,20.0,20,43.057
2319,3,19.0,18,90.057
2320,2,20.0,21,42.907
2321,2,20.0,20,43.657
2322,2,20.0,20,43.057
2323,2,20.0,20,43.357
2324,3,19.0,18,90.357
2325,3,19.0,18,89.957
2326,3,19.0,18,90.057
2327,2,20.0,21,42.307
2328,2,20.0,20,43.657
2329,3,19.0,18,90.057
2330,2,20.0,20,41.185
2331,2,20.0,20,43.057
2332,3,19.0,18,90.057
2333,3,19.0,18,90.657
2334,3,17.0,16,89.857
2335,2,20.0,20,43.057
2336,3,18.5,18,90.107
2337,2,20.0,20,44.157
2338,3,17.0,16,89.857
2339,3,17.0,16,89.857
2340,2,20.0,20,43.657
2341,2,19.5,20,41.535
2342,2,20.0,20,42.757
2343,2,20.0,20,43.957
2344,2,20.0,20,41.185
2345,1,20.0,20,20.389
2346,2,20.0,20,41.185
2347,2,20.0,20,43.657
2348,1,20.0,20,21.639
2349,1,19.5,19,18.489
2350,3,19.0,18,90.357
2351,0,19.5,20,2.961
2352,2,19.5,19,42.429
2353,3,19.0,18,90.057
2354,3,17.0,16,89.857
2355,2,20.0,20,42.757
2356,3,19.0,18,90.057
2357,2,20.0,20,41.185
2358,3,17.0,16,89.857
2359,2,20.0,21,42.607
2360,3,17.0,16,89.557
2361,3,19.0,18,90.357
2362,3,17.0,16,89.857
2363,2,20.0,20,43.857
2364,3,17.0,16,90.157
2365,2,20.0,20,43.657
2366,3,19.0,18,90.357
2367,3,19.0,18,90.057
2368,3,19.0,18,90.057
2369,3,19.0,18,90.057
2370,1,20.0,20,18.417
2371,2,20.0,20,43.357
2372,2,20.0,20,43.057
2373,2,20.0,20,40.885
2374,2,20.0,20,43.057
2375,3,19.0,18,90.357
2376,3,19.0,18,90.357
2377,2,20.0,20,43.057
2378,2,20.0,20,41.385
2379,1,20.0,21,15.839
2380,2,20.0,20,40.885
2381,2,20.0,20,43.957
2382,2,20.0,20,40.885
2383,3,19.0,18,90.057
2384,3,19.0,18,90.357
2385,3,17.0,16,89.857
2386,3,17.0,16,89.557
2387,2,20.0,20,43.057
2388,2,20.0,20,43.657
2389,2,20.0,20,43.357
2390,3,19.0,18,90.057
2391,2,19.5,19,39.433
2392,2,20.0,20,43.657
2393,2,19.5,20,43.107
2394,2,20.0,20,41.485
2395,3,17.0,16,89.857
2396,2,20.0,20,43.657
2397,3,17.0,16,90.157
2398,3,16.5,16,90.207
2399,2,20.0,20,43.657
2400,2,20.0,20,41.185
2401,2,20.0,20,40.885
2402,2,20.0,20,43.357
2403,2,20.0,20,43.057
2404,1,20.0,20,18.317
2405,2,20.0,21,42.907
2406,2,20.0,21,42.007
2407,3,17.0,16,89.557
2408,3,19.0,18,90.057
2409,3,17.0,16,89.857
2410,3,19.0,18,90.057
2411,3,17.0,16,89.557
2412,2,20.0,20,42.857
2413,2,19.5,19,42.129
2414,2,20.0,20,43.057
2415,3,17.0,16,89.857
2416,2,20.0,20,41.385
2417,2,20.0,20,41.185
2418,3,19.0,18,90.357
2419,3,17.0,17,89.007
2420,3,19.0,18,90.057
2421,2,20.0,20,41.485
2422,1,20.0,20,19.767
2423,3,19.0,18,90.057
2424,3,19.0,18,90.057
2425,3,17.0,16,89.857
2426,2,20.0,20,43.357
2427,3,19.0,18,89.757
2428,3,19.0,18,90.057
2429,2,20.0,20,43.057
2430,2,20.0,20,43.657
2431,3,17.0,16,89.857
2432,3,17.0,16,89.857
2433,2,20.0,20,43.657
2434,2,20.0,20,43.357
2435,2,20.0,20,43.057
2436,2,20.0,20,43.357
2437,2,20.0,20,43.957
2438,3,19.0,18,90.657
2439,2,20.0,20,43.657
2440,2,20.0,20,43.057
2441,3,17.0,16,89.857
2442,2,20.0,20,43.657
2443,3,19.0,18,90.357
2444,3,17.0,16,89.857
2445,3,17.0,16,89.857
2446,3,19.5,18,90.407
2447,2,20.0,20,43.657
2448,2,19.5,20,43.707
2449,3,17.0,16,89.857
2450,3,16.5,16,89.907
2451,1,20.0,20,19.767
2452,3,19.0,18,90.057
2453,3,19.0,18,90.357
2454,2,19.5,20,43.707
2455,3,19.0,18,90.357
2456,2,20.0,20,41.185
2457,2,20.0,20,43.957
2458,3,19.0,18,90.357
2459,3,17.0,16,89.857
2460,3,16.5,16,89.907
2461,3,19.0,18,90.357
2462,3,17.0,16,89.557
2463,1,20.0,20,18.567
2464,3,17.0,17,88.757
2465,2,20.0,20,43.057
2466,2,20.0,20,41.485
2467,3,17.0,16,89.857
2468,3,17.0,16,89.857
2469,1,20.0,21,17.817
2470,2,20.0,20,43.357
2471,2,20.0,20,43.357
2472,3,17.0,16,89.857
2473,3,19.0,18,90.057
2474,3,19.0,18,90.357
2475,3,17.0,16,89.557
2476,2,20.0,20,43.957
2477,2,20.0,20,40.885
2478,2,20.0,20,41.385
2479,3,19.0,18,90.357
2480,3,19.0,18,90.357
2481,3,19.0,18,89.957
2482,3,19.0,18,90.057
2483,3,16.5,16,89.907
2484,3,19.0,18,90.057
2485,2,20.0,20,43.357
2486,2,20.0,20,42.757
2487,3,17.0,16,89.857
2488,3,18.5,18,90.407
2489,2,20.0,20,43.057
2490,2,20.0,20,43.657
2491,2,20.0,20,41.185
2492,2,20.0,20,43.057
2493,2,20.0,20,43.357
2494,3,17.0,16,89.857
2495,2,20.0,20,43.357
2496,2,20.0,20,41.185
2497,3,18.5,18,89.807
2498,3,17.0,16,89.857
2499,3,17.0,16,90.157
2500,2,20.0,20,41.185
2501,3,19.0,18,89.757
2502,2,20.0,20,43.357
2503,3,17.0,16,90.157
2504,3,17.0,16,89.857
2505,3,17.0,16,90.457
2506,3,16.5,16,90.207
2507,3,19.0,18,90.357
2508,3,17.0,16,90.157
2509,3,17.0,16,89.857
2510,2,20.0,20,42.757
2511,3,19.0,18,90.357
2512,3,19.0,18,90.057
2513,3,17.0,16,89.557
2514,3,19.0,18,90.057
2515,3,17.0,16,89.857
2516,2,20.0,20,43.357
2517,3,17.0,16,89.857
2518,3,17.0,16,89.857
2519,3,17.0,16,89.857
2520,2,20.0,20,43.957
2521,3,19.0,18,89.757
2522,3,18.5,19,89.307
2523,3,17.0,16,89.857
2524,3,19.0,18,90.057
2525,3,17.0,16,89.857
2526,2,20.0,20,43.657
2527,2,20.0,20,43.657
2528,2,20.0,20,43.957
2529,3,19.0,18,90.357
2530,3,17.0,16,90.157
2531,2,20.0,20,43.057
2532,2,20.0,20,43.657
2533,2,20.0,20,43.057
2534,2,20.0,20,43.657
2535,2,20.0,20,43.657
2536,3,17.0,16,89.857
2537,2,19.5,19,43.029
2538,3,19.0,18,89.757
2539,3,17.0,16,89.857
2540,3,19.0,18,89.757
2541,3,17.0,16,89.857
2542,1,20.0,20,21.939
2543,2,20.0,20,43.357
2544,3,17.0,16,89.857
2545,2,20.0,20,42.757
2546,3,17.0,16,89.857
2547,3,19.0,18,90.057
2548,3,17.0,16,89.857
2549,2,20.0,20,43.957
2550,3,19.0,18,90.057
2551,2,20.0,20,41.185
2552,2,19.5,19,42.729
2553,2,20.0,20,43.657
2554,2,20.0,20,41.385
2555,3,17.0,16,89.857
2556,2,19.5,20,43.407
2557,3,17.0,16,89.557
2558,2,20.0,20,41.185
2559,3,17.0,16,89.857
2560,3,19.0,18,90.057
2561,2,20.0,20,43.057
2562,3,19.0,18,90.657
2563,3,16.5,16,89.907
2564,1,20.0,20,21.339
2565,3,19.0,18,90.057
2566,2,20.0,20,43.357
2567,2,20.0,20,41.185
2568,3,19.0,18,90.357
2569,3,19.0,18,90.357
2570,3,17.0,16,90.457
2571,1,20.0,20,21.339
2572,3,17.0,16,89.857
2573,3,19.0,18,90.057
2574,3,17.0,16,90.157
2575,2,20.0,20,43.657
2576,2,20.0,20,43.057
2577,1,20.0,20,18.567
2578,3,17.0,16,89.857
2579,3,18.5,18,90.707
2580,3,16.5,16,89.907
2581,1,20.0,20,19.767
2582,1,19.5,19,16.814
2583,3,17.0,16,90.157
2584,2,20.0,20,43.357
2585,2,20.0,20,43.657
2586,2,19.5,19,42.729
2587,3,17.0,16,89.857
2588,3,17.0,16,89.857
2589,3,19.0,18,90.057
2590,2,20.0,20,43.657
2591,3,17.0,16,89.857
2592,2,20.0,20,43.357
2593,3,17.0,16,89.857
2594,3,17.0,16,89.857
2595,3,18.5,18,90.107
2596,3,17.0,16,89.557
2597,3,17.0,16,90.157
2598,3,17.0,16,90.157
2599,3,17.0,16,89.857
2600,3,17.0,16,89.857
2601,2,20.0,20,43.657
2602,2,20.0,20,43.057
2603,2,20.0,20,43.657
2604,2,20.0,21,42.907
2605,3,19.0,18,90.357
2606,3,17.0,16,90.157
2607,3,19.0,18,90.657
2608,2,19.5,20,43.107
2609,2,20.0,20,43.957
2610,3,19.0,18,90.057
2611,3,17.0,16,89.857
2612,2,20.0,20,43.657
2613,3,19.0,19,89.257
2614,3,16.5,16,89.907
2615,3,17.0,16,89.857
2616,2,19.5,20,43.107
2617,2,20.0,20,43.057
2618,2,20.0,20,43.657
2619,3,19.0,18,90.057
2620,2,20.0,20,41.185
2621,3,17.0,16,89.857
2622,2,20.0,20,43.657
2623,3,17.0,16,89.857
2624,3,19.0,18,90.057
2625,3,17.0,16,89.857
2626,2,20.0,20,43.057
2627,3,17.0,16,89.857
2628,3,19.0,18,90.357
2629,2,20.0,20,43.057
2630,3,17.0,16,90.157
2631,3,17.0,16,89.857
2632,2,20.0,20,43.057
2633,2,20.0,20,43.657
2634,3,17.0,16,89.857
2635,2,20.0,20,42.757
2636,3,17.0,16,89.857
2637,3,17.0,16,89.857
2638,3,17.0,16,90.157
2639,3,19.0,18,90.357
2640,2,20.0,20,43.057
2641,2,20.0,20,43.057
2642,3,17.0,16,90.157
2643,3,19.0,18,90.357
2644,3,17.0,16,89.857
2645,3,17.0,16,90.157
2646,2,20.0,20,43.057
2647,1,20.0,20,21.939
2648,3,17.0,16,89.857
2649,2,20.0,20,43.057
2650,3,19.0,18,90.057
2651,3,17.0,16,90.157
2652,2,20.0,20,43.357
2653,1,19.5,20,19.817
2654,3,17.0,16,89.857
2655,2,20.0,21,42.907
2656,3,19.0,18,90.057
2657,3,17.0,16,90.157
2658,3,17.0,16,89.857
2659,3,19.0,18,89.757
2660,3,19.0,18,90.057
2661,2,20.0,21,42.607
2662,3,17.0,16,89.857
2663,3,19.0,18,90.357
2664,3,17.0,16,89.857
2665,3,19.0,18,90.057
2666,3,17.0,16,90.157
2667,2,20.0,20,43.057
2668,1,20.0,20,18.567
2669,3,17.0,16,89.857
2670,2,20.0,20,43.657
2671,3,19.0,18,90.357
2672,2,20.0,20,43.357
2673,2,20.0,20,41.185
2674,3,17.0,16,89.557
2675,3,17.0,16,89.857
2676,3,17.0,16,89.857
2677,3,17.0,16,89.857
2678,3,19.0,18,90.057
2679,3,19.0,18,90.357
2680,2,20.0,20,43.657
2681,3,19.0,18,90.057
2682,3,17.0,16,89.857
2683,2,20.0,20,43.357
2684,3,18.5,18,90.407
2685,2,20.0,20,43.657
2686,3,17.0,16,89.857
2687,3,17.0,16,89.857
2688,3,17.0,16,89.857
2689,1,19.5,20,21.689
2690,2,19.5,20,43.107
2691,3,17.0,16,89.557
2692,3,19.0,18,90.357
2693,2,20.0,20,43.657
2694,2,20.0,20,43.657
2695,3,17.0,16,89.857
2696,2,20.0,20,40.885
2697,3,17.0,16,89.557
2698,3,17.0,16,89.857
2699,3,17.0,16,89.857
2700,3,17.0,16,89.857
2701,2,20.0,20,43.657
2702,2,20.0,20,40.885
2703,1,19.5,20,21.389
2704,3,17.0,16,89.857
2705,3,19.0,18,90.057
2706,2,20.0,20,43.357
2707,3,16.5,16,89.907
2708,2,20.0,20,43.957
2709,3,18.5,18,90.407
2710,3,17.0,16,89.857
2711,3,17.0,16,89.857
2712,3,17.0,16,89.857
2713,2,20.0,20,43.657
2714,2,20.0,20,43.057
2715,3,19.0,18,90.057
2716,3,17.0,16,89.857
2717,3,17.0,16,90.157
2718,2,20.0,20,43.357
2719,3,19.0,18,90.057
2720,1,20.0,20,18.317
2721,2,20.0,20,43.057
2722,2,19.5,20,43.107
2723,3,17.0,16,89.857
2724,3,16.5,16,89.907
2725,1,20.0,23,15.717
2726,1,20.0,21,20.889
2727,2,20.0,20,43.657
2728,3,17.0,16,89.557
2729,2,19.5,20,43.407
2730,2,20.0,20,43.657
2731,3,17.0,16,89.857
2732,2,20.0,20,43.057
2733,2,20.0,20,43.357
2734,3,17.0,16,89.857
2735,3,17.0,16,89.857
2736,2,20.0,20,43.057
2737,3,17.0,16,90.157
2738,3,17.0,16,89.557
2739,2,20.0,20,43.057
2740,3,17.0,16,90.457
2741,3,18.5,18,90.407
2742,2,20.0,21,42.307
2743,2,20.0,20,43.057
2744,2,20.0,20,43.057
2745,3,17.0,16,89.857
2746,3,17.0,16,89.857
2747,3,17.0,16,89.857
2748,3,17.0,16,90.457
2749,2,20.0,20,41.385
2750,2,20.0,20,42.757
2751,3,17.0,16,89.857
2752,3,17.0,16,89.857
2753,2,20.0,21,42.307
2754,2,20.0,20,43.057
2755,3,17.0,16,90.157
2756,3,17.0,16,89.557
2757,2,20.0,20,43.357
2758,2,20.0,20,43.357
2759,2,20.0,20,43.357
2760,3,17.0,16,89.857
2761,2,19.5,20,43.107
2762,3,17.0,16,89.857
2763,2,20.0,20,43.057
2764,3,17.0,16,89.857
2765,2,20.0,20,42.757
2766,1,20.0,20,20.789
2767,2,20.0,20,43.057
2768,3,19.0,18,90.057
2769,1,20.0,20,20.789
2770,2,20.0,20,40.885
2771,2,20.0,20,43.357
2772,3,17.0,16,90.157
2773,3,17.0,16,89.857
2774,3,19.0,18,89.757
2775,3,17.0,16,90.157
2776,3,19.0,18,90.057
2777,3,17.0,16,89.857
2778,3,19.0,18,90.357
2779,3,19.0,18,90.357
2780,1,20.0,20,21.639
2781,3,17.0,16,89.857
2782,2,20.0,20,43.657
2783,2,20.0,20,43.357
2784,3,17.0,16,90.157
2785,3,19.0,18,90.057
2786,3,17.0,16,89.857
2787,3,17.0,16,90.157
2788,3,19.0,18,90.057
2789,3,17.0,16,89.857
2790,2,19.5,20,43.707
2791,3,19.0,18,90.057
2792,3,19.0,19,88.907
2793,2,20.0,20,43.357
2794,2,20.0,20,43.057
2795,3,17.0,16,89.857
2796,3,17.0,16,89.857
2797,3,17.0,16,89.857
2798,2,20.0,20,43.957
2799,3,17.0,16,89.857
2800,3,17.0,16,90.157
2801,2,20.0,20,43.057
2802,3,19.0,18,90.357
2803,3,19.0,18,90.057
2804,3,17.0,16,89.857
2805,3,17.0,16,89.857
2806,3,16.5,16,89.607
2807,3,17.0,16,89.857
2808,3,19.0,18,90.357
2809,2,20.0,20,41.185
2810,2,20.0,20,43.357
2811,3,17.0,16,89.557
2812,2,20.0,20,43.657
2813,3,16.5,16,89.907
2814,3,17.0,16,89.557
2815,3,17.0,16,89.857
2816,2,19.5,20,43.107
2817,3,17.0,16,89.857
2818,3,17.0,16,89.857
2819,3,19.0,18,90.057
2820,1,20.0,20,18.017
2821,3,19.0,18,89.757
2822,3,19.0,18,89.757
2823,2,20.0,20,43.657
2824,2,19.5,20,43.107
2825,3,19.0,18,90.057
2826,3,16.5,16,89.907
2827,3,19.0,18,90.357
2828,3,17.0,16,89.857
2829,3,19.0,18,90.357
2830,3,18.5,18,90.407
2831,3,17.0,16,89.857
2832,3,19.0,18,89.757
2833,2,20.0,20,43.057
2834,3,19.0,18,90.057
2835,3,17.0,16,89.857
2836,3,19.0,18,90.357
2837,3,17.0,16,89.857
2838,3,17.0,17,88.757
2839,2,20.0,20,43.357
2840,3,17.0,16,89.857
2841,2,19.5,20,43.107
2842,3,17.0,16,90.157
2843,2,20.0,20,43.057
2844,3,19.0,18,89.757
2845,2,20.0,20,43.057
2846,3,17.0,16,89.857
2847,3,17.0,16,89.857
2848,3,17.0,16,89.557
2849,3,17.0,16,89.857
2850,3,17.0,16,89.857
2851,3,17.0,16,89.857
2852,3,17.0,16,89.857
2853,3,17.0,16,90.157
2854,3,17.0,16,89.857
2855,3,19.0,18,90.057
2856,1,19.5,20,21.689
2857,3,19.0,18,90.357
2858,3,19.0,18,90.057
2859,3,17.0,16,89.857
2860,2,20.0,20,43.057
2861,2,20.0,20,40.585
2862,2,20.0,20,43.057
2863,2,20.0,20,42.757
2864,3,17.0,16,89.857
2865,2,20.0,20,43.357
2866,2,20.0,20,43.357
2867,3,19.0,18,90.357
2868,3,19.0,18,90.357
2869,3,17.0,16,89.557
2870,3,17.0,16,89.557
2871,2,20.0,20,43.357
2872,3,19.0,18,90.057
2873,3,17.0,16,90.157
2874,3,17.0,16,90.157
2875,3,17.0,16,89.857
2876,2,19.5,20,43.407
2877,3,17.0,16,89.857
2878,3,17.0,16,89.857
2879,3,17.0,16,89.857
2880,3,17.0,16,90.457
2881,3,17.0,16,89.857
2882,3,17.0,16,89.857
2883,3,17.0,16,89.857
2884,3,19.0,18,90.057
2885,3,17.0,16,89.857
2886,2,20.0,20,43.357
2887,3,17.0,16,89.857
2888,3,17.0,16,89.857
2889,3,17.0,16,89.857
2890,3,17.0,16,89.857
2891,2,20.0,20,43.057
2892,3,17.0,16,89.857
2893,3,17.0,16,89.857
2894,2,20.0,20,43.957
2895,3,17.0,16,89.857
2896,3,17.0,16,90.157
2897,3,17.0,16,89.857
2898,2,20.0,20,43.057
2899,3,17.0,16,89.857
2900,3,17.0,16,89.557
2901,2,20.0,20,43.057
2902,3,19.0,18,90.357
2903,3,17.0,16,89.857
2904,1,19.5,20,19.817
2905,3,17.0,16,89.857
2906,3,19.0,18,90.057
2907,3,17.0,16,89.857
2908,2,20.0,20,43.057
2909,2,20.0,20,43.957
2910,3,17.0,16,89.857
2911,3,17.0,16,89.857
2912,3,17.0,16,90.157
2913,3,17.0,16,90.157
2914,3,17.0,16,89.857
2915,2,20.0,20,43.657
2916,3,16.5,16,89.907
2917,3,17.0,16,89.857
2918,3,17.0,16,89.857
2919,3,19.0,18,90.357
2920,2,19.5,20,43.407
2921,3,17.0,16,90.157
2922,3,17.0,16,89.857
2923,3,17.0,16,89.857
2924,3,19.0,18,90.357
2925,2,19.5,20,43.707
2926,2,20.0,20,43.357
2927,3,17.0,16,89.857
2928,3,17.0,16,89.857
2929,2,20.0,20,43.057
2930,3,17.0,16,89.857
2931,3,17.0,16,89.857
2932,1,20.0,20,19.467
2933,3,17.0,16,89.857
2934,3,17.0,16,89.857
2935,3,17.0,16,90.157
2936,3,17.0,16,89.857
2937,2,20.0,20,43.657
2938,3,17.0,16,90.457
2939,3,19.5,18,89.607
2940,2,20.0,20,43.657
2941,2,20.0,20,43.057
2942,3,17.0,16,89.857
2943,1,20.0,20,22.239
2944,1,19.5,20,17.689
2945,3,17.0,16,89.857
2946,3,19.0,18,90.057
2947,3,17.0,16,90.157
2948,2,20.0,20,43.057
2949,2,20.0,20,43.057
2950,3,19.0,18,90.057
2951,2,20.0,20,43.657
2952,3,17.0,16,90.157
2953,2,20.0,20,43.357
2954,3,17.0,16,89.857
2955,3,16.5,16,89.907
2956,2,20.0,20,42.757
2957,3,17.0,16,90.157
2958,3,17.0,16,89.857
2959,3,17.0,16,89.857
2960,3,17.0,16,89.557
2961,3,17.0,16,90.157
2962,3,16.5,16,89.907
2963,2,20.0,20,43.057
2964,3,17.0,16,89.857
2965,3,17.0,16,89.857
2966,3,17.0,16,90.157
2967,2,20.0,20,43.057
2968,3,17.0,16,90.157
2969,3,17.0,16,90.157
2970,3,19.0,18,90.357
2971,2,20.0,20,43.357
2972,3,17.0,16,90.157
2973,3,19.0,18,90.057
2974,2,20.0,20,43.357
2975,2,20.0,20,43.657
2976,3,17.0,16,89.857
2977,3,19.0,18,90.057
2978,3,19.0,18,90.357
2979,3,17.0,16,89.857
2980,1,20.0,20,19.167
2981,3,17.0,16,89.857
2982,3,17.0,16,89.857
2983,3,19.0,18,90.057
2984,2,20.0,20,43.657
2985,3,17.0,16,89.857
2986,3,17.0,16,89.857
2987,3,17.0,16,89.857
2988,2,20.0,20,43.657
2989,3,17.0,16,89.857
2990,3,17.0,16,89.857
2991,3,19.0,18,90.357
2992,3,17.0,16,90.157
2993,3,19.0,18,90.057
2994,3,19.0,18,90.357
2995,3,17.0,16,89.857
2996,3,17.0,16,90.157
2997,3,17.0,16,89.857
2998,3,17.0,16,89.857
2999,3,19.0,18,90.057
3000,3,17.0,16,89.557
3001,2,20.0,20,43.957
3002,3,19.0,18,90.057
3003,3,17.0,16,89.857
3004,3,17.0,16,89.857
3005,3,19.0,18,90.357
3006,3,17.0,16,89.857
3007,3,17.0,16,89.857
3008,2,20.0,20,43.357
3009,2,20.0,20,43.657
3010,3,17.0,16,89.857
3011,2,20.0,20,43.357
3012,3,17.0,16,89.857
3013,2,20.0,20,43.357
3014,3,19.0,18,90.057
3015,2,20.0,20,41.485
3016,2,20.0,20,43.057
3017,3,17.0,16,89.857
3018,3,17.0,16,89.857
3019,3,19.0,18,90.057
3020,3,17.0,16,89.857
3021,3,19.0,18,90.357
3022,3,17.0,16,89.557
3023,3,17.0,16,89.857
3024,3,17.0,16,89.857
3025,3,17.0,16,89.857
3026,2,20.0,20,43.057
3027,3,17.0,16,89.857
3028,3,19.0,18,90.057
3029,3,17.0,16,89.857
3030,2,20.0,20,43.357
3031,2,20.0,20,43.057
3032,3,17.0,16,89.857
3033,3,17.0,16,90.157
3034,2,20.0,20,43.057
3035,3,17.0,16,89.857
3036,2,20.0,20,43.657
3037,3,19.0,18,90.057
3038,3,17.0,16,89.857
3039,3,17.0,16,89.857
3040,3,17.0,16,89.857
3041,3,19.0,18,90.357
3042,3,17.0,16,90.157
3043,3,17.0,16,89.857
3044,3,19.0,18,90.057
3045,3,17.0,16,89.857
3046,3,17.0,16,89.557
3047,2,20.0,20,43.657
3048,2,20.0,20,43.357
3049,3,19.0,18,90.357
3050,3,17.0,16,89.557
3051,3,19.0,18,90.057
3052,3,17.0,16,90.157
3053,3,17.0,16,89.857
3054,3,17.0,16,90.157
3055,3,17.0,16,89.857
3056,2,20.0,20,43.357
3057,3,17.0,16,89.857
3058,2,20.0,20,43.057
3059,3,17.0,16,89.557
3060,3,17.0,16,89.557
3061,3,19.0,18,89.957
3062,3,16.5,16,89.607
3063,3,19.0,18,89.757
3064,3,19.0,18,90.057
3065,3,17.0,16,89.857
3066,3,17.0,16,89.857
3067,3,17.0,16,89.857
3068,3,17.0,16,89.857
3069,3,17.0,16,89.857
3070,3,17.0,16,90.157
3071,2,20.0,20,43.657
3072,3,17.0,16,89.857
3073,3,17.0,16,90.157
3074,3,17.0,16,89.557
3075,3,17.0,16,89.857
3076,1,19.5,20,22.289
3077,3,17.0,16,89.857
3078,3,17.0,16,89.857
3079,3,19.0,18,90.357
3080,3,17.0,16,89.857
3081,2,20.0,20,43.657
3082,2,20.0,20,43.357
3083,3,19.0,18,90.657
3084,3,17.0,16,89.857
3085,2,20.0,20,43.057
3086,3,17.0,16,89.857
3087,3,17.0,16,89.857
3088,3,17.0,16,90.157
3089,3,19.0,18,90.057
3090,3,17.0,16,89.857
3091,2,19.5,20,43.707
3092,3,17.0,16,89.857
3093,3,16.5,16,90.207
3094,2,20.0,20,43.357
3095,3,17.0,16,89.857
3096,3,17.0,16,89.857
3097,2,20.0,20,43.057
3098,3,17.0,16,89.857
3099,3,19.0,18,90.357
3100,3,17.0,16,90.157
3101,3,17.0,16,89.857
3102,3,17.0,16,89.857
3103,3,17.0,16,89.557
3104,3,19.0,18,90.057
3105,3,17.0,16,89.857
3106,3,17.0,16,89.857
3107,3,17.0,16,89.857
3108,3,17.0,16,89.857
3109,3,17.0,16,90.157
3110,3,17.0,16,89.857
3111,1,19.5,20,19.817
3112,2,20.0,20,43.657
3113,3,17.0,16,89.857
3114,3,17.0,16,89.857
3115,2,20.0,20,43.057
3116,2,20.0,21,42.007
3117,3,17.0,16,89.557
3118,3,17.0,16,89.857
3119,3,17.0,16,89.857
3120,3,17.0,16,89.857
3121,3,17.0,16,89.857
3122,3,17.0,16,89.857
3123,3,19.0,18,90.057
3124,3,17.0,16,89.857
3125,3,17.0,16,89.857
3126,3,17.0,17,88.707
3127,3,17.0,16,89.857
3128,1,20.0,20,21.339
3129,3,17.0,16,89.857
3130,3,19.0,18,90.357
3131,3,17.0,16,89.857
3132,3,17.0,16,89.857
3133,2,20.0,20,43.657
3134,3,17.0,16,89.857
3135,2,20.0,20,43.657
3136,3,17.0,16,89.857
3137,3,17.0,16,90.157
3138,3,17.0,16,89.857
3139,2,20.0,20,43.357
3140,2,20.0,20,43.357
3141,3,17.0,16,89.857
3142,3,17.0,16,89.857
3143,3,17.0,16,89.857
