episode,deliveries_completed,fuel_used,steps_taken,reward
95,0,20.0,33,-10.439
96,1,20.0,29,8.389
97,0,19.5,28,-6.639
98,0,20.0,34,-18.713
99,0,20.0,25,-0.839
100,1,20.0,29,3.091
101,0,20.0,26,-5.017
102,1,19.5,22,10.345
103,0,20.0,33,-14.039
104,0,20.0,36,-14.461
105,0,20.0,24,-10.859
106,0,20.0,32,-9.817
107,1,20.0,30,3.804
108,1,20.0,24,9.954
109,0,20.0,25,-7.863
110,1,20.0,28,7.004
111,1,20.0,26,7.645
112,0,20.0,25,-5.139
113,2,19.5,27,29.646
114,0,20.0,33,-17.663
115,0,20.0,29,-7.739
116,1,20.0,37,-3.172
117,1,45.0,58,8.617
118,0,19.5,21,-0.861
119,1,19.0,29,7.967
120,1,19.5,34,1.114
121,0,40.0,55,-11.111
122,0,20.0,31,-8.339
123,0,20.0,34,-15.289
124,0,20.0,25,-2.539
125,1,25.5,39,8.439
126,2,20.0,25,36.079
127,1,20.0,31,7.089
128,0,19.0,29,-10.839
129,1,20.0,25,9.304
130,0,20.0,27,-2.939
131,0,20.0,27,-7.239
132,0,20.0,28,-6.617
133,0,20.0,24,-2.589
134,0,20.0,25,-7.163
135,0,20.0,25,-11.283
136,1,20.0,30,4.345
137,0,20.0,24,-3.289
138,2,38.0,62,7.692
139,1,19.5,30,4.378
140,1,19.5,24,15.589
141,0,20.0,30,-8.917
142,1,19.5,30,8.617
143,0,20.0,29,-13.183
144,0,20.0,30,-14.513
145,0,19.5,27,-8.061
146,1,21.5,36,5.889
147,1,19.5,25,14.01
148,0,20.0,27,-5.567
149,1,19.5,34,-2.155
150,1,20.0,24,6.391
151,0,20.0,26,-10.735
152,0,19.5,22,-2.511
153,1,20.0,26,14.139
154,0,19.5,22,-2.811
155,1,20.0,24,10.204
156,1,20.0,27,8.514
157,1,25.5,33,10.639
158,0,19.5,21,-0.917
159,2,19.5,21,33.657
160,0,20.0,29,-15.183
161,0,19.5,21,-0.317
162,2,34.5,37,30.922
163,1,19.5,22,20.089
164,1,32.5,62,-22.027
165,0,19.5,25,-4.989
166,1,20.0,29,12.035
167,1,19.0,24,13.367
168,1,19.5,26,6.069
169,0,38.0,61,-22.863
170,1,19.5,22,11.528
171,1,20.0,24,14.539
172,0,20.0,28,-4.289
173,0,20.0,25,-9.024
174,2,19.5,24,27.937
175,0,19.0,23,-0.439
176,0,20.0,26,-10.013
177,0,20.0,30,-12.213
178,0,20.0,31,-9.739
179,1,20.0,24,12.114
180,1,20.0,23,15.556
181,1,20.0,30,3.195
182,1,20.0,28,12.41
183,2,38.0,59,11.109
184,1,22.0,29,9.064
185,0,20.0,33,-18.139
186,0,20.0,29,-9.039
187,1,19.5,22,15.867
188,1,19.5,22,15.939
189,1,20.0,24,12.578
190,0,19.5,24,-3.511
191,0,20.0,31,-18.753
192,0,20.0,29,-12.963
193,0,20.0,27,-6.511
194,1,20.0,27,9.364
195,0,20.0,29,-8.739
196,2,37.0,42,28.787
197,0,20.0,28,-15.603
198,0,20.0,25,-3.439
199,0,19.5,21,-2.289
200,1,20.0,25,11.214
201,1,20.0,22,10.145
202,0,20.0,24,0.011
203,1,24.0,29,10.814
204,0,20.0,29,-9.639
205,1,20.0,24,13.939
206,1,20.0,25,16.41
207,1,19.5,22,14.032
208,2,19.5,26,25.194
209,0,20.0,24,-6.789
210,0,19.5,24,-4.539
211,0,19.5,23,-5.413
212,0,20.0,27,-4.939
213,0,20.0,31,-13.763
214,2,20.0,24,36.835
215,1,20.0,24,3.439
216,1,20.0,27,12.239
217,1,20.0,24,12.332
218,1,20.0,21,16.989
219,0,19.0,23,-3.939
220,1,20.0,27,6.993
221,0,20.0,20,2.011
222,1,20.0,31,1.628
223,1,20.0,24,16.239
224,1,20.0,26,10.432
225,0,20.0,25,-4.867
226,1,20.0,22,15.682
227,1,19.5,24,12.589
228,0,19.5,24,-4.911
229,1,22.0,30,12.36
230,1,22.0,29,11.332
231,1,20.0,32,2.078
232,1,19.0,21,17.989
233,2,20.0,26,31.296
234,1,19.0,23,14.867
235,0,19.5,21,-2.689
236,1,20.0,24,12.028
237,1,20.0,23,18.289
238,1,20.0,23,15.589
239,1,20.0,24,10.728
240,0,19.5,25,-5.061
241,0,20.0,24,-4.289
242,0,20.0,26,-3.689
243,1,19.5,21,17.767
244,0,20.0,24,-6.946
245,0,19.5,21,-1.161
246,0,20.0,24,-6.461
247,0,20.0,32,-12.789
248,1,20.0,24,12.714
249,0,20.0,25,-6.039
250,0,20.0,24,-3.946
251,1,20.0,30,3.569
252,1,20.0,24,11.245
253,1,20.0,25,14.51
254,1,19.5,27,14.339
255,0,20.0,26,-5.289
256,1,19.5,24,14.417
257,1,19.5,23,18.239
258,2,20.0,23,35.096
259,1,19.5,21,20.839
260,0,19.5,23,-0.789
261,0,20.0,21,-2.439
262,0,20.0,24,-1.417
263,1,20.0,21,15.232
264,0,20.0,22,-0.517
265,1,20.0,22,9.575
266,0,20.0,21,-0.611
267,1,19.5,25,7.339
268,1,20.0,25,15.36
269,1,19.5,25,16.089
270,2,19.0,22,30.557
271,0,19.5,21,1.311
272,0,20.0,30,-9.589
273,1,19.5,22,10.069
274,2,20.0,21,35.361
275,1,20.0,25,11.664
276,0,20.0,23,-4.839
277,1,19.5,26,15.139
278,1,30.5,38,2.223
279,1,19.5,23,19.389
280,1,19.5,21,18.117
281,1,19.5,25,13.717
282,1,19.5,24,17.939
283,0,19.5,23,-6.3
284,1,20.0,22,12.693
285,1,20.0,23,16.389
286,1,19.5,22,17.389
287,1,20.0,20,15.228
288,0,20.0,22,-0.489
289,1,19.5,22,16.132
290,1,20.0,23,17.489
291,1,19.5,22,17.017
292,1,20.0,24,11.764
293,0,19.0,22,-1.861
294,2,39.0,45,36.107
295,0,20.0,25,-4.511
296,0,20.0,23,-1.839
297,0,20.0,22,0.383
298,1,20.0,23,14.732
299,1,20.0,23,19.189
300,1,20.0,20,12.895
301,2,19.5,23,37.435
302,1,19.5,19,16.578
303,1,19.5,20,13.789
304,1,19.5,22,19.489
305,0,20.0,23,-0.239
306,2,20.0,31,25.822
307,0,19.5,21,-0.861
308,0,20.0,28,-10.246
309,1,20.0,28,7.428
310,2,38.5,44,31.607
311,2,20.0,25,32.622
312,1,19.5,23,18.489
313,2,20.0,23,37.285
314,1,20.0,25,10.395
315,1,20.0,24,12.414
316,1,19.0,21,17.767
317,0,20.0,28,-7.417
318,0,20.0,29,-12.063
319,2,20.0,22,32.207
320,1,19.5,19,17.489
321,0,20.0,24,-4.089
322,2,19.5,21,34.113
323,0,19.5,21,-2.689
324,0,20.0,23,-0.967
325,0,20.0,23,-1.567
326,2,19.5,21,34.172
327,0,20.0,23,-4.263
328,2,20.0,28,29.272
329,0,19.5,23,-0.789
330,1,20.0,22,12.043
331,0,20.0,23,-3.311
332,1,19.5,21,15.589
333,0,20.0,27,-7.711
334,0,19.0,21,0.761
335,1,20.0,23,18.489
336,1,20.0,22,10.145
337,1,20.0,28,9.814
338,0,20.0,26,-12.033
339,1,20.0,25,6.449
340,0,19.5,25,-8.389
341,1,19.5,24,13.639
342,1,20.0,25,16.06
343,2,19.5,24,34.651
344,1,19.5,22,14.539
345,0,20.0,24,-3.561
346,1,19.5,21,15.917
347,1,20.0,25,8.595
348,0,19.5,22,-0.339
349,1,19.0,21,15.667
350,1,20.0,21,17.332
351,1,19.5,21,19.139
352,0,19.5,20,1.461
353,1,20.0,22,16.41
354,0,19.5,24,-4.611
355,1,20.0,27,11.239
356,1,20.0,27,6.919
357,1,19.0,24,12.967
358,1,20.0,23,14.582
359,0,20.0,22,-2.461
360,1,20.0,24,11.682
361,0,20.0,22,-0.489
362,1,20.0,26,6.449
363,0,20.0,25,-5.739
364,2,19.5,22,32.863
365,2,19.5,21,37.751
366,0,20.0,23,-1.239
367,0,19.5,21,1.083
368,1,19.5,21,11.395
369,1,19.5,22,18.989
370,1,20.0,22,13.445
371,1,20.0,21,20.289
372,1,20.0,21,18.117
373,1,19.5,24,10.164
374,0,20.0,22,-0.661
375,1,20.0,22,16.339
376,0,20.0,21,-1.439
377,1,20.0,22,19.71
378,0,20.0,20,2.083
379,0,20.0,23,-0.067
380,1,19.0,21,20.439
381,1,19.0,24,16.539
382,1,20.0,24,11.564
383,0,20.0,21,2.561
384,1,19.5,20,18.089
385,2,19.5,24,30.757
386,0,20.0,23,-1.539
387,2,20.0,21,33.263
388,1,20.0,22,14.328
389,2,20.0,21,33.607
390,0,19.5,20,1.761
391,0,20.0,22,-0.489
392,2,20.0,20,34.857
393,0,20.0,23,-0.139
394,0,19.5,21,-0.561
395,0,20.0,25,-7.539
396,0,19.5,20,-3.75
397,0,20.0,25,-5.139
398,2,20.0,21,36.896
399,1,19.0,21,16.817
400,0,20.0,24,-5.589
401,1,20.0,22,19.61
402,1,19.5,19,12.343
403,1,19.0,23,15.867
404,1,19.5,21,11.745
405,1,20.0,22,16.467
406,1,19.5,23,11.864
407,1,19.0,24,14.867
408,2,20.0,21,34.413
409,1,20.0,23,16.539
410,0,19.5,26,-4.811
411,1,19.0,25,13.367
412,0,19.5,20,-1.539
413,1,20.0,22,18.96
414,1,19.0,20,21.039
415,2,19.5,20,33.807
416,1,39.0,47,7.314
417,1,19.0,24,12.067
418,1,20.0,25,11.764
419,0,20.0,25,-7.139
420,2,20.0,23,36.585
421,1,19.5,22,14.439
422,0,19.0,22,-2.289
423,1,19.0,22,15.567
424,0,19.5,23,-5.7
425,0,20.0,25,-2.967
426,1,19.5,22,16.717
427,1,20.0,19,19.267
428,0,20.0,24,-2.889
429,1,19.5,20,16.732
430,1,19.5,21,15.428
431,2,20.0,20,37.446
432,2,20.0,21,33.713
433,1,19.5,23,15.967
434,1,20.0,21,14.054
435,0,19.5,23,-3.261
436,1,20.0,20,18.889
437,0,19.5,22,0.861
438,1,19.5,24,14.867
439,0,20.0,22,-1.961
440,0,20.0,22,1.283
441,2,20.0,27,31.007
442,2,19.5,21,31.846
443,1,19.5,20,21.389
444,0,19.5,23,-0.789
445,0,19.0,21,1.961
446,0,20.0,22,-0.017
447,0,20.0,21,1.861
448,0,20.0,25,-3.339
449,2,19.5,23,39.207
450,2,19.5,22,36.696
451,2,19.5,22,35.083
452,0,20.0,23,-1.239
453,1,19.0,20,21.139
454,1,20.0,23,18.139
455,0,19.5,24,-4.896
456,1,20.0,23,13.128
457,1,19.5,19,12.991
458,2,20.0,20,41.879
459,2,20.0,23,35.107
460,1,20.0,25,11.864
461,2,20.0,20,37.546
462,1,19.5,22,16.767
463,1,20.0,20,14.764
464,2,19.5,19,38.801
465,1,19.5,23,15.167
466,0,20.0,23,-0.611
467,1,19.5,19,14.389
468,0,20.0,23,-4.463
469,0,20.0,21,-0.911
470,0,19.5,22,0.033
471,2,19.5,25,28.307
472,2,20.0,21,33.957
473,0,19.5,21,-0.517
474,2,20.0,20,33.159
475,0,19.5,22,-1.911
476,1,19.5,21,15.128
477,1,20.0,19,20.66
478,2,19.5,20,37.633
479,2,20.0,20,39.685
480,2,20.0,20,38.957
481,1,20.0,23,14.717
482,0,19.5,24,-4.011
483,0,19.5,22,-3.111
484,1,19.5,20,18.717
485,1,20.0,22,13.504
486,1,20.0,23,18.189
487,2,36.0,37,34.696
488,0,20.0,23,-1.267
489,0,19.5,22,-1.611
490,2,19.5,21,34.407
491,1,20.0,23,17.639
492,3,26.0,25,88.757
493,1,19.5,19,16.278
494,1,19.5,20,20.789
495,1,19.5,21,16.217
496,0,20.0,23,-2.711
497,0,22.0,27,-4.311
498,1,20.0,22,13.028
499,1,20.0,22,14.378
500,0,19.5,24,-8.985
501,1,20.0,20,13.395
502,0,19.5,21,1.911
503,1,20.0,22,19.11
504,0,20.0,24,-3.146
505,1,19.5,20,17.117
506,2,19.5,26,34.829
507,1,19.5,22,15.989
508,1,19.5,21,19.089
509,2,20.0,21,36.246
510,0,19.5,21,1.011
511,0,19.5,21,-0.817
512,2,20.0,20,40.785
513,2,20.0,21,39.779
514,1,19.5,20,14.243
515,1,19.0,19,12.343
516,1,19.0,20,17.967
517,2,19.5,22,38.835
518,0,19.5,23,-2.961
519,1,19.5,21,10.689
520,0,19.5,21,-0.561
521,1,20.0,22,13.295
522,1,20.0,21,16.189
523,1,20.0,20,21.239
524,1,20.0,20,14.604
525,2,20.0,20,34.663
526,2,20.0,21,37.407
527,0,19.5,21,-0.817
528,1,19.5,20,16.789
529,0,20.0,21,2.361
530,1,20.0,22,15.864
531,2,20.0,22,37.885
532,1,19.5,22,13.982
533,1,19.5,22,16.517
534,1,20.0,22,16.032
535,0,20.0,23,-1.411
536,1,20.0,23,15.989
537,2,19.5,19,36.272
538,2,19.5,19,41.757
539,2,20.0,21,42.657
540,1,20.0,25,14.539
541,2,19.5,23,32.157
542,1,19.5,21,19.739
543,2,20.0,22,33.772
544,1,20.0,21,16.567
545,1,20.0,22,16.364
546,1,19.5,21,14.478
547,1,20.0,22,19.86
548,2,19.5,19,39.333
549,1,19.5,19,17.832
550,2,19.5,23,34.846
551,1,19.5,21,16.489
552,2,20.0,21,34.207
553,2,20.0,21,39.885
554,2,20.0,20,38.346
555,2,20.0,20,39.151
556,0,19.5,23,-0.189
557,1,19.5,23,11.343
558,1,20.0,22,13.789
559,2,20.0,21,36.696
560,2,20.0,21,34.063
561,2,20.0,21,38.607
562,1,19.5,18,13.993
563,1,19.5,21,18.017
564,1,19.5,21,20.839
565,1,20.0,22,14.182
566,2,19.5,20,37.096
567,1,19.5,23,10.528
568,1,19.5,20,19.817
569,0,20.0,20,0.439
570,1,19.5,22,20.189
571,2,19.5,19,40.957
572,1,20.0,21,16.189
573,2,19.5,19,42.157
574,2,20.0,20,38.701
575,0,19.5,20,0.533
576,0,20.0,22,-2.261
577,2,20.0,19,35.563
578,2,20.0,21,39.035
579,1,20.0,23,19.36
580,1,20.0,22,14.278
581,2,19.5,20,34.263
582,2,20.0,19,38.583
583,1,19.5,19,16.378
584,1,19.5,24,15.517
585,2,20.0,21,36.496
586,1,19.5,20,19.51
587,1,19.5,22,19.689
588,1,20.0,21,14.814
589,1,20.0,22,19.289
590,0,19.5,21,1.611
591,1,19.0,20,21.639
592,1,19.5,21,14.178
593,1,19.5,19,17.064
594,2,19.5,24,36.435
595,2,19.5,20,35.022
596,1,20.0,21,13.693
597,2,20.0,21,36.707
598,2,20.0,21,38.007
599,1,20.0,20,21.939
600,0,20.0,22,0.811
601,2,19.5,20,40.935
602,1,20.0,23,13.078
603,2,20.0,21,33.313
604,0,20.0,23,-0.067
605,1,20.0,20,16.764
606,1,20.0,21,18.667
607,1,19.5,20,18.517
608,2,19.5,20,37.361
609,1,19.5,20,19.467
610,1,19.5,21,14.828
611,2,20.0,22,37.157
612,0,20.0,20,0.139
613,2,19.5,21,38.957
614,0,19.0,21,1.133
615,1,19.5,19,12.689
616,2,19.5,20,40.457
617,0,19.5,21,1.911
618,1,19.5,21,20.439
619,2,20.0,20,37.946
620,1,20.0,21,19.589
621,2,20.0,20,34.287
622,2,19.5,19,39.433
623,1,19.0,23,18.289
624,2,20.0,20,40.085
625,1,19.5,22,16.317
626,2,19.5,21,37.346
627,1,19.0,19,13.504
628,1,20.0,22,19.189
629,1,20.0,21,15.328
630,1,19.5,21,20.589
631,0,19.5,20,2.661
632,1,19.0,18,18.532
633,2,20.0,21,40.235
634,2,19.5,20,37.907
635,0,19.5,24,-3.211
636,1,19.0,21,17.567
637,1,20.0,23,15.367
638,1,20.0,21,19.489
639,1,19.0,19,20.489
640,1,20.0,22,17.889
641,2,19.5,19,39.801
642,1,19.5,20,19.71
643,1,19.0,21,18.017
644,1,19.5,19,12.945
645,1,20.0,22,15.364
646,1,20.0,22,15.839
647,1,20.0,20,13.095
648,0,19.0,22,0.311
649,1,20.0,22,19.689
650,2,20.0,20,37.646
651,2,19.5,21,34.307
652,2,19.0,18,36.911
653,2,19.5,21,34.722
654,1,19.5,19,15.564
655,1,20.0,19,16.728
656,2,19.5,20,39.151
657,1,19.5,20,17.539
658,1,20.0,20,16.264
659,1,19.5,21,14.178
660,1,19.5,21,18.51
661,1,19.0,22,19.339
662,2,20.0,20,35.307
663,2,20.0,20,34.622
664,1,20.0,20,21.839
665,2,19.5,19,40.001
666,2,20.0,20,40.985
667,2,19.0,18,37.946
668,2,19.5,20,38.701
669,2,19.5,20,38.751
670,1,19.5,22,17.317
671,1,19.0,18,17.064
672,1,20.0,25,10.678
673,1,19.5,19,20.81
674,2,35.0,36,36.883
675,1,20.0,21,20.96
676,1,19.5,20,19.86
677,1,20.0,19,13.695
678,2,19.5,20,34.813
679,2,19.5,19,38.533
680,0,20.0,20,0.783
681,1,19.5,21,16.214
682,2,20.0,20,40.885
683,2,19.5,21,35.072
684,2,19.5,20,40.835
685,0,19.5,21,1.611
686,1,20.0,21,18.067
687,2,20.0,21,40.285
688,2,19.0,21,30.787
689,2,19.0,18,38.446
690,2,40.0,40,39.046
691,2,19.5,22,32.963
692,2,20.0,19,36.422
693,0,19.5,20,2.961
694,2,19.5,19,36.413
695,2,19.5,19,37.272
696,1,19.5,21,13.828
697,1,20.0,20,15.464
698,2,19.5,19,36.872
699,2,20.0,20,38.501
700,1,20.0,21,18.067
701,1,19.5,21,16.617
702,2,20.0,21,34.307
703,2,20.0,19,39.251
704,1,19.5,22,20.089
705,2,19.0,18,35.057
706,2,19.5,20,36.833
707,1,20.0,20,15.264
708,1,20.0,21,14.639
709,2,20.0,20,38.846
710,0,19.5,21,1.911
711,1,20.0,20,14.528
712,1,19.5,22,19.239
713,1,19.5,21,16.039
714,2,19.5,20,34.807
715,1,19.5,20,21.989
716,1,20.0,20,15.714
717,2,20.0,19,36.722
718,2,19.0,18,36.811
719,2,19.5,19,36.572
720,1,20.0,20,15.914
721,2,19.5,19,36.157
722,1,19.5,20,15.178
723,1,19.5,19,16.864
724,2,19.5,19,39.857
725,2,20.0,20,38.146
726,2,20.0,21,38.357
727,2,20.0,19,38.951
728,2,20.0,20,40.585
729,2,20.0,21,40.235
730,1,20.0,21,14.128
731,2,19.5,20,39.007
732,2,19.5,21,34.272
733,1,19.5,20,15.114
734,1,19.5,19,13.945
735,1,19.5,19,16.378
736,2,19.5,19,35.946
737,2,19.5,20,38.396
738,1,19.5,19,20.41
739,2,19.5,20,41.435
740,2,19.5,19,39.801
741,1,19.5,20,18.017
742,2,20.0,21,39.735
743,2,19.5,19,37.372
744,1,20.0,20,13.095
745,3,19.0,18,89.657
746,2,20.0,21,37.396
747,1,20.0,20,16.478
748,2,20.0,20,35.363
749,2,19.5,20,41.835
750,2,19.5,20,40.335
751,2,19.5,24,34.346
752,0,20.0,22,-0.189
753,1,19.5,19,16.378
754,2,19.5,20,41.535
755,1,37.0,39,13.493
756,2,19.5,20,39.301
757,2,30.5,34,40.957
758,2,19.5,20,38.551
759,2,20.0,19,38.883
760,1,19.5,19,15.678
761,1,20.0,20,21.939
762,0,19.5,22,0.033
763,1,19.5,21,18.017
764,1,20.0,19,16.614
765,2,20.0,20,37.901
766,2,19.5,23,37.835
767,2,20.0,23,38.285
768,2,20.0,19,39.451
769,1,19.5,19,21.21
770,1,19.5,20,12.845
771,2,19.5,19,36.872
772,1,20.0,20,19.767
773,2,20.0,20,43.357
774,2,19.5,19,34.459
775,1,19.5,20,16.982
776,2,20.0,20,38.457
777,1,20.0,20,21.939
778,2,19.5,19,36.372
779,2,20.0,22,38.635
780,1,19.0,18,18.532
781,2,19.5,21,37.346
782,2,19.5,21,42.957
783,2,19.5,20,36.107
784,2,20.0,20,37.146
785,0,19.5,22,-3.739
786,1,19.5,20,16.732
787,2,19.5,20,34.963
788,2,19.5,19,36.272
789,2,19.0,19,33.907
790,2,20.0,25,34.735
791,1,20.0,20,19.467
792,1,19.5,20,19.417
793,1,20.0,21,20.989
794,2,19.5,18,35.007
795,2,20.0,21,37.157
796,2,19.5,20,34.663
797,2,20.0,22,39.185
798,2,20.0,19,36.722
799,1,20.0,23,18.739
800,2,19.5,21,36.646
801,2,20.0,20,41.585
802,1,20.0,21,16.589
803,2,20.0,20,35.413
804,1,19.5,20,15.278
805,2,20.0,20,40.585
806,1,20.0,25,9.278
807,1,19.5,20,18.989
808,2,19.5,21,37.557
809,2,19.5,20,37.896
810,2,20.0,20,36.511
811,2,20.0,23,39.407
812,1,20.0,20,17.939
813,2,19.5,21,37.546
814,2,19.5,21,33.457
815,2,19.5,20,38.607
816,2,19.5,20,34.722
817,2,20.0,20,43.357
818,1,20.0,21,14.828
819,2,20.0,21,37.296
820,2,19.0,21,34.496
821,0,19.5,19,2.711
822,1,19.0,18,15.678
823,2,19.5,20,39.107
824,2,19.5,21,34.513
825,2,19.5,19,39.901
826,1,20.0,20,19.76
827,2,19.5,20,37.483
828,2,19.5,20,39.301
829,1,19.5,22,17.667
830,2,20.0,24,34.146
831,1,19.5,19,20.91
832,2,19.5,20,40.707
833,1,20.0,22,19.439
834,2,20.0,19,36.463
835,1,20.0,22,15.539
836,1,19.5,20,20.889
837,0,19.5,21,1.911
838,2,20.0,20,38.146
839,0,19.5,23,-0.189
840,2,20.0,22,35.646
841,2,20.0,20,40.485
842,2,19.5,23,35.601
843,1,19.5,19,15.878
844,1,20.0,19,14.195
845,2,20.0,21,40.535
846,1,19.5,19,16.664
847,2,20.0,23,35.596
848,2,19.5,21,36.111
849,2,19.5,19,36.113
850,1,19.5,20,20.16
851,2,19.5,22,39.529
852,1,35.5,37,18.86
853,1,19.5,22,15.039
854,2,20.0,21,40.335
855,2,20.0,19,36.122
856,1,20.0,20,16.678
857,2,19.5,22,36.396
858,0,19.0,18,2.511
859,2,20.0,22,38.635
860,2,20.0,20,38.357
861,2,19.5,22,38.585
862,2,39.5,41,43.657
863,1,20.0,21,15.164
864,1,20.0,20,19.067
865,2,20.0,21,36.896
866,2,19.5,19,39.333
867,2,19.5,21,38.251
868,2,37.0,41,39.507
869,1,20.0,20,21.639
870,2,19.5,20,39.201
871,2,20.0,19,36.522
872,2,19.5,22,32.322
873,1,19.5,20,18.767
874,1,20.0,20,22.239
875,1,19.5,20,21.989
876,2,19.5,22,35.246
877,2,19.5,19,41.457
878,1,19.5,20,17.317
879,2,20.0,20,41.385
880,2,30.5,32,41.035
881,2,20.0,20,44.057
882,0,19.0,20,0.411
883,1,20.0,22,19.839
884,1,19.5,20,15.564
885,2,19.0,19,33.957
886,2,20.0,21,37.296
887,2,19.5,20,38.751
888,2,20.0,20,40.885
889,0,19.5,22,-2.911
890,2,20.0,20,40.885
891,2,19.5,19,43.329
892,2,19.5,19,39.301
893,2,19.5,20,43.207
894,2,20.0,21,39.685
895,2,20.0,21,40.035
896,0,20.0,22,0.811
897,2,20.0,20,42.457
898,2,19.5,20,40.835
899,1,19.5,20,15.764
900,2,20.0,21,39.335
901,2,20.0,21,39.335
902,2,20.0,21,39.785
903,0,20.0,21,-0.267
904,2,19.5,19,38.733
905,2,20.0,20,41.385
906,1,19.5,22,17.317
907,2,19.5,21,40.435
908,1,35.5,35,15.989
909,2,20.0,22,36.596
910,2,19.5,20,40.935
911,2,20.0,21,33.663
912,2,20.0,20,38.346
913,0,20.0,21,-0.267
914,1,19.5,20,14.664
915,2,19.5,19,39.601
916,1,20.0,21,17.667
917,2,19.0,18,35.557
918,2,19.5,20,38.851
919,1,20.0,22,14.278
920,2,20.0,20,37.033
921,0,19.5,20,2.961
922,2,19.5,19,36.872
923,1,19.0,20,19.089
924,2,20.0,21,35.911
925,2,19.5,20,40.635
926,2,19.5,20,41.679
927,1,19.0,18,18.032
928,1,19.5,21,19.689
929,2,20.0,19,35.563
930,1,20.0,20,21.839
931,2,19.5,19,40.601
932,1,19.5,19,19.739
933,1,19.5,21,16.039
934,2,20.0,21,36.957
935,2,20.0,20,41.585
936,2,19.5,19,40.557
937,1,19.5,19,14.689
938,2,19.5,18,34.737
939,0,20.0,22,0.111
940,1,19.5,20,18.989
941,1,20.0,21,13.893
942,1,20.0,20,18.567
943,1,19.5,19,18.839
944,1,19.0,19,15.078
945,2,20.0,20,41.285
946,2,20.0,21,36.696
947,2,19.5,21,37.546
948,2,20.0,19,39.383
949,2,20.0,21,36.196
950,1,20.0,22,16.467
951,2,20.0,20,39.057
952,2,19.5,21,37.601
953,2,19.5,19,36.457
954,2,19.5,20,35.272
955,2,20.0,20,36.411
956,2,20.0,19,38.283
957,2,20.0,21,39.885
958,2,20.0,20,41.185
959,2,19.5,20,36.583
960,2,20.0,20,41.185
961,2,20.0,20,40.585
962,2,19.5,21,34.472
963,1,19.0,18,21.539
964,2,20.0,20,36.711
965,2,20.0,21,40.385
966,2,19.5,20,41.929
967,2,20.0,20,38.246
968,1,19.5,20,19.71
969,2,20.0,19,36.822
970,1,19.5,19,16.864
971,1,19.5,20,15.914
972,0,19.0,18,0.511
973,2,20.0,21,37.907
974,2,19.5,19,42.529
975,2,20.0,20,38.246
976,2,19.5,20,38.796
977,0,20.0,22,-1.661
978,2,19.5,19,43.229
979,2,20.0,20,41.485
980,1,20.0,20,18.717
