deliveries_completed,fuel_used,steps_taken,reward
0,18.872236596306436,12,-4.681672384166655
1,19.800050463514044,10,0.9950295270767846
0,17.742747815435596,12,-4.8047914835793595
1,18.9260386683235,10,1.5824307065958383
1,19.116522870347925,12,0.8994502638931845
1,18.29147042756643,14,-2.832258054201758
1,17.527783630951703,11,0.772256210333019
1,17.96540778039921,12,-0.9854382271119402
1,18.609154014398836,11,-0.3358808280116925
1,19.895113081752946,14,0.9215912427526849
1,19.985876264760762,12,1.3125149244519037
1,18.476473914868155,12,-1.7726128180586258
0,18.025830742122274,11,-4.061245361121332
0,18.700891625134517,14,-5.564537887049461
2,18.425865338841575,12,9.211156704163109
1,18.897002684768832,12,2.007188720078002
1,16.72002163778609,8,1.7030324096495804
0,18.933145748891484,12,-6.101976861798253
1,19.474170746372227,11,3.8994719139176617
1,18.640073159524732,11,2.482881672602412
1,17.872005788810377,13,3.073901972046942
0,18.36324899874231,10,-5.230773624410241
0,19.76886294913096,11,-4.821335019449107
1,19.76931543570291,11,2.78417100735769
1,19.04182511159257,12,-2.829147937731067
1,17.039166357077804,10,1.2711179377204083
1,19.244081255908775,10,1.1811431498731118
0,18.109318771268686,10,-4.205380601662879
0,19.088813326908554,12,-4.439398034726655
1,18.871820336845577,13,0.23785253974363307
0,19.886943798251174,12,-3.7831431043611277
0,19.212271576854842,11,-4.765675882221494
1,19.05731303309041,11,2.3553712476189386
0,18.989115097357946,13,-3.5575737966449
0,17.9916837695005,11,-7.557830663859155
0,18.90321764589048,11,-6.734770489125058
0,19.010771666430678,11,-4.659739453552173
1,18.695524276642622,11,1.7859988477997284
0,19.059797866727383,13,-5.150428511208749
1,17.494133162691423,12,5.061689234658839
0,19.048610763748737,12,-5.435377778410673
1,19.576017420006654,14,-4.5464991910726855
1,19.096465344894856,11,3.437242454065398
2,19.2834542093734,12,10.019846541645933
1,19.239587538610632,11,1.9229302346938209
1,18.079492228270624,12,0.17472620335472655
1,19.637420420222696,13,2.8973605089057113
1,18.4762697645219,11,2.9134755744757896
0,18.889628055851325,10,-6.111838654867334
1,17.805433027033875,12,4.030559248224591
1,19.217895683017165,12,3.3893129826262633
0,18.82764315488936,12,-3.591426602398041
0,18.293851839412778,10,-4.223833908477289
1,18.640117255734204,13,0.7544501382352742
0,19.1519661634899,10,-6.04571331838479
1,18.146857542890576,12,3.260348819139132
1,19.052351162833627,10,3.305867434644618
2,19.88432132502391,12,7.8226704184255915
1,19.704483346367848,14,-0.05934578370880672
1,19.289766641009273,13,1.93212588682705
1,19.91982724482177,11,-0.46694815105398924
1,19.381575470692802,11,1.994517879112509
0,18.04753900811076,11,-6.649202625347086
0,19.72684985281998,10,-4.781347272191104
1,18.11886198666589,12,0.9992163522613886
0,19.637811993153953,12,-6.172443486224501
1,18.35273041455813,12,-1.760238468027623
1,19.295259379375835,12,2.8815766129903952
1,17.782302621171244,10,1.6968043113110678
0,17.305846886953198,11,-6.0750334132313295
1,18.32870856542089,11,3.5140181320127954
1,19.880375310995863,11,3.858851457455298
0,18.012388703024865,12,-3.0956875948384974
0,19.241826336035828,12,-6.718631358139593
0,18.483465920041215,11,-5.521222441286321
1,19.75038976313245,12,3.5999955971149458
0,18.658660586226958,12,-6.074528345531801
1,17.988718051491645,11,0.6338036210326266
0,19.618039160725477,11,-6.63467976535475
1,18.34225194649405,12,0.6484502315323848
1,18.31056343200807,11,-0.04208974727240644
0,18.295735508153946,11,-6.174022275351405
1,16.833670089513753,14,-0.5083324355231866
0,19.10123160544178,10,-5.218785447453283
1,19.403719518547575,11,3.4065170367001247
1,19.924326050060472,11,3.26866994592193
1,18.90777605878062,10,3.8203249450499186
0,18.948235687497775,11,-4.739272293285788
1,18.803024973092707,14,3.794732076118917
0,18.819266870016328,10,-4.776375411537643
1,19.02203544239385,11,0.6228310291888057
1,19.67582112424366,12,0.22041481288595222
1,18.588552118475217,10,3.8522473390804564
0,19.626482884440666,10,-4.771310575353172
1,18.60665818810894,13,3.0004367321170857
0,16.80971337393751,10,-4.075420061929762
0,19.538832847992968,13,-6.112545571708402
1,18.96467384098949,12,2.0004216044559353
0,19.526938429376546,13,-5.611356129846761
1,18.278649326944105,10,3.8832376182335686
1,19.417789754673734,12,-1.4591035492855848
0,17.457491723048108,11,-6.090197896840821
1,19.73067870719261,13,-3.774242979959661
1,19.08498519825998,11,3.438390468728887
1,19.126941035005366,11,3.4341948850543496
1,19.112505349989608,13,2.449852015929018
0,19.061205470983616,11,-4.750569271634372
1,18.7940132140354,14,2.0317012295244385
2,19.295160777906197,12,7.881586473137357
0,18.544337757511443,12,-5.648882500287154
0,18.14821373362319,13,-5.059270097898327
1,19.513549086156555,13,1.173679664812532
