#{"t_start": 1774803015.1120923, "env_id": "None"}
r,l,t
2.074515,12,21.302116
1.569612,13,21.316257
2.415525,13,21.328488
-10.797864,13,21.343117
4.35,12,21.356904
5.916408,11,21.369228
14.610375,11,21.378326
-2.289963,11,21.39251
1.293389,11,21.409094
-7.594272,13,21.424911
-14.320684,13,21.432287
-5.638897,12,21.449772
-1.422136,10,21.458897
-1.924555,10,21.47274
12.077393,12,21.485814
6.4,11,21.500373
3.751705,13,21.510637
21.998213,13,21.517837
16.298076,12,21.538302
-31.299281,55,21.590139
22.988803,14,21.603826
-195.743752,200,21.771693
21.658197,13,21.787531
2.627864,12,21.79556
3.631546,12,21.808778
-199.073985,200,21.970667
4.965525,11,21.982338
-1.022136,11,21.994724
5.01022,12,22.009089
-0.762582,12,22.016129
11.690742,11,22.030973
4.665525,13,22.032982
14.423521,14,22.049699
11.121785,12,22.065182
-161.538066,200,22.229285
-9.506854,13,22.243462
21.898213,13,22.25601
2.134113,11,22.261097
15.919086,11,22.276492
19.058519,14,22.278533
-205.144272,200,22.452766
22.691182,11,22.462793
-9.144272,13,22.480305
-208.099125,200,22.649851
-49.353944,66,22.709013
2.5,11,22.711592
2.134113,12,22.730265
-3.027864,14,22.749319
1.498039,13,22.765426
-54.375756,74,22.828575
6.672205,13,22.847315
9.987886,11,22.858675
33.472291,10,22.871234
2.85,10,22.882769
22.149342,15,22.898717
-5.746052,24,22.928272
21.044204,12,22.940835
84.65,9,22.951906
0.427864,13,22.968591
4.781546,14,22.989874
13.936996,14,23.0088
-197.85,200,24.338737
14.469169,14,24.350104
7.277864,11,24.364982
0.649394,9,24.374506
8.255737,10,24.384531
-205.105293,200,24.538962
-4.15,11,24.551893
-5.385281,11,24.564281
-206.092136,200,24.728616
85.238647,14,24.742258
2.898039,13,24.754263
1.066667,15,24.766813
-9.111103,13,24.782492
37.307314,11,24.793148
19.686842,13,24.79975
-8.774118,13,24.819187
-195.564665,200,25.008209
5.477864,10,25.01981
11.966667,12,25.033713
34.855613,14,25.043734
-205.431033,200,25.212431
-2.237837,25,25.229951
-8.425445,13,25.251797
2.046211,13,25.263406
0.795094,13,25.276477
-208.455305,200,25.432816
-208.0,200,25.599894
-16.253827,30,25.625681
-3.914952,10,25.636786
-12.965525,12,25.648062
-4.284718,14,25.665817
-202.25,200,25.868492
-198.521219,200,27.131654
-10.425903,12,27.156146
-201.131546,200,27.311099
-9.574555,14,27.328252
17.61486,11,27.348586
-8.524075,11,27.359602
-9.422136,13,27.373687
12.262441,13,27.378216
11.306174,14,27.389986
0.967784,12,27.409018
-4.922136,13,27.42131
-196.735887,200,27.56503
-198.49254,200,27.728815
-4.7,13,27.740778
-15.906248,12,27.756436
33.95052,14,27.762964
-10.775445,13,27.778944
-34.084223,60,27.828516
18.172395,9,27.828516
17.716627,11,27.84279
0.803789,11,27.856212
-1.611033,13,27.859617
20.816667,11,27.878342
-0.243146,11,27.888444
-2.411103,11,27.900138
-5.55,13,27.908897
-188.05,200,28.0885
-200.092136,200,28.263416
15.872958,16,28.282961
17.541305,13,28.30023
-5.053789,12,28.320095
5.381793,11,28.333408
7.138007,10,28.343816
6.134617,16,28.363542
1.72033,10,28.373821
-202.226611,200,28.550069
0.617784,11,28.566844
-1.638897,15,28.579885
-206.474515,200,28.748988
-7.153789,11,28.760272
-209.347716,200,29.998502
3.777821,12,30.010922
21.476886,10,30.017607
-3.174555,14,30.034048
0.315845,11,30.034048
-3.122136,14,30.058953
3.971573,13,30.073603
-203.992136,200,30.268607
-2.945752,11,30.280836
-8.525445,14,30.282844
-205.604155,200,30.448888
-203.348294,200,30.638696
6.148427,12,30.651763
-198.045845,200,30.836713
-205.87,200,31.010923
-203.500889,200,31.183426
-6.971656,12,31.197494
18.977393,14,31.212136
-2.547581,13,31.225748
-2.628344,14,31.241924
3.699111,12,31.254249
-199.00085,200,31.41925
17.194531,11,31.432687
-13.51022,12,31.443194
14.81723,10,31.451098
-4.524555,12,31.458997
15.481948,12,31.472018
-4.072136,13,31.492697
-201.387207,200,31.673256
1.721573,11,31.68646
16.145094,12,31.69976
-1.138897,11,31.708982
2.998039,12,31.713343
11.348966,13,31.735209
-2.838897,13,31.748111
17.506587,16,31.762611
10.30744,14,31.774802
-3.55,11,31.780918
-9.261103,13,31.798143
-6.052419,11,31.806283
-201.124272,200,33.046732
28.060301,12,33.058671
-1.940773,12,33.071568
23.862755,14,33.085377
-204.520444,200,33.271201
12.010129,10,33.284757
-2.928344,13,33.300117
-1.274555,12,33.315102
-14.391796,13,33.330655
7.438007,12,33.346736
11.116667,14,33.371665
18.299905,12,33.386303
2.22033,12,33.404972
-7.446128,11,33.417154
-9.921573,10,33.428364
3.77033,13,33.44871
16.491222,12,33.46453
1.175903,12,33.476529
37.139089,13,33.490956
-198.39945,200,33.662963
-1.147394,12,33.683892
-6.577864,13,33.69592
-2.511103,9,33.70434
11.095094,14,33.710413
3.065525,14,33.730518
-1.256854,10,33.730518
31.797578,13,33.754318
16.965813,13,33.767412
5.998427,13,33.778247
-202.84097,200,33.93988
14.558519,10,33.953609
2.048194,13,33.96609
-208.542423,200,34.337053
-4.175445,13,34.352208
7.577864,14,34.368692
6.642136,12,34.380459
20.751342,11,34.390491
0.377864,13,34.408766
7.270892,13,34.425544
12.344531,12,34.439582
6.56022,12,34.455081
1.3,10,34.467881
24.960375,14,34.485015
-6.143709,14,34.498608
-0.027605,16,34.519806
6.720287,16,34.536365
10.905564,10,34.544363
-5.835109,11,34.556989
-0.553872,10,34.568203
-202.633586,200,34.74873
-200.898316,200,34.914823
-4.086292,14,34.928727
-7.15,12,34.94078
-186.784475,200,36.253035
2.677864,12,36.263531
-3.228344,10,36.277751
-202.4,200,36.430911
-201.778364,200,36.597391
6.881618,13,36.608681
-205.274515,200,36.769275
0.145983,14,36.780214
-2.8,15,36.795251
1.561103,12,36.8086
9.170455,13,36.820019
0.817784,15,36.834853
18.904554,13,36.847458
2.177864,14,36.859648
-201.357031,200,37.010677
-4.224555,11,37.013692
-0.543146,11,37.033777
9.366667,12,37.046039
0.861103,12,37.056187
-197.827795,200,37.208872
-1.8,11,37.219835
21.820026,10,37.232517
-4.4,12,37.238624
2.565351,10,37.254576
-5.078427,11,37.2664
-2.4,11,37.278741
15.853603,14,37.292354
-204.18238,200,37.456702
9.895239,13,37.469077
6.05,14,37.48231
-16.942136,10,37.490195
4.02,10,37.504014
-1.028427,14,37.513393
-5.893709,13,37.531499
0.910418,13,37.541529
10.175326,17,37.556194
-190.604075,200,37.729528
-1.528427,13,37.729528
-200.415525,200,37.904043
23.34699,14,37.918978
17.561813,15,39.103805
-205.80899,200,39.268754
87.678427,11,39.280465
-2.563064,12,39.29071
2.544272,14,39.300669
-8.024075,11,39.309183
1.398194,11,39.316613
-208.1,200,39.489851
12.90359,11,39.504159
-206.4,200,39.658722
4.9969,12,39.672199
0.474555,16,39.68961
6.2,15,39.709412
-16.7,11,39.712729
4.115525,12,39.72957
-2.445752,11,39.745379
20.633075,12,39.758897
-0.522136,13,39.763462
-4.05,11,39.780649
-9.706854,12,39.793562
-16.313708,11,39.804068
17.243852,10,39.809618
-0.303872,13,39.8251
5.121573,14,39.83006
7.542111,12,39.85003
0.574555,11,39.862
17.688803,14,39.874037
-7.606854,11,39.884274
18.77857,11,39.892709
6.634974,13,39.900016
23.394204,15,39.919887
20.093133,11,39.933415
3.321573,12,39.946545
-196.35,200,40.123785
3.627864,11,40.131503
-3.178344,14,40.146589
2.861904,13,40.157728
-1.660643,10,40.167378
-9.977864,11,40.180728
-6.724555,13,40.194494
16.861686,11,40.200141
1.899086,12,40.211116
-12.815525,12,40.211116
7.625657,11,40.235286
14.799181,12,40.246926
16.801948,11,40.259621
8.4,12,40.278224
20.709132,12,40.294961
-6.011103,12,40.31266
-204.639089,200,40.485322
-202.759341,200,40.658742
-201.992862,200,40.843721
-198.923985,200,42.138433
15.955633,10,42.149045
6.152958,13,42.161792
-209.168156,200,42.310547
11.775262,13,42.33836
-3.028427,10,42.348398
1.991902,10,42.358915
5.165525,14,42.369916
-8.472136,11,42.381927
19.185038,12,42.394844
-3.978747,13,42.400036
25.559089,14,42.419417
-7.0,12,42.428519
1.627864,13,42.442823
10.495094,13,42.449994
3.677864,9,42.465363
20.958802,12,42.478153
7.192136,16,42.495038
-0.810847,11,42.499929
21.526077,10,42.513619
9.649905,11,42.529314
1.64765,11,42.529314
-204.03238,200,42.696882
1.646211,13,42.709159
-203.448294,200,42.858859
-0.658815,11,42.871896
-2.416831,12,42.879062
17.113358,14,42.895312
2.75,13,42.909069
-4.786292,12,42.922801
-15.449111,10,42.932206
6.920538,13,42.942872
-196.3,200,43.108857
24.62688,13,43.122665
-4.025445,15,43.129395
21.47398,12,43.156104
-204.82967,200,43.33668
-6.861103,11,43.352231
3.811904,11,43.365401
-201.481546,200,43.568975
-45.956552,66,43.628501
-200.901706,200,43.784501
17.457864,12,43.794124
3.967556,13,43.808671
-1.260847,11,43.819813
3.987098,12,43.828374
15.327769,11,43.839851
3.633477,12,43.854214
-7.746211,11,43.872837
20.083964,15,44.975486
3.191902,12,44.992038
3.371573,14,45.002864
5.515525,15,45.018877
-3.763453,12,45.035751
14.990868,14,45.051922
-0.721573,13,45.062773
19.869046,10,45.069985
5.41077,10,45.081251
-2.522136,11,45.081251
-9.661103,11,45.104144
-10.761904,12,45.113163
7.60958,12,45.12989
-0.308815,11,45.12989
17.366667,11,45.152111
-0.378427,17,45.165655
-199.3,200,45.304144
-200.701706,200,45.443301
-3.3,11,45.450303
4.634974,12,45.461019
3.713708,12,45.476305
-1.771573,14,45.478678
-19.424515,13,45.50014
7.10071,12,45.511187
-0.901961,12,45.513191
15.354084,13,45.530457
20.988872,11,45.540461
5.471573,13,45.549859
-18.01022,13,45.562699
-8.411904,11,45.572348
-6.108426,11,45.580525
4.742136,11,45.590566
8.453874,13,45.600648
2.085281,11,45.609019
-205.1,200,45.758222
-2.866831,12,45.762331
4.470684,11,45.778927
3.951142,22,45.79435
5.606248,13,45.810398
5.837981,14,45.822124
-13.335664,10,45.836785
-2.35,12,45.852069
15.535211,10,45.865315
38.287098,12,45.878704
18.238803,12,45.890431
14.716667,12,45.902744
-18.171573,15,45.915277
16.836383,12,45.926574
-203.804091,200,46.455621
18.895726,11,46.537648
-4.976722,23,46.5934
22.52359,12,46.634789
3.256248,12,46.678743
2.07033,12,46.697138
-4.85,11,46.715314
-204.542423,200,47.722083
7.046088,12,47.752961
-1.222136,10,47.774689
18.693641,12,47.804175
13.901385,10,47.82592
18.788885,11,47.849939
12.223521,11,47.868592
0.594272,13,47.892167
4.970684,12,47.917101
9.032336,13,47.946316
2.05,12,47.97541
15.178787,11,48.006227
16.378495,11,48.036412
5.211904,14,48.061051
13.817793,11,48.084508
5.692591,11,48.105918
2.277864,12,48.123759
-198.498125,200,48.488714
6.682515,13,48.51928
4.881153,11,48.558105
4.37,12,50.20164
-6.521656,13,50.220807
-198.706975,200,50.473377
5.427864,12,50.499846
-1.203789,12,50.627367
-186.011456,200,51.013139
5.627864,10,51.032439
17.486996,10,51.051948
-4.005728,12,51.068938
16.066667,12,51.091404
-9.965525,10,51.10668
23.72688,14,51.130534
12.788803,9,51.142602
7.305941,12,51.16104
2.843389,13,51.175744
-4.801939,12,51.197977
16.012795,13,51.218289
-8.65,11,51.235516
1.426975,14,51.253757
0.308671,13,51.272432
17.545657,10,51.286513
18.090845,9,51.296559
5.471573,14,51.313899
-10.025903,12,51.334521
10.044531,12,51.349928
-204.108596,200,51.614553
-204.154091,200,51.842478
-5.3,12,51.862984
0.52033,12,51.878254
-197.811103,200,52.065375
4.363708,12,52.085159
21.77754,11,52.100263
-204.692136,200,52.307973
4.592136,13,52.321389
1.948194,15,52.337237
-201.204415,200,52.742584
-0.753789,12,52.794736
22.200143,11,52.813192
14.17857,13,52.866096
0.194272,14,52.88879
4.849111,13,52.917061
-2.715282,12,52.941342
-196.35,200,53.234664
1.169612,13,53.25569
3.883477,13,53.271506
23.127838,14,55.198617
6.692136,16,55.217824
-1.5,13,55.23445
-198.949111,200,55.454042
-7.217632,13,55.463535
-16.271573,14,55.49018
19.082192,11,55.502965
-8.035048,10,55.5137
1.515845,14,55.530973
-9.648039,14,55.533218
-194.72967,200,55.752186
20.338872,16,55.771635
2.215657,26,55.804861
7.042136,12,55.81418
-9.249111,12,55.815546
9.170563,13,55.832594
4.392136,14,55.849804
1.898039,10,55.861968
1.798194,13,55.872488
-203.230135,200,56.058892
1.392136,13,56.074348
9.020563,11,56.082391
-4.65,13,56.096362
-195.119756,200,56.286621
2.821573,14,56.312999
12.386383,13,56.337924
-0.222136,12,56.351869
-1.675925,12,56.370134
12.617793,15,56.393244
15.116667,11,56.409227
-15.315525,11,56.428679
7.096088,13,56.455611
-2.656291,13,56.478213
-3.416831,13,56.495301
-206.1,200,56.723723
-8.425445,10,56.737313
21.176886,12,56.754057
-3.614891,11,56.758841
12.816667,13,56.789052
2.969612,13,56.804851
9.598966,14,56.816047
13.527769,11,56.842571
-8.898039,12,56.861218
-1.678427,13,56.881073
14.277769,12,56.900647
-3.765282,15,56.91791
9.295448,12,56.934541
2.519612,14,56.952035
6.582515,12,56.968832
-0.862652,10,56.983925
-1.849199,12,56.994691
-1.875445,13,57.006062
-203.498294,200,57.200101
7.881546,13,57.217983
-28.710615,43,57.260708
11.521505,11,57.274597
3.451935,28,57.306157
-0.835991,11,57.317154
0.521573,14,57.332033
15.140742,13,57.349949
-4.6,11,57.364166
-8.604839,13,57.378229
35.900891,12,57.39387
2.761904,13,57.40907
-0.496211,12,57.428293
-199.772212,200,58.883128
-3.272136,10,58.897195
-199.45,200,59.100235
-198.842457,200,59.30615
16.612441,13,59.32253
7.042136,14,59.342498
-0.193146,12,59.349824
21.505633,13,59.365535
5.381793,13,59.382138
-15.537981,12,59.410895
6.992072,12,59.427391
21.208739,13,59.44533
-12.315525,15,59.463935
2.793389,13,59.480908
1.765845,14,59.49977
0.65,10,59.513743
1.963708,11,59.528561
-198.723985,200,59.69997
3.2,11,59.720655
1.598194,13,59.728724
3.868473,12,59.751836
-9.877864,11,59.761503
-9.382675,13,59.765258
15.777769,12,59.792119
3.191902,12,59.808933
-0.793146,10,59.821307
-4.65,15,59.832696
20.980375,14,59.849855
-17.242136,12,59.86302
15.477769,12,59.881098
-4.7,12,59.898203
14.358239,10,59.908852
-2.147581,14,59.922513
7.838634,12,59.940183
-2.205728,14,59.958665
1.15,11,59.972416
4.865525,13,59.988226
2.393389,13,60.001518
0.1,12,60.021658
-3.922136,13,60.036762
7.666408,12,60.051942
-14.592136,13,60.069111
8.05958,14,60.082267
-3.078344,14,60.09933
-194.731844,200,60.271724
21.776886,12,60.285434
20.244004,13,60.303901
13.898159,11,60.317907
-15.587981,15,60.331515
2.421573,10,60.343569
-1.422136,11,60.356164
-9.848039,13,60.373292
-208.26077,200,60.551103
-193.62033,200,60.776861
20.575963,14,60.794202
-10.475903,13,60.809309
-8.696078,13,60.829645
0.825903,12,60.859007
-13.456612,13,60.883999
-206.0,200,62.764411
9.560662,15,62.799693
-9.627864,12,62.81625
6.845094,11,62.832721
7.546088,10,62.848141
-9.917784,10,62.858818
-2.4,11,62.878394
3.421573,13,62.880584
-207.551961,200,63.130785
10.795094,13,63.153971
39.438544,13,63.164668
-12.161904,13,63.180875
-0.368307,10,63.199929
6.3,13,63.221472
-194.018615,200,63.447372
0.277864,17,63.473924
4.261904,12,63.490939
20.838872,12,63.508867
11.590845,14,63.515627
6.432515,11,63.543609
-12.327864,12,63.558782
-1.806291,14,63.576598
-4.998039,11,63.592898
6.376899,12,63.608681
14.688803,14,63.631315
-196.91123,200,63.882827
-196.545845,200,64.149934
3.521573,13,64.172223
6.392136,10,64.180651
16.48824,10,64.202187
-206.028869,200,64.431358
14.732192,10,64.445456
-9.148039,11,64.458999
6.331793,12,64.475135
13.301775,11,64.491718
-3.256854,9,64.500245
9.201866,11,64.514252
-4.7,11,64.532133
-5.072136,10,64.549116
9.556196,13,64.564754
0.435281,12,64.582719
-198.441404,200,64.796858
19.830375,13,64.814027
-2.230283,14,64.833503
19.211175,10,64.849905
-9.025445,14,64.865135
3.019612,12,64.880785
0.482675,13,64.90012
10.664727,11,64.916023
-1.1,14,64.933087
-8.622136,14,64.949968
14.588803,12,64.975998
-194.226436,200,66.616526
-16.463708,13,66.636369
-10.299111,13,66.664457
-10.899111,12,66.68063
15.197639,11,66.697216
8.624515,13,66.714449
-7.686936,14,66.730353
8.882343,11,66.750435
2.069612,12,66.764018
-2.95,13,66.780544
19.616667,13,66.799926
-2.397581,11,66.816266
5.61022,12,66.838489
21.182511,11,66.852396
16.579987,15,66.865338
-2.747581,14,66.894301
13.299905,12,66.910754
-2.422136,11,66.923905
1.45,12,66.941117
33.886135,11,66.949929
1.309554,11,66.973337
-55.743712,70,67.062567
-6.914719,10,67.068767
-14.681546,14,67.097238
-194.365525,200,67.331127
-204.061904,200,67.721894
-200.889124,200,67.950024
14.803126,14,67.972014
-200.45,200,68.182479
5.356248,13,68.199721
1.711904,13,68.213824
1.75,13,68.232712
14.960049,16,68.25904
-17.342136,12,68.267923
-6.402419,11,68.280487
0.511904,14,68.308954
-0.477864,10,68.315812
23.712755,14,68.332649
16.422958,11,68.349945
-3.5,14,68.370166
-205.734475,200,68.599961
-6.424555,12,68.615546
12.973521,13,68.631691
3.65,13,68.649942
8.824515,11,68.663845
-193.4,200,68.902204
-7.046211,13,68.927346
-8.111904,11,68.943933
4.71022,10,68.965412
-12.021573,12,68.985163
-0.722136,12,69.00592
-5.15,12,69.023773
2.326975,10,69.039104
-206.2,200,70.574824
1.665845,13,70.587735
-8.696211,10,70.601985
-194.392136,200,70.799813
1.998039,13,70.814461
26.141666,14,70.833642
0.748039,14,70.847515
1.698194,13,70.860791
-199.775485,200,71.039229
30.514952,14,71.056498
-6.671573,13,71.071075
-16.197716,11,71.085105
16.808569,11,71.098458
-0.378427,15,71.116483
15.176704,12,71.133502
6.2,11,71.150939
-11.541404,20,71.176056
-1.621573,12,71.192759
15.391153,11,71.204915
-1.974555,10,71.215938
17.497596,11,71.228309
-2.810643,13,71.242994
18.580375,14,71.25011
20.92857,10,71.270399
1.35,11,71.285079
3.737098,12,71.300072
16.971478,9,71.308645
13.349905,10,71.321219
18.540915,11,71.337369
0.578304,14,71.355423
-3.622136,12,71.364589
3.348039,12,71.383277
-8.024075,12,71.397839
2.013708,11,71.41748
-8.056854,10,71.433022
1.246211,11,71.449935
0.775903,11,71.461369
0.871573,14,71.490467
16.069649,13,71.514456
-3.064891,12,71.530791
23.741922,12,71.549715
6.788803,11,71.563128
37.699111,11,71.576046
5.693146,14,71.600187
-4.41093,12,71.617247
-14.85,11,71.626304
-10.40505,15,71.64185
-2.95,12,71.660891
-202.2,200,71.874741
15.015777,11,71.887691
-2.160643,11,71.901606
-17.797636,40,71.931086
1.821573,13,71.954115
-7.546128,11,71.966283
-11.181197,27,71.991479
16.871478,11,71.999712
3.12033,10,72.016234
3.091902,13,72.029749
-59.599741,73,72.1002
0.9,11,72.108596
5.248363,11,72.12123
13.349648,13,72.133325
-13.531546,10,72.141341
-5.088096,12,72.154335
3.237098,11,72.164109
-9.498039,14,72.164109
-11.25,14,72.19112
10.695094,11,72.200329
-3.527864,13,72.215681
22.760333,12,72.229045
7.631546,14,72.243107
3.806248,14,72.256778
20.333075,13,72.264279
-12.4,13,72.289181
-5.328427,11,72.300286
-199.183586,200,72.478712
18.671716,14,72.484596
-0.588897,13,72.500626
14.216667,10,72.516825
4.891222,11,72.528372
-8.648039,13,72.533392
-8.65,12,72.556098
-210.25,200,73.868537
1.694272,10,73.883565
-29.351587,45,73.915926
-198.2,200,74.150253
1.5,11,74.164227
-3.1,11,74.174253
6.772205,13,74.189855
4.620684,11,74.202142
21.376886,14,74.218317
-2.422136,11,74.234941
0.917784,12,74.252033
0.071573,11,74.27031
18.878146,13,74.288872
-3.4,12,74.30017
13.621582,13,74.322378
20.858802,14,74.342247
-0.556854,10,74.350026
-195.261993,200,74.52614
-0.525925,13,74.543378
-3.243752,15,74.558962
-5.1,11,74.570209
-200.097829,200,74.733758
3.177864,13,74.749747
16.83824,10,74.769452
-1.35,12,74.784903
6.531793,12,74.799849
-3.172136,12,74.808883
-3.953789,12,74.82238
-4.924555,14,74.837093
-5.543709,11,74.851783
-6.493709,10,74.858595
7.468628,14,74.86435
-1.074555,14,74.881884
-203.280135,200,75.068576
12.654084,12,75.080586
-0.227864,10,75.0908
-15.4,14,75.108069
5.843778,12,75.120621
1.277864,13,75.130902
10.464727,14,75.147744
15.095094,12,75.160878
4.2,14,75.174503
-11.365525,12,75.18851
13.456113,13,75.204193
-2.864891,13,75.216732
-203.958596,200,75.400204
-4.1,12,75.415394
18.204491,15,75.428313
2.426899,10,75.438149
-13.692136,13,75.452089
-198.795845,200,75.624238
15.066667,12,75.639277
-6.944272,13,75.654337
4.966598,10,75.666322
