#{"t_start": 1774803015.1120923, "env_id": "None"}
r,l,t
-2.678747,14,174.128405
-5.284718,10,174.14134
-5.361103,11,174.1498
8.070499,11,174.162742
-0.143146,11,174.175002
-7.371656,11,174.182384
7.346088,12,174.193384
4.61022,11,174.204016
5.248363,11,174.208971
-2.343146,12,174.228275
6.592136,12,174.228275
-10.096211,13,174.250017
-11.1,10,174.258949
0.065525,13,174.258949
-0.17967,13,174.284713
20.65493,11,174.295443
15.777769,11,174.310976
-3.822136,10,174.321014
16.897596,9,174.33256
-1.8,12,174.341376
-2.946211,12,174.354331
-1.589274,15,174.363412
-2.178427,12,174.38635
-5.393709,13,174.39125
8.576223,13,174.40899
-2.628427,12,174.40899
-5.804248,13,174.428481
22.922278,12,174.441365
1.31758,11,174.456411
20.183075,10,174.458976
39.262536,12,174.476789
-3.128344,13,174.494811
-6.835281,13,174.515495
2.941902,10,174.524894
-1.262582,10,174.528313
3.02,12,174.542212
-3.6,14,174.560118
19.149905,12,174.577344
-10.411904,11,174.591507
18.332407,13,174.604014
12.066667,13,174.617468
7.238007,10,174.628485
-4.646211,11,174.641438
15.926787,12,174.652107
6.374515,12,174.659168
-0.625925,10,174.673343
-9.163145,12,174.678515
-6.224555,10,174.691338
2.811904,12,174.699697
9.104651,12,174.70934
-4.717701,11,174.70934
5.763708,11,174.728393
-0.227864,10,174.741297
1.37033,12,174.749824
-3.35,13,174.76078
15.508239,12,174.775602
3.45,13,174.791705
-10.75,16,174.810649
-2.55,11,174.823841
15.614817,12,174.836668
-0.95903,12,174.841237
34.213708,12,174.858703
13.714727,12,174.858703
-0.774555,12,174.878488
-8.396128,13,174.89125
-8.072136,12,174.899738
-8.482675,12,174.909707
0.189968,14,174.928399
-10.106248,13,174.941195
25.982779,12,174.949954
1.35,10,174.961022
-6.085281,11,174.975857
22.969786,13,174.99555
12.620455,12,175.012754
-10.027864,12,175.028888
-4.817701,11,175.044055
-2.945752,12,175.059093
-6.975445,13,175.059093
11.466667,9,175.085974
-4.961103,9,175.091139
15.191222,13,175.108729
22.551342,12,175.108729
-1.960643,12,175.128555
9.454651,12,175.143953
10.952255,10,175.154104
0.194272,11,175.15892
-3.3,11,175.173651
18.016667,14,175.191037
21.433075,13,175.201994
3.817867,11,175.208982
-9.927864,11,175.208982
-3.374555,11,175.228395
-0.82967,11,175.245229
-5.704248,10,175.25894
0.957141,14,175.276453
7.881546,15,175.290545
5.770287,13,175.303877
14.619649,12,175.321034
-4.467701,12,175.336962
5.315525,15,175.355112
2.415525,12,175.369098
-3.537242,11,175.37827
3.071573,11,175.391216
5.406248,11,175.399996
7.098427,12,175.414912
-4.9,14,175.434504
-5.234718,13,175.454039
23.003195,13,175.459126
-0.436855,12,175.483436
7.792072,12,175.496857
19.622915,12,175.51166
-1.061992,12,175.525844
-3.7,13,175.538089
1.942136,10,175.549708
21.363051,13,175.566919
0.225445,14,175.589039
-0.772136,10,175.619788
14.410939,10,175.633963
-12.127864,14,175.649962
-4.161103,13,175.665893
-5.156854,11,175.678319
-1.85,12,175.678319
4.611904,10,175.699913
18.673521,12,175.71279
19.555702,12,175.724659
-6.352419,9,175.734536
0.898194,10,175.745666
5.806248,11,175.756964
-1.505728,11,175.767405
-3.710643,13,175.780612
6.342136,16,175.792602
20.859089,12,175.810766
1.765525,12,175.823751
7.616953,11,175.828505
-0.3,11,175.846087
20.988803,12,175.859078
-3.3,13,175.859588
-10.342136,16,175.878421
-7.726058,12,175.900129
-1.611033,11,175.91309
3.184113,11,177.273026
16.27622,12,177.28627
-2.430686,9,177.28627
14.460068,10,177.30261
-6.161103,12,177.318227
1.171573,13,177.328263
4.361904,12,177.3384
3.827864,11,177.34842
2.141796,15,177.366828
-2.497581,12,177.380261
19.422915,12,177.392616
3.72,12,177.40599
14.584623,12,177.414683
2.009397,11,177.428234
-2.7,12,177.439171
1.574515,12,177.453811
9.220455,11,177.465918
-1.625445,13,177.48165
3.57,12,177.493824
15.54547,10,177.500778
-7.921573,13,177.510601
21.667793,11,177.528607
5.423521,12,177.528607
-7.587418,14,177.550052
22.973521,12,177.558823
9.038007,13,177.578448
-7.471573,12,177.588465
-6.756854,10,177.596597
9.322395,10,177.604235
-4.85,12,177.614914
-6.15,11,177.628394
6.503119,11,177.636253
19.422915,10,177.641999
-0.074097,13,177.658813
9.948966,11,177.668839
-0.132216,12,177.68047
3.721573,12,177.689056
-4.225445,11,177.700104
19.722915,10,177.708864
-2.197581,11,177.72307
-3.911103,13,177.736712
3.665525,13,177.750193
1.398039,11,177.763137
4.7,11,177.774229
-6.739357,12,177.793296
2.95,9,177.807891
4.288897,11,177.819275
-1.012582,11,177.83412
-3.882299,11,177.846885
-1.990773,11,177.861326
13.910459,11,177.874078
-11.085281,11,177.887052
16.974803,13,177.901904
-7.1,10,177.914798
-1.2,10,177.925082
8.754651,12,177.938873
4.438084,13,177.953825
-0.636855,10,177.96814
5.606248,11,177.986291
7.509812,10,178.002619
-3.294272,13,178.017537
15.681948,11,178.033421
26.970935,12,178.051745
5.05941,11,178.065125
-3.596233,14,178.07823
3.793548,9,178.093116
3.2,11,178.103891
-1.480283,13,178.12052
22.160215,13,178.139223
1.915525,12,178.149636
13.189149,11,178.166723
5.270287,12,178.178228
-3.103789,9,178.189677
6.438007,11,178.199935
3.795944,14,178.208867
20.166667,13,178.228507
-0.958815,11,178.241536
2.876975,12,178.249943
-1.401961,10,178.26285
5.849111,11,178.27343
11.738872,11,178.278702
-4.824555,13,178.298227
1.427864,13,178.308937
2.826975,10,178.321318
-5.660589,13,178.3344
-5.5,14,178.341049
-3.55,12,178.358938
16.666667,9,178.366955
1.339768,13,178.378406
1.571573,12,178.384529
-1.104226,13,178.404478
6.872205,12,178.415707
-2.624555,12,178.426362
-6.739357,12,178.437979
-1.611103,10,178.449672
-5.677864,11,178.462867
-3.8,13,178.473805
7.125445,13,178.4851
-6.65,12,178.498561
-4.55,12,178.511333
-0.572136,11,178.523355
-1.755728,10,178.534907
9.1129,12,178.543064
4.35941,12,178.549973
-4.993709,13,178.569732
7.866953,13,178.582225
2.015525,10,178.592417
-12.741902,12,178.604071
19.651948,10,178.614996
-1.775445,12,178.631928
6.15,12,178.645933
3.415351,14,178.65882
14.39257,12,178.673045
0.042423,12,178.684218
-1.711103,11,178.69687
7.620499,11,178.704636
5.874515,12,178.717078
14.841222,12,178.730712
1.246211,11,178.736378
-9.417784,11,178.752329
7.096088,11,178.762866
6.216408,11,178.773798
3.049111,13,178.790838
4.811904,11,178.800099
4.738897,12,178.812988
4.877864,13,178.827136
2.543389,14,178.838674
7.870499,11,178.842428
-8.596211,11,178.858618
-4.361103,10,178.866654
5.85238,11,178.878442
-8.463145,12,178.889223
1.671573,10,178.899789
-0.064719,10,178.908741
-4.771573,11,178.918762
1.692136,13,178.92837
10.588803,9,178.936286
-10.161103,13,178.952227
7.75,13,178.964969
16.793641,9,178.973823
-0.527864,12,178.987151
1.771573,10,178.998423
-4.856854,11,179.008775
18.210056,13,179.021078
-3.721573,11,179.028679
0.125903,12,179.040975
16.466667,10,179.051896
-1.012652,11,179.060931
-13.138007,13,179.064493
14.7977,12,179.080477
2.771573,12,179.09578
8.25958,13,179.108677
-0.961033,13,179.118396
-5.6,11,179.130532
-7.185281,13,179.14326
7.122205,12,179.152569
-6.889357,12,179.163735
-11.311103,12,179.175581
16.272958,11,179.178597
-13.143389,15,179.202183
0.243146,11,179.210863
6.632515,14,179.230222
7.953521,11,179.242949
0.137348,11,179.254259
10.884554,13,179.26963
2.194272,13,179.282277
8.051385,13,179.295654
4.877821,10,179.300164
1.127864,13,179.308873
2.293146,10,179.328445
-2.519756,10,179.328445
-7.778427,13,179.347478
18.499836,12,179.36294
1.669612,11,179.371071
16.616667,10,179.378513
18.944531,10,179.39486
3.477864,12,180.494514
4.313708,10,180.508864
3.320684,11,180.522944
9.666667,11,180.537467
17.762878,11,180.557574
-6.478427,13,180.572381
-3.600889,10,180.584924
14.527393,13,180.605063
-1.372136,13,180.623649
-2.588897,12,180.643618
1.148194,11,180.650577
6.443778,11,180.672101
-6.046211,10,180.678281
19.683075,13,180.697727
13.555633,12,180.71298
-8.213145,10,180.727389
13.851948,12,180.736863
-3.978427,12,180.749693
6.194293,12,180.76507
14.858239,12,180.778325
1.525445,13,180.792734
-0.45,11,180.804479
-1.055728,12,180.808999
1.742136,12,180.824913
-4.322136,14,180.841889
-9.874555,11,180.853745
5.966408,11,180.863787
-5.885109,13,180.874712
17.362795,9,180.878621
3.700069,10,180.891532
-2.878344,11,180.910757
7.366667,13,180.925345
-7.106854,14,180.938929
-11.91022,12,180.949968
15.627393,11,180.959165
-8.572136,15,180.978677
-3.0,10,180.98719
2.865351,11,180.999786
-7.413492,10,181.008935
2.521573,13,181.020464
1.1,10,181.028519
0.598039,11,181.042704
-3.319756,12,181.049887
22.000142,12,181.065625
1.419612,11,181.074655
17.701775,13,181.078623
-6.0,11,181.097552
12.438803,11,181.108745
1.22033,12,181.122257
-7.571656,14,181.128346
2.898039,11,181.138989
-1.327864,11,181.154639
0.125903,12,181.166679
-2.871573,11,181.178329
7.363995,13,181.188747
-3.021573,11,181.20252
-2.187388,15,181.208804
7.153481,12,181.228422
-5.704248,10,181.236593
-5.563708,15,181.250541
6.303119,11,181.266353
-2.997581,12,181.276122
17.766667,12,181.282729
1.361103,12,181.3
16.082359,12,181.314898
-3.987242,12,181.328469
18.704674,12,181.343538
28.614719,11,181.361481
2.271573,12,181.376833
32.893389,13,181.378344
8.370499,13,181.40423
-0.074097,11,181.415327
22.53824,12,181.425255
-5.293709,12,181.438316
-0.328427,13,181.452284
1.315845,11,181.465141
-3.411103,12,181.477686
20.546056,12,181.489768
-1.630283,13,181.499951
-6.25,11,181.509938
22.991182,11,181.526006
-6.193709,12,181.529104
1.465845,10,181.546604
6.632235,12,181.556339
20.959462,10,181.558861
-8.124555,13,181.580227
-2.598039,11,181.592252
7.970499,11,181.603906
-2.910643,14,181.615013
1.793389,12,181.626144
3.071573,11,181.628654
-2.293146,11,181.646784
5.087981,10,181.65625
-4.471219,14,181.671255
5.231153,12,181.678496
1.82033,10,181.693775
19.933075,10,181.703949
1.356854,13,181.709058
18.52857,9,181.722216
-6.35,11,181.728247
-4.178344,12,181.744741
17.960939,10,181.753941
14.569086,11,181.758923
-10.161103,10,181.776069
5.693778,11,181.786223
3.733477,13,181.799859
2.561904,12,181.812723
-1.9,12,181.824835
-9.37554,15,181.83905
13.57546,14,181.854573
0.580244,11,181.866179
6.777864,13,181.87819
-0.15903,12,181.87819
4.570684,12,181.899776
7.96077,10,181.910705
-5.843709,11,181.920722
15.055633,13,181.932322
11.791222,9,181.941268
3.774692,12,181.952031
18.086383,11,181.964633
-8.05,11,181.975607
3.121573,13,181.986691
8.524515,13,181.99989
-8.891185,13,182.012881
1.143146,12,182.025053
17.616736,11,182.036582
4.961904,12,182.049671
4.85941,12,182.062829
13.491222,10,182.065152
14.760939,10,182.081097
-4.45,11,182.09114
-8.646211,10,182.100009
11.231641,10,182.108988
-4.796211,13,182.12061
2.526975,10,182.12865
-4.972136,12,182.144114
18.17857,12,182.149984
17.666667,13,182.166811
-6.835281,11,182.178329
0.475903,11,182.178329
36.662216,11,182.196498
33.021573,12,182.206131
-2.421573,13,182.216968
17.076151,13,182.230237
-2.721573,11,182.238976
0.914719,11,182.249995
-0.525445,13,182.262879
5.777864,11,182.272595
12.95582,14,182.288629
-5.804248,10,182.298539
-3.173378,9,182.309055
-5.284718,11,182.320949
0.91758,13,182.333772
23.432511,13,182.349861
-2.180283,9,182.363373
-3.772136,12,182.378297
-7.885281,11,182.387495
4.467661,12,182.399874
16.329812,12,182.408633
1.056854,11,182.412875
-4.111103,13,182.433153
30.643146,12,182.444443
23.411246,13,182.450108
4.388084,13,182.473081
-1.403872,9,182.485223
20.099342,10,182.496938
6.382515,12,182.510981
-1.939193,14,182.52163
2.24765,12,182.529189
-7.006854,12,182.550069
-2.795752,11,182.560654
17.406024,14,182.575879
13.838699,13,182.584535
-5.032299,13,182.592141
-2.030283,11,182.600165
3.394272,11,183.76464
-2.496211,12,183.77599
3.233477,11,183.786801
-2.025445,10,183.786801
38.327441,11,183.80903
-12.321573,11,183.819224
-2.124555,12,183.834694
4.592136,12,183.846601
-3.900889,10,183.850676
-4.156854,11,183.866404
-9.785281,14,183.881787
-8.791185,11,183.88235
20.015777,12,183.90008
1.35,10,183.910329
2.521573,12,183.924462
0.871573,10,183.92841
-4.993709,11,183.94448
-1.956291,14,183.958927
-0.925925,13,183.971965
3.342136,13,183.984558
-2.2,11,183.996578
-1.112582,12,184.011123
6.23169,10,184.016706
2.215525,13,184.03246
1.598194,12,184.047563
13.891222,11,184.058798
-3.272136,11,184.06383
2.127864,13,184.084276
21.81503,13,184.09687
-2.615282,11,184.109576
19.555564,10,184.118548
2.341796,11,184.129862
-9.332675,13,184.137991
-8.182675,11,184.150153
19.330375,13,184.16497
3.177864,11,184.17623
26.851939,14,184.188933
22.091222,13,184.204319
0.043146,11,184.216361
1.32033,10,184.222398
14.14695,12,184.232436
-7.224555,10,184.246409
16.816667,12,184.259118
-11.161103,11,184.263698
-6.002419,11,184.278377
4.838084,11,184.281042
1.52033,10,184.298556
15.501948,12,184.309588
36.764002,15,184.313604
2.848039,12,184.328626
12.265777,11,184.343723
-1.677518,14,184.358927
5.903916,13,184.37331
36.155918,10,184.382517
-15.599111,13,184.389109
14.925657,13,184.412947
4.465525,11,184.423312
-3.864891,12,184.428274
22.421158,12,184.446298
2.815351,11,184.452511
4.292136,11,184.467684
2.259397,11,184.477481
22.619046,13,184.492086
24.47857,15,184.506213
-1.125925,11,184.509786
13.69015,13,184.528428
17.666667,12,184.541677
-6.772136,11,184.549705
3.923278,12,184.562914
-1.501961,10,184.574847
-4.744272,12,184.5864
16.040742,11,184.599746
-7.587418,13,184.613068
-0.15,13,184.627203
3.25,11,184.635638
3.892136,10,184.647835
-7.028427,12,184.658576
-10.415845,11,184.658576
20.580662,11,184.680403
1.527864,13,184.691254
-5.993709,11,184.706803
-0.362652,11,184.717752
-7.344272,13,184.730649
13.422958,14,184.743234
21.17156,10,184.751843
6.242423,9,184.762956
4.392136,12,184.777619
5.910939,13,184.79125
-8.484475,12,184.800397
16.482192,12,184.810982
2.121573,10,184.824919
6.792136,12,184.828443
19.472915,10,184.84167
-8.327864,12,184.858745
3.283477,9,184.858745
7.446088,12,184.878624
-0.896211,13,184.901228
-0.946211,13,184.917833
2.811904,11,184.931397
2.794272,11,184.949017
-1.121573,10,184.966277
1.667784,12,184.982357
2.019612,10,184.997714
7.021573,12,185.016196
-4.646211,11,185.030719
-2.510643,13,185.047721
5.498363,11,185.059009
-0.267325,11,185.070746
-4.0,11,185.084248
-0.424555,13,185.099946
1.65,11,185.112824
14.808519,11,185.12183
-0.274555,11,185.138159
-6.135281,13,185.153023
2.246211,11,185.164707
15.215401,10,185.176308
-8.772136,10,185.186398
-0.756854,15,185.1999
-10.62033,13,185.213072
5.364534,12,185.225659
-4.1,12,185.237785
-0.788023,14,185.250901
-0.758815,13,185.263606
14.841222,10,185.275607
-7.274555,11,185.286131
-2.9,11,185.301143
-2.056291,12,185.317604
1.92033,12,185.337459
22.107636,13,185.352942
10.670822,11,185.367935
8.045826,13,185.385165
1.935281,11,185.400136
-5.322136,14,185.418278
17.186666,12,185.432614
-2.015282,12,185.449708
5.874515,10,185.466905
17.954647,10,185.482942
0.998039,12,185.498651
0.124555,11,185.5149
3.643146,14,185.539396
-1.6,11,185.562646
13.142111,12,185.578573
-12.227864,14,185.599761
13.879812,12,185.616711
-8.171573,12,185.629033
21.848213,11,185.642367
3.533477,11,185.656563
3.900069,10,185.667126
3.961904,10,185.680609
-8.235281,10,185.692149
-4.55,12,185.708729
-5.227864,11,185.708729
3.593221,12,185.740463
-2.422136,11,185.75196
17.490742,12,185.764713
5.970499,12,185.778313
-4.596211,11,185.788431
1.3,11,185.799969
-8.415693,12,185.813004
-11.996211,14,185.826789
-2.878344,10,185.834983
0.475903,10,185.846485
4.977864,12,185.860931
20.281906,10,185.866575
9.169086,12,185.882646
-8.846128,12,185.893464
1.493389,13,185.899993
-2.575925,13,185.913239
17.566667,10,185.932389
4.046007,11,185.942077
-3.724555,12,185.95398
3.888084,12,185.958974
-6.828427,12,185.979438
8.030119,12,185.990986
-9.032675,13,186.003943
14.566667,12,187.056477
25.426886,12,187.066998
2.613413,10,187.07889
18.501385,11,187.090079
-0.511103,14,187.104236
11.266667,12,187.115069
1.289768,13,187.123709
-13.899111,13,187.141438
18.037913,11,187.149955
8.292423,11,187.160667
-1.794272,13,187.172331
-7.461103,11,187.183373
6.672205,13,187.195562
4.510292,13,187.208054
3.838084,13,187.215658
-0.758815,12,187.23302
-5.704248,10,187.243056
19.891222,12,187.252166
4.763708,14,187.268222
8.293146,14,187.282414
10.635014,11,187.292099
4.638084,11,187.300121
-10.425903,13,187.312899
22.302646,11,187.325551
-0.821573,12,187.334576
17.03824,11,187.34524
12.991222,13,187.358966
14.227769,10,187.367602
20.199846,11,187.378657
-4.761103,12,187.391247
-2.506291,11,187.401911
9.842111,10,187.413059
0.535281,14,187.426308
16.091409,11,187.437243
-9.511103,10,187.446269
3.67033,12,187.458762
-4.163453,14,187.46284
13.419649,9,187.480838
-1.257253,15,187.499734
3.738084,11,187.511653
-1.661103,12,187.52167
-0.155728,11,187.528406
21.906863,12,187.542525
1.546211,9,187.55005
3.820684,12,187.560973
5.777864,13,187.57911
-2.339274,13,187.591559
21.08735,11,187.599904
21.813051,12,187.615078
0.05,10,187.627416
-2.334475,13,187.645196
-5.188897,10,187.660523
-4.911103,12,187.668774
-0.799199,13,187.684927
-8.011103,12,187.700684
-8.672136,10,187.712795
-4.05,12,187.724314
6.366408,14,187.728733
2.188897,14,187.747712
16.962878,12,187.760959
11.410939,11,187.771626
-0.277864,13,187.786479
30.451732,13,187.800124
12.536383,11,187.808796
-11.1,12,187.82823
-4.832514,13,187.843909
-7.0,11,187.85435
9.867732,12,187.864902
20.416581,12,187.878598
10.752255,11,187.889218
4.233477,14,187.904335
-6.043709,14,187.917614
-9.272136,13,187.931234
12.427769,11,187.943555
-0.036855,12,187.954253
9.501866,11,187.967119
14.322136,14,187.982958
-3.4,11,187.995446
2.45,13,188.009167
5.327864,13,188.024611
-1.156854,12,188.028705
-0.677864,12,188.049735
-3.696233,14,188.073864
-10.815845,13,188.087524
19.016334,11,188.099286
-3.591892,11,188.112971
3.82033,11,188.119585
-6.522136,13,188.141153
2.026975,11,188.151597
4.611904,12,188.167126
-5.704248,10,188.178808
-1.861033,11,188.18958
23.714706,13,188.199707
-0.062652,11,188.21712
0.3,11,188.228602
6.753119,11,188.230964
5.813708,13,188.255066
-1.645577,13,188.269803
-3.25,12,188.278958
17.499342,12,188.294194
3.399111,13,188.306415
-2.797581,12,188.308994
-3.066831,14,188.332323
-6.752419,11,188.343943
8.931948,11,188.349966
-9.082675,12,188.358778
0.625903,11,188.378294
-7.977864,13,188.392192
3.742136,13,188.401835
-0.35,12,188.415823
3.17,14,188.43058
-1.645577,12,188.439383
-1.461033,12,188.450415
-7.210726,11,188.466077
0.925903,13,188.480335
9.728077,13,188.495989
4.722205,12,188.509007
15.684931,13,188.522282
7.205564,12,188.534916
16.959089,13,188.548012
-11.439768,13,188.561739
-3.906854,13,188.575468
-2.001961,12,188.578485
-0.105728,11,188.597928
-3.9,12,188.60916
-1.277864,13,188.621212
2.643389,13,188.632535
6.66022,12,188.643121
20.015657,13,188.654248
14.564741,9,188.658732
-0.325445,12,188.676439
21.766667,12,188.686459
1.789768,10,188.696125
20.938872,11,188.703876
9.769124,14,188.723192
-3.213453,12,188.736352
-0.988096,9,188.741771
-6.989357,11,188.758794
17.144531,11,188.768836
20.851342,11,188.780472
-7.996128,9,188.788035
-1.230283,13,188.800077
4.550069,11,188.808739
4.981546,12,188.819731
3.223521,12,188.82848
5.60941,12,188.845079
15.555564,12,188.857376
-0.475445,12,188.868897
20.465093,11,188.878608
2.146211,11,188.888243
3.816667,11,188.899976
-0.477864,10,188.910706
-6.622136,11,188.922738
-0.155728,11,188.934458
37.440331,12,188.946403
8.053521,10,188.959055
-1.322136,12,188.97322
-2.160643,12,188.986318
-4.498172,11,188.998173
18.610869,13,189.008869
1.689768,11,189.008869
-0.572136,12,189.02859
-1.976516,11,189.045208
18.260375,12,189.059012
18.819155,12,189.067368
12.999342,10,189.078516
16.112878,11,189.089172
-1.133592,11,189.0997
-1.930283,11,189.112706
-1.05,12,189.119046
-6.152419,13,189.134791
13.221089,11,189.147339
-4.034475,11,189.15901
-10.362181,15,190.432615
15.705564,10,190.449778
4.937981,10,190.463012
7.142072,10,190.476163
-9.975903,12,190.492213
-11.111103,11,190.505749
-3.9,10,190.520031
10.016667,13,190.532864
-10.517784,12,190.548313
19.526023,11,190.562522
-1.184052,13,190.57766
-10.377864,11,190.590413
3.37033,10,190.60182
5.20238,14,190.608778
20.614316,12,190.636458
-5.25,10,190.640479
15.412418,14,190.66669
4.563452,10,190.685213
-0.904226,10,190.702334
-9.122136,12,190.717277
3.942136,11,190.73079
9.910662,12,190.743365
6.722205,12,190.762695
0.85,14,190.782531
-1.196211,13,190.79698
-8.296128,12,190.809051
5.5,13,190.821581
3.265351,13,190.837139
4.70941,11,190.846297
-6.85,11,190.859074
3.833477,10,190.867693
20.686666,12,190.882632
14.627769,13,190.889234
2.441796,11,190.908583
-3.174555,12,190.918947
-3.477864,10,190.928438
4.727821,10,190.930814
-5.378427,10,190.948172
5.556248,13,190.958667
4.350069,11,190.973662
6.362878,12,190.984178
19.751775,11,190.996719
31.800563,13,191.010943
2.077864,11,191.020539
2.261904,11,191.032595
17.906587,11,191.043072
2.627864,11,191.050323
16.671844,13,191.066785
1.256854,12,191.075564
15.173278,12,191.086589
-1.627864,12,191.099705
20.938872,13,191.108832
16.499425,11,191.125243
-1.161033,12,191.133872
3.49899,13,191.148338
22.099342,11,191.15861
20.046272,13,191.172562
9.605737,11,191.184286
17.208569,13,191.184286
-2.713064,12,191.210988
-5.303789,14,191.22169
7.466953,11,191.236704
2.803366,11,191.247753
15.6129,14,191.259041
8.495094,11,191.274479
-1.424555,12,191.279075
4.811904,13,191.302327
-0.576516,13,191.317579
1.86758,11,191.330374
-9.722136,12,191.343801
6.215872,13,191.358947
-5.222136,14,191.377215
-1.378427,11,191.389387
-9.221573,11,191.399953
-10.848194,13,191.414276
-9.044272,12,191.42819
-5.774555,11,191.440786
7.392072,12,191.450948
-14.349111,13,191.465529
-4.922136,10,191.476109
14.191222,10,191.484635
-9.8,17,191.499789
-0.167325,11,191.514746
2.7,11,191.52518
5.631793,12,191.53067
18.411419,12,191.552027
15.740742,12,191.563
-4.263453,11,191.575446
18.832192,10,191.586502
14.183075,11,191.599734
5.999111,13,191.608802
1.348039,11,191.624515
-5.446211,12,191.637565
3.699111,11,191.650114
-13.0,11,191.662303
-9.72033,13,191.675606
18.782511,13,191.688401
1.47033,11,191.699935
16.112795,12,191.712287
-6.824555,11,191.722049
19.315777,13,191.73267
-3.024555,12,191.74237
1.9,13,191.762957
12.734623,12,191.772486
1.377864,12,191.778669
-10.056854,11,191.796833
33.488897,12,191.808937
18.88824,10,191.819986
-6.528427,12,191.834171
-1.221573,11,191.844264
19.926557,13,191.858784
-3.75,10,191.869564
22.77832,12,191.885957
-4.223942,12,191.899895
-5.15,9,191.908925
-0.499767,14,191.914938
-202.177788,200,192.078699
-2.960643,12,192.09628
3.637098,11,192.108807
6.379249,13,192.108807
17.003126,12,192.12868
11.380375,11,192.13731
-3.124555,10,192.150133
5.227864,12,192.158702
-10.798194,13,192.169332
2.725445,13,192.188182
-7.135281,15,192.200593
-4.275445,11,192.210365
2.626975,11,192.215883
-3.928344,10,192.232369
22.77359,12,192.243934
3.527864,13,192.250063
-6.765525,12,192.267525
24.448459,13,192.280666
18.542111,11,192.288702
16.976127,10,192.293907
3.214559,11,192.310183
8.189089,14,192.321222
6.166408,12,192.333622
15.489261,11,192.344851
-4.95,13,192.356597
-8.074555,10,192.366827
16.897486,12,192.378361
6.055564,10,192.386379
7.192072,10,192.39063
15.791478,15,192.415615
9.404651,12,192.433154
19.364706,10,192.443907
22.958802,12,192.457845
3.861904,12,192.467501
-2.106291,11,192.487385
10.667104,11,192.611012
21.837166,12,192.652548
1.848039,13,192.668737
5.102779,10,192.678662
7.157676,12,192.682375
-7.9,13,192.7
-10.425903,14,193.825075
-6.872136,11,193.834707
-1.627864,10,193.836366
17.416667,10,193.852371
-3.647581,14,193.864869
1.367556,12,193.872495
1.425445,12,193.888511
-0.028427,12,193.900657
3.05,12,193.91121
-5.754248,10,193.925936
-1.876516,11,193.937091
-3.078344,13,193.954319
2.065525,12,193.968502
1.27033,10,193.988583
22.067793,11,194.002782
17.900143,10,194.012949
-11.821573,10,194.025589
-2.913064,11,194.035227
-6.702419,11,194.047279
5.624515,14,194.063525
-0.205728,11,194.071557
15.266667,12,194.079188
12.21675,12,194.092212
19.633075,12,194.108761
9.266667,12,194.12335
-5.124555,14,194.128506
-3.7,13,194.140674
16.06534,11,194.157201
19.432192,12,194.158732
7.420563,11,194.179874
2.526975,10,194.19097
1.575445,12,194.201921
4.111904,11,194.216857
4.427821,12,194.228513
0.877864,12,194.240222
-3.323942,12,194.249747
3.141902,12,194.263128
2.649111,12,194.275824
-4.796211,11,194.287001
1.4,10,194.28901
21.440742,11,194.307703
-8.422136,14,194.314851
8.964247,13,194.330939
0.377864,12,194.342997
21.107633,11,194.34976
6.593778,13,194.366388
7.670499,11,194.376417
5.520499,11,194.386271
4.038084,10,194.394411
19.4977,11,194.399946
-16.842136,13,194.418617
-10.275903,12,194.428586
-1.411033,11,194.428586
0.898194,11,194.450086
5.599111,12,194.458855
3.183477,11,194.473814
7.505564,12,194.478397
2.684113,11,194.493589
-1.851961,10,194.502487
-7.3,13,194.516363
1.620444,15,194.534144
5.456248,11,194.54618
2.711904,11,194.555794
-3.010643,12,194.567374
18.066667,12,194.578956
-6.277864,10,194.586973
7.322958,12,194.598511
-4.698039,13,194.611064
0.911904,13,194.623101
9.610662,14,194.636639
16.068606,12,194.646747
14.269086,11,194.655854
15.0977,11,194.667619
-4.85,11,194.680249
24.158923,12,194.692676
-10.635281,13,194.706786
-4.8,11,194.711059
-6.174555,12,194.728593
1.4,12,194.74217
0.15,10,194.754088
-10.261103,12,194.772966
2.894272,11,194.78828
7.520563,13,194.808772
-6.222136,11,194.826958
8.65,11,194.838133
18.043572,13,194.854538
-0.15,11,194.872311
-4.674555,10,194.884416
15.144531,13,194.905005
-5.704248,11,194.922083
-2.775445,11,194.944105
6.143778,13,194.968219
25.239274,10,194.985265
19.683075,12,195.005496
-5.654248,11,195.021317
-11.993389,13,195.043456
19.019086,11,195.05298
-0.203789,10,195.064105
-5.872136,12,195.076705
-3.510643,12,195.091819
23.226886,11,195.103922
-0.377864,10,195.114451
3.9,13,195.128608
4.188084,12,195.141223
-2.311103,11,195.152754
13.980142,12,195.164963
-11.546211,12,195.176948
6.242136,11,195.188119
-9.548039,12,195.201624
6.4,11,195.214495
-3.328344,10,195.227252
21.362795,12,195.237789
-2.15,12,195.2503
19.572915,12,195.26442
-8.574075,12,195.27674
-5.8,9,195.28425
-7.774075,13,195.297878
-6.111904,12,195.308963
4.267661,11,195.323789
6.715872,12,195.339007
20.734623,12,195.354421
-3.266831,12,195.368015
-2.555728,12,195.380222
-14.137098,11,195.392546
3.9,13,195.40145
-6.874555,12,195.419333
0.325903,13,195.433069
16.291222,11,195.44601
7.420499,12,195.458893
2.376975,12,195.472883
-4.884718,12,195.488906
-14.437098,13,195.503389
-9.1,11,195.520352
3.083477,11,195.531931
-7.256854,10,195.542093
-4.86022,13,195.558849
